Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
9520	NAPOLI CENTRALE	19/11/17 09.00.00	19/11/17 09.07.00	7.0
9520	ROMA TERMINI	19/11/17 10.10.00	19/11/17 10.10.00	0.0
9520	ROMA TIBURTINA	19/11/17 10.27.00	19/11/17 10.28.30	1.5
9520	FIRENZE S.M.N.	19/11/17 11.51.00	19/11/17 11.47.00	-4.0
9520	BOLOGNA C.LE/AV	19/11/17 12.35.00	19/11/17 12.32.30	-2.5
9520	MILANO CENTRALE	19/11/17 13.40.00	19/11/17 13.40.30	0.5
8432	FIUMICINO AEROPORTO	19/11/17 11.08.00	19/11/17 11.08.00	0.0
8432	ROMA TERMINI	19/11/17 11.40.00	19/11/17 11.41.00	1.0
8432	ROMA TIBURTINA	19/11/17 11.58.00	19/11/17 11.58.30	0.5
8432	FIRENZE S.M.N.	19/11/17 13.22.00	19/11/17 13.21.00	-1.0
8432	BOLOGNA C.LE	19/11/17 14.07.00	19/11/17 14.09.00	2.0
8432	PADOVA	19/11/17 15.07.00	19/11/17 15.00.30	-6.5
8432	VENEZIA MESTRE	19/11/17 15.23.00	19/11/17 15.21.00	-2.0
8432	VENEZIA SANTA LUCIA	19/11/17 15.35.00	19/11/17 15.31.30	-3.5
9540	NAPOLI CENTRALE	19/11/17 14.00.00	19/11/17 14.03.30	3.5
9540	ROMA TERMINI	19/11/17 15.10.00	19/11/17 15.13.00	3.0
9540	FIRENZE S.M.N.	19/11/17 16.51.00	19/11/17 16.52.30	1.5
9540	BOLOGNA C.LE/AV	19/11/17 17.35.00	19/11/17 17.34.30	-0.5
9540	MILANO CENTRALE	19/11/17 18.42.00	19/11/17 18.43.00	1.0
9540	TORINO PORTA SUSA	19/11/17 19.48.00	19/11/17 19.44.00	-4.0
9540	TORINO P.NUOVA	19/11/17 20.00.00	19/11/17 19.57.00	-3.0
9562	NAPOLI CENTRALE	19/11/17 19.00.00	19/11/17 19.03.00	3.0
9562	ROMA TERMINI	19/11/17 20.10.00	19/11/17 20.14.00	4.0
9562	ROMA TIBURTINA	19/11/17 20.27.00	19/11/17 20.30.00	3.0
9566	ROMA TERMINI	19/11/17 07.05.00	19/11/17 07.05.00	0.0
9566	ROMA TIBURTINA	19/11/17 07.13.00	19/11/17 07.11.00	-2.0
9566	FIRENZE S.M.N.	19/11/17 08.36.00	19/11/17 08.35.30	-0.5
9566	BOLOGNA C.LE/AV	19/11/17 09.20.00	19/11/17 09.15.00	-5.0
9566	REGGIO EMILIA AV	19/11/17 09.42.00	19/11/17 09.43.00	1.0
9566	MILANO ROGOREDO	19/11/17 10.22.00	19/11/17 10.53.30	31.5
9566	MILANO PORTA GARIBALDI	19/11/17 10.42.00	19/11/17 11.09.00	27.0
9566	TORINO PORTA SUSA	19/11/17 11.30.00	19/11/17 11.53.30	23.5
9566	TORINO P.NUOVA	19/11/17 11.40.00	19/11/17 12.02.30	22.5
9544	NAPOLI CENTRALE	19/11/17 15.00.00	19/11/17 15.05.00	5.0
9544	ROMA TERMINI	19/11/17 16.07.00	19/11/17 16.12.00	5.0
9544	FIRENZE S.M.N.	19/11/17 17.51.00	19/11/17 17.51.00	0.0
9544	BOLOGNA C.LE/AV	19/11/17 18.35.00	19/11/17 18.36.00	1.0
9544	MILANO CENTRALE	19/11/17 19.40.00	19/11/17 19.40.30	0.5
8434	ROMA TERMINI	19/11/17 12.50.00	19/11/17 12.50.00	0.0
8434	ROMA TIBURTINA	19/11/17 12.58.00	19/11/17 12.56.00	-2.0
8434	FIRENZE S.M.N.	19/11/17 14.22.00	19/11/17 14.16.00	-6.0
8434	BOLOGNA C.LE	19/11/17 15.07.00	19/11/17 15.06.30	-0.5
8434	PADOVA	19/11/17 16.07.00	19/11/17 16.06.30	-0.5
8434	VENEZIA MESTRE	19/11/17 16.23.00	19/11/17 16.26.00	3.0
8434	VENEZIA SANTA LUCIA	19/11/17 16.35.00	19/11/17 16.35.00	0.0
9446	NAPOLI CENTRALE	19/11/17 16.30.00	19/11/17 16.32.30	2.5
9446	ROMA TERMINI	19/11/17 17.40.00	19/11/17 17.42.00	2.0
9446	ROMA TIBURTINA	19/11/17 17.58.00	19/11/17 18.00.00	2.0
9446	FIRENZE S.M.N.	19/11/17 19.22.00	19/11/17 19.24.30	2.5
9446	BOLOGNA C.LE	19/11/17 20.07.00	19/11/17 20.11.00	4.0
3044	FIRENZE S.M.N.	19/11/17 07.10.00	19/11/17 07.10.30	0.5
