Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
9520	NAPOLI CENTRALE	04/02/18 09.00.00	04/02/18 09.01.30	1.5
9520	ROMA TERMINI	04/02/18 10.10.00	04/02/18 10.12.00	2.0
9520	ROMA TIBURTINA	04/02/18 10.27.00	04/02/18 10.27.30	0.5
9520	FIRENZE S.M.N.	04/02/18 11.51.00	04/02/18 11.52.00	1.0
9520	BOLOGNA C.LE/AV	04/02/18 12.35.00	04/02/18 12.33.30	-1.5
9520	MILANO CENTRALE	04/02/18 13.40.00	04/02/18 13.38.00	-2.0
8432	FIUMICINO AEROPORTO	04/02/18 11.08.00	04/02/18 11.09.00	1.0
8432	ROMA TERMINI	04/02/18 11.40.00	04/02/18 11.44.00	4.0
8432	ROMA TIBURTINA	04/02/18 11.58.00	04/02/18 12.02.00	4.0
8432	FIRENZE S.M.N.	04/02/18 13.22.00	04/02/18 13.23.00	1.0
8432	BOLOGNA C.LE/AV	04/02/18 14.05.00	04/02/18 14.04.00	-1.0
8432	PADOVA	04/02/18 15.07.00	04/02/18 15.05.00	-2.0
8432	VENEZIA MESTRE	04/02/18 15.23.00	04/02/18 15.23.00	0.0
8432	VENEZIA SANTA LUCIA	04/02/18 15.35.00	04/02/18 15.36.30	1.5
9540	NAPOLI CENTRALE	04/02/18 14.00.00	04/02/18 14.04.00	4.0
9540	ROMA TERMINI	04/02/18 15.10.00	04/02/18 15.10.00	0.0
9540	ROMA TIBURTINA	04/02/18 15.27.00	04/02/18 15.28.30	1.5
9540	FIRENZE S.M.N.	04/02/18 16.51.00	04/02/18 16.54.30	3.5
9540	BOLOGNA C.LE/AV	04/02/18 17.35.00	04/02/18 17.36.30	1.5
9540	MILANO CENTRALE	04/02/18 18.42.00	04/02/18 18.44.00	2.0
9540	TORINO PORTA SUSA	04/02/18 19.48.00	04/02/18 19.43.30	-4.5
9540	TORINO P.NUOVA	04/02/18 20.00.00	04/02/18 19.53.30	-6.5
9562	NAPOLI CENTRALE	04/02/18 19.00.00	04/02/18 19.01.00	1.0
9562	ROMA TERMINI	04/02/18 20.10.00	04/02/18 19.59.30	-10.5
9562	ROMA TIBURTINA	04/02/18 20.27.00	04/02/18 20.25.30	-1.5
9562	FIRENZE S.M.N.	04/02/18 21.51.00	04/02/18 21.48.30	-2.5
9566	ROMA TERMINI	04/02/18 07.05.00	04/02/18 07.05.00	0.0
9566	ROMA TIBURTINA	04/02/18 07.13.00	04/02/18 07.09.00	-4.0
9566	FIRENZE S.M.N.	04/02/18 08.36.00	04/02/18 08.40.00	4.0
9566	BOLOGNA C.LE/AV	04/02/18 09.20.00	04/02/18 09.17.30	-2.5
9566	REGGIO EMILIA AV	04/02/18 09.42.00	04/02/18 09.43.30	1.5
9566	MILANO ROGOREDO	04/02/18 10.22.00	04/02/18 10.21.30	-0.5
9566	MILANO PORTA GARIBALDI	04/02/18 10.42.00	04/02/18 10.41.30	-0.5
9566	TORINO PORTA SUSA	04/02/18 11.30.00	04/02/18 11.28.30	-1.5
9566	TORINO P.NUOVA	04/02/18 11.40.00	04/02/18 11.37.00	-3.0
9544	NAPOLI CENTRALE	04/02/18 15.00.00	04/02/18 15.00.00	0.0
9544	ROMA TERMINI	04/02/18 16.10.00	04/02/18 16.07.00	-3.0
9544	ROMA TIBURTINA	04/02/18 16.27.00	04/02/18 16.30.00	3.0
9544	FIRENZE S.M.N.	04/02/18 17.51.00	04/02/18 18.04.30	13.5
9544	BOLOGNA C.LE/AV	04/02/18 18.35.00	04/02/18 18.53.00	18.0
9544	MILANO CENTRALE	04/02/18 19.40.00	04/02/18 19.54.30	14.5
8434	ROMA TERMINI	04/02/18 12.50.00	04/02/18 12.51.00	1.0
8434	ROMA TIBURTINA	04/02/18 12.58.00	04/02/18 12.58.00	0.0
8434	FIRENZE S.M.N.	04/02/18 14.22.00	04/02/18 14.21.00	-1.0
8434	BOLOGNA C.LE/AV	04/02/18 15.05.00	04/02/18 15.05.00	0.0
8434	PADOVA	04/02/18 16.07.00	04/02/18 16.06.00	-1.0
8434	VENEZIA MESTRE	04/02/18 16.23.00	04/02/18 16.24.00	1.0
8434	VENEZIA SANTA LUCIA	04/02/18 16.35.00	04/02/18 16.36.00	1.0
9446	NAPOLI CENTRALE	04/02/18 16.30.00	04/02/18 16.30.30	0.5
9446	ROMA TERMINI	04/02/18 17.40.00	04/02/18 17.40.00	0.0
9446	ROMA TIBURTINA	04/02/18 17.58.00	04/02/18 17.58.30	0.5
9446	FIRENZE S.M.N.	04/02/18 19.22.00	04/02/18 19.25.00	3.0
9446	BOLOGNA C.LE/AV	04/02/18 20.05.00	04/02/18 20.11.00	6.0
9446	PADOVA	04/02/18 21.07.00	04/02/18 21.18.30	11.5
9446	VENEZIA MESTRE	04/02/18 21.23.00	04/02/18 21.35.00	12.0
9446	VENEZIA SANTA LUCIA	04/02/18 21.35.00	04/02/18 21.44.30	9.5
3044	FIRENZE S.M.N.	04/02/18 07.10.00	04/02/18 07.10.30	0.5
3044	FIRENZE RIFREDI	04/02/18 07.15.00	04/02/18 07.15.00	0.0
3044	SESTO FIORENTINO	04/02/18 07.21.00	04/02/18 07.19.30	-1.5
3044	PRATO CENTRALE	04/02/18 07.27.00	04/02/18 07.27.00	0.0
3044	PRATO PORTA AL SERRAGLIO	04/02/18 07.32.00	04/02/18 07.32.00	0.0
3044	PISTOIA	04/02/18 07.44.00	04/02/18 07.43.00	-1.0
3044	MONTECATINI TERME	04/02/18 07.58.00	04/02/18 08.12.30	14.5
3044	MONTECATINI CENTRO	04/02/18 08.00.00	04/02/18 08.17.30	17.5
3044	PESCIA	04/02/18 08.08.00	04/02/18 08.21.30	13.5
3044	ALTOPASCIO	04/02/18 08.16.00	04/02/18 08.28.30	12.5
3044	LUCCA	04/02/18 08.29.00	04/02/18 08.38.00	9.0
3044	VIAREGGIO	04/02/18 08.50.00	04/02/18 08.59.00	9.0
9560	ROMA TERMINI	04/02/18 19.35.00	04/02/18 19.39.00	4.0
9560	ROMA TIBURTINA	04/02/18 19.43.00	04/02/18 19.46.00	3.0
9560	FIRENZE S.M.N.	04/02/18 21.07.00	04/02/18 21.14.30	7.5
9580	ROMA TERMINI	04/02/18 18.05.00	04/02/18 18.07.00	2.0
9580	ROMA TIBURTINA	04/02/18 18.13.00	04/02/18 18.13.30	0.5
9580	FIRENZE S.M.N.	04/02/18 19.36.00	04/02/18 19.40.00	4.0
9580	BOLOGNA C.LE/AV	04/02/18 20.20.00	04/02/18 20.20.30	0.5
9580	REGGIO EMILIA AV	04/02/18 20.42.00	04/02/18 20.43.30	1.5
9580	MILANO ROGOREDO	04/02/18 21.22.00	04/02/18 21.28.00	6.0
9580	MILANO PORTA GARIBALDI	04/02/18 21.42.00	04/02/18 21.43.00	1.0
9518	NAPOLI CENTRALE	04/02/18 08.00.00	04/02/18 08.00.30	0.5
9518	ROMA TERMINI	04/02/18 09.07.00	04/02/18 09.07.00	0.0
9518	ROMA TIBURTINA	04/02/18 09.27.00	04/02/18 09.26.00	-1.0
9518	FIRENZE S.M.N.	04/02/18 10.51.00	04/02/18 10.55.00	4.0
9518	BOLOGNA C.LE/AV	04/02/18 11.35.00	04/02/18 11.35.00	0.0
9518	MILANO CENTRALE	04/02/18 12.40.00	04/02/18 12.37.00	-3.0
8408	ROMA TERMINI	04/02/18 06.50.00	04/02/18 06.50.00	0.0
8408	ROMA TIBURTINA	04/02/18 06.58.00	04/02/18 06.56.30	-1.5
8408	FIRENZE S.M.N.	04/02/18 08.22.00	04/02/18 08.27.00	5.0
8408	BOLOGNA C.LE/AV	04/02/18 09.05.00	04/02/18 09.12.00	7.0
8408	FERRARA	04/02/18 09.30.00	04/02/18 09.38.00	8.0
8408	PADOVA	04/02/18 10.07.00	04/02/18 10.14.00	7.0
8408	VENEZIA MESTRE	04/02/18 10.23.00	04/02/18 10.30.00	7.0
8408	VENEZIA SANTA LUCIA	04/02/18 10.35.00	04/02/18 10.40.30	5.5
8508	NAPOLI CENTRALE	04/02/18 07.08.00	04/02/18 07.10.30	2.5
8508	ROMA TERMINI	04/02/18 08.23.00	04/02/18 08.22.00	-1.0
8508	FIRENZE CAMPO MARTE	04/02/18 10.01.00	04/02/18 10.06.00	5.0
8508	BOLOGNA C.LE/AV	04/02/18 10.42.00	04/02/18 10.46.00	4.0
8508	VERONA PORTA NUOVA	04/02/18 11.37.00	04/02/18 11.42.30	5.5
8508	ROVERETO	04/02/18 12.24.00	04/02/18 12.25.00	1.0
8508	TRENTO	04/02/18 12.38.00	04/02/18 12.40.00	2.0
8508	BOLZANO	04/02/18 13.14.00	04/02/18 13.10.00	-4.0
9532	NAPOLI CENTRALE	04/02/18 12.00.00	04/02/18 12.01.30	1.5
9532	ROMA TERMINI	04/02/18 13.07.00	04/02/18 13.05.00	-2.0
9532	ROMA TIBURTINA	04/02/18 13.27.00	04/02/18 13.28.00	1.0
9532	FIRENZE S.M.N.	04/02/18 14.51.00	04/02/18 14.53.30	2.5
9532	BOLOGNA C.LE/AV	04/02/18 15.35.00	04/02/18 15.36.30	1.5
9532	MILANO ROGOREDO	04/02/18 16.31.00	04/02/18 16.36.30	5.5
9532	MILANO CENTRALE	04/02/18 16.45.00	04/02/18 16.48.00	3.0
9430	NAPOLI CENTRALE	04/02/18 12.30.00	04/02/18 12.32.30	2.5
9430	ROMA TERMINI	04/02/18 13.40.00	04/02/18 13.33.00	-7.0
9430	ROMA TIBURTINA	04/02/18 13.58.00	04/02/18 13.55.30	-2.5
9430	FIRENZE S.M.N.	04/02/18 15.22.00	04/02/18 15.23.30	1.5
9430	BOLOGNA C.LE/AV	04/02/18 16.05.00	04/02/18 16.03.30	-1.5
9430	PADOVA	04/02/18 17.07.00	04/02/18 17.03.00	-4.0
9430	VENEZIA MESTRE	04/02/18 17.23.00	04/02/18 17.24.00	1.0
9430	VENEZIA SANTA LUCIA	04/02/18 17.35.00	04/02/18 17.37.00	2.0
9414	NAPOLI CENTRALE	04/02/18 08.30.00	04/02/18 08.30.30	0.5
9414	NAPOLI AFRAGOLA	04/02/18 08.42.00	04/02/18 08.40.30	-1.5
9414	ROMA TERMINI	04/02/18 09.40.00	04/02/18 09.40.00	0.0
9414	ROMA TIBURTINA	04/02/18 09.58.00	04/02/18 09.59.30	1.5
9414	FIRENZE S.M.N.	04/02/18 11.22.00	04/02/18 11.21.00	-1.0
9414	BOLOGNA C.LE/AV	04/02/18 12.05.00	04/02/18 12.06.00	1.0
9414	PADOVA	04/02/18 13.07.00	04/02/18 13.08.00	1.0
9414	VENEZIA MESTRE	04/02/18 13.23.00	04/02/18 13.24.00	1.0
9414	VENEZIA SANTA LUCIA	04/02/18 13.35.00	04/02/18 13.35.30	0.5
9514	SALERNO	04/02/18 06.12.00	04/02/18 06.13.00	1.0
9514	NAPOLI CENTRALE	04/02/18 06.48.00	04/02/18 06.43.00	-5.0
9514	NAPOLI AFRAGOLA	04/02/18 07.12.00	04/02/18 07.11.00	-1.0
9514	ROMA TERMINI	04/02/18 08.10.00	04/02/18 08.14.00	4.0
9514	ROMA TIBURTINA	04/02/18 08.27.00	04/02/18 08.30.30	3.5
9514	FIRENZE S.M.N.	04/02/18 09.51.00	04/02/18 09.57.30	6.5
9514	BOLOGNA C.LE/AV	04/02/18 10.35.00	04/02/18 10.42.30	7.5
9514	MILANO CENTRALE	04/02/18 11.40.00	04/02/18 11.47.00	7.0
9536	NAPOLI CENTRALE	04/02/18 13.00.00	04/02/18 13.02.00	2.0
9536	ROMA TERMINI	04/02/18 14.10.00	04/02/18 14.03.00	-7.0
9536	ROMA TIBURTINA	04/02/18 14.27.00	04/02/18 14.29.00	2.0
9536	FIRENZE S.M.N.	04/02/18 15.51.00	04/02/18 15.56.00	5.0
9536	BOLOGNA C.LE/AV	04/02/18 16.35.00	04/02/18 16.37.30	2.5
9536	MILANO CENTRALE	04/02/18 17.42.00	04/02/18 17.43.30	1.5
9558	SALERNO	04/02/18 17.07.00	04/02/18 17.08.30	1.5
9558	NAPOLI CENTRALE	04/02/18 17.45.00	04/02/18 17.39.30	-5.5
9558	ROMA TERMINI	04/02/18 19.07.00	04/02/18 19.08.00	1.0
9558	ROMA TIBURTINA	04/02/18 19.27.00	04/02/18 19.31.00	4.0
9558	FIRENZE S.M.N.	04/02/18 20.51.00	04/02/18 21.00.00	9.0
9558	BOLOGNA C.LE/AV	04/02/18 21.35.00	04/02/18 21.45.00	10.0
9578	NAPOLI CENTRALE	04/02/18 14.50.00	04/02/18 14.50.30	0.5
9578	ROMA TERMINI	04/02/18 15.55.00	04/02/18 15.52.00	-3.0
9578	ROMA TIBURTINA	04/02/18 16.13.00	04/02/18 16.16.00	3.0
9578	FIRENZE S.M.N.	04/02/18 17.36.00	04/02/18 17.39.00	3.0
9578	BOLOGNA C.LE/AV	04/02/18 18.20.00	04/02/18 18.17.30	-2.5
9578	REGGIO EMILIA AV	04/02/18 18.42.00	04/02/18 18.43.00	1.0
9578	MILANO ROGOREDO	04/02/18 19.22.00	04/02/18 19.20.00	-2.0
9578	MILANO PORTA GARIBALDI	04/02/18 19.42.00	04/02/18 19.41.00	-1.0
9578	TORINO PORTA SUSA	04/02/18 20.30.00	04/02/18 20.29.30	-0.5
9578	TORINO P.NUOVA	04/02/18 20.40.00	04/02/18 20.39.00	-1.0
580	TERNI	04/02/18 05.05.00	04/02/18 05.06.00	1.0
580	SPOLETO	04/02/18 05.30.00	04/02/18 05.26.30	-3.5
580	FOLIGNO	04/02/18 05.53.00	04/02/18 05.49.00	-4.0
580	ASSISI	04/02/18 06.06.00	04/02/18 06.06.30	0.5
9550	SALERNO	04/02/18 15.10.00	04/02/18 15.11.00	1.0
9550	NAPOLI CENTRALE	04/02/18 15.45.00	04/02/18 15.36.00	-9.0
9550	ROMA TERMINI	04/02/18 17.10.00	04/02/18 17.07.00	-3.0
9550	ROMA TIBURTINA	04/02/18 17.27.00	04/02/18 17.26.00	-1.0
9550	FIRENZE S.M.N.	04/02/18 18.51.00	04/02/18 18.58.00	7.0
9550	BOLOGNA C.LE/AV	04/02/18 19.35.00	04/02/18 19.40.30	5.5
9550	MILANO CENTRALE	04/02/18 20.40.00	04/02/18 20.44.30	4.5
9528	NAPOLI CENTRALE	04/02/18 11.00.00	04/02/18 11.00.00	0.0
9528	NAPOLI AFRAGOLA	04/02/18 11.12.00	04/02/18 11.10.00	-2.0
9528	ROMA TERMINI	04/02/18 12.10.00	04/02/18 12.09.00	-1.0
9528	ROMA TIBURTINA	04/02/18 12.27.00	04/02/18 12.31.30	4.5
9528	FIRENZE S.M.N.	04/02/18 13.51.00	04/02/18 13.58.30	7.5
9528	BOLOGNA C.LE/AV	04/02/18 14.35.00	04/02/18 14.41.30	6.5
9528	MILANO CENTRALE	04/02/18 15.40.00	04/02/18 15.47.30	7.5
