TORINO PORTA SUSA,MILANO CENTRALE
2.5,2.0
1.5,2.0
2.0,2.5
0.5,1.5
1.0,2.0
4.0,2.5
2.0,1.5
11.5,5.0
0.5,4.0
1.5,3.0
0.5,5.5
4.0,2.0
1.0,2.5
1.0,3.5
0.5,1.5
12.5,9.5
2.5,0.5
5.0,0.5
1.0,0.5
1.0,1.5
0.5,3.5
0.5,2.0
6.0,3.5
0.5,1.0
2.0,2.0
1.5,3.0
9.0,3.0
2.0,3.0
1.0,5.0
0.5,0.5
0.5,1.0
3.5,8.0
3.0,16.0
4.0,3.5
2.0,0.5
0.5,1.0
2.0,2.0
1.0,2.5
2.5,11.0
1.5,1.5
