data	treno	stazione	arr_prog	arr_eff	ritardo
22-01-2018,6463	BOLOGNA C.LE	22/01/18 05.00.00	22/01/18 05.01.00	1.0
22-01-2018,6463	VARIGNANA	22/01/18 05.11.00	22/01/18 05.11.00	0.0
22-01-2018,6463	CASTEL S.PIETRO TERME	22/01/18 05.17.00	22/01/18 05.16.30	-0.5
22-01-2018,6463	IMOLA	22/01/18 05.25.00	22/01/18 05.24.30	-0.5
22-01-2018,6463	CASTELBOLOGNESE	22/01/18 05.31.00	22/01/18 05.31.00	0.0
22-01-2018,6463	FAENZA	22/01/18 05.37.00	22/01/18 05.38.00	1.0
22-01-2018,6463	FORLI`	22/01/18 05.46.00	22/01/18 05.48.00	2.0
22-01-2018,11591	RAVENNA	22/01/18 06.28.00	22/01/18 06.29.30	1.5
22-01-2018,11591	CLASSE	22/01/18 06.32.00	22/01/18 06.34.00	2.0
22-01-2018,11591	LIDO DI CLASSE-LIDO DI SAVIO	22/01/18 06.41.00	22/01/18 06.41.00	0.0
22-01-2018,11591	CERVIA-MILANO MARITTIMA	22/01/18 06.49.00	22/01/18 06.52.00	3.0
22-01-2018,11591	CESENATICO	22/01/18 06.56.00	22/01/18 06.58.30	2.5
22-01-2018,11591	GATTEO A MARE	22/01/18 07.01.00	22/01/18 07.05.30	4.5
22-01-2018,11591	BELLARIA	22/01/18 07.06.00	22/01/18 07.08.30	2.5
22-01-2018,11591	IGEA MARINA	22/01/18 07.10.00	22/01/18 07.12.30	2.5
22-01-2018,11591	RIMINI TORRE PEDRERA	22/01/18 07.16.00	22/01/18 07.18.00	2.0
22-01-2018,11591	RIMINI VISERBA	22/01/18 07.20.00	22/01/18 07.20.30	0.5
22-01-2018,11591	RIMINI	22/01/18 07.27.00	22/01/18 07.27.00	0.0
22-01-2018,2121	BOLOGNA C.LE	22/01/18 06.35.00	22/01/18 06.39.00	4.0
22-01-2018,2121	CASTEL S.PIETRO TERME	22/01/18 06.49.00	22/01/18 06.51.00	2.0
22-01-2018,2121	IMOLA	22/01/18 07.00.00	22/01/18 06.57.30	-2.5
22-01-2018,2121	CASTELBOLOGNESE	22/01/18 07.08.00	22/01/18 07.05.30	-2.5
22-01-2018,2121	FAENZA	22/01/18 07.14.00	22/01/18 07.14.00	0.0
22-01-2018,2121	FORLI`	22/01/18 07.25.00	22/01/18 07.24.30	-0.5
22-01-2018,2121	CESENA	22/01/18 07.40.00	22/01/18 07.36.30	-3.5
22-01-2018,11525	BOLOGNA C.LE	22/01/18 07.06.00	22/01/18 07.07.00	1.0
22-01-2018,11525	OZZANO DELL'EMILIA	22/01/18 07.15.00	22/01/18 07.16.30	1.5
22-01-2018,11525	VARIGNANA	22/01/18 07.19.00	22/01/18 07.20.30	1.5
22-01-2018,11525	CASTEL S.PIETRO TERME	22/01/18 07.25.00	22/01/18 07.24.30	-0.5
22-01-2018,11525	IMOLA	22/01/18 07.32.00	22/01/18 07.32.00	0.0
22-01-2018,11525	CASTELBOLOGNESE	22/01/18 07.38.00	22/01/18 07.38.30	0.5
22-01-2018,11525	FAENZA	22/01/18 07.44.00	22/01/18 07.44.30	0.5
22-01-2018,11525	FORLI`	22/01/18 07.55.00	22/01/18 07.55.00	0.0
22-01-2018,11407	PIACENZA	22/01/18 05.29.00	22/01/18 05.30.00	1.0
22-01-2018,11407	PONTENURE	22/01/18 05.36.00	22/01/18 05.37.00	1.0
22-01-2018,11407	CADEO	22/01/18 05.42.00	22/01/18 05.41.30	-0.5
22-01-2018,11407	FIORENZUOLA	22/01/18 05.48.00	22/01/18 05.47.00	-1.0
22-01-2018,11407	FIDENZA	22/01/18 05.56.00	22/01/18 05.55.30	-0.5
22-01-2018,11407	CASTELGUELFO	22/01/18 06.03.00	22/01/18 06.02.00	-1.0
22-01-2018,11407	PARMA	22/01/18 06.12.00	22/01/18 06.10.30	-1.5
22-01-2018,11407	S.ILARIO	22/01/18 06.21.00	22/01/18 06.19.30	-1.5
22-01-2018,11407	REGGIO EMILIA	22/01/18 06.32.00	22/01/18 06.30.30	-1.5
22-01-2018,11407	RUBIERA	22/01/18 06.41.00	22/01/18 06.40.00	-1.0
22-01-2018,11407	MODENA	22/01/18 06.50.00	22/01/18 06.49.30	-0.5
22-01-2018,11407	CASTELFRANCO D'EMILIA	22/01/18 06.59.00	22/01/18 06.59.30	0.5
22-01-2018,11407	SAMOGGIA	22/01/18 07.05.00	22/01/18 07.06.30	1.5
22-01-2018,11407	ANZOLA	22/01/18 07.11.00	22/01/18 07.13.30	2.5
22-01-2018,11407	BOLOGNA C.LE	22/01/18 07.28.00	22/01/18 07.25.00	-3.0
22-01-2018,11407	OZZANO DELL'EMILIA	22/01/18 07.42.00	22/01/18 07.45.00	3.0
22-01-2018,11407	VARIGNANA	22/01/18 07.46.00	22/01/18 07.49.00	3.0
22-01-2018,11407	CASTEL S.PIETRO TERME	22/01/18 07.52.00	22/01/18 07.53.00	1.0
22-01-2018,11407	IMOLA	22/01/18 08.00.00	22/01/18 07.59.30	-0.5
22-01-2018,11407	CASTELBOLOGNESE	22/01/18 08.08.00	22/01/18 08.06.00	-2.0
22-01-2018,11407	FAENZA	22/01/18 08.14.00	22/01/18 08.14.00	0.0
22-01-2018,11407	FORLI`	22/01/18 08.25.00	22/01/18 08.24.30	-0.5
22-01-2018,11407	CESENA	22/01/18 08.40.00	22/01/18 08.35.30	-4.5
22-01-2018,2997	BOLOGNA C.LE	22/01/18 07.54.00	22/01/18 07.56.00	2.0
22-01-2018,2997	OZZANO DELL'EMILIA	22/01/18 08.03.00	22/01/18 08.08.30	5.5
22-01-2018,2997	CASTEL S.PIETRO TERME	22/01/18 08.10.00	22/01/18 08.16.30	6.5
22-01-2018,2997	IMOLA	22/01/18 08.25.00	22/01/18 08.27.30	2.5
22-01-2018,2997	CASTELBOLOGNESE	22/01/18 08.31.00	22/01/18 08.35.00	4.0
22-01-2018,2997	LUGO	22/01/18 08.46.00	22/01/18 08.46.00	0.0
22-01-2018,2997	BAGNACAVALLO	22/01/18 08.52.00	22/01/18 08.52.00	0.0
22-01-2018,2997	RUSSI	22/01/18 09.04.00	22/01/18 09.04.00	0.0
22-01-2018,2997	RAVENNA	22/01/18 09.17.00	22/01/18 09.19.30	2.5
22-01-2018,2997	LIDO DI CLASSE-LIDO DI SAVIO	22/01/18 09.33.00	22/01/18 09.33.00	0.0
22-01-2018,2997	CERVIA-MILANO MARITTIMA	22/01/18 09.39.00	22/01/18 09.39.30	0.5
22-01-2018,2997	CESENATICO	22/01/18 09.48.00	22/01/18 09.49.00	1.0
22-01-2018,2997	BELLARIA	22/01/18 09.57.00	22/01/18 09.56.30	-0.5
22-01-2018,2997	IGEA MARINA	22/01/18 10.02.00	22/01/18 10.00.30	-1.5
22-01-2018,2997	RIMINI	22/01/18 10.15.00	22/01/18 10.18.30	3.5
22-01-2018,11539	BOLOGNA C.LE	22/01/18 13.35.00	22/01/18 13.37.00	2.0
22-01-2018,11539	CASTEL S.PIETRO TERME	22/01/18 13.49.00	22/01/18 13.48.00	-1.0
22-01-2018,11539	IMOLA	22/01/18 14.00.00	22/01/18 13.55.30	-4.5
22-01-2018,11539	CASTELBOLOGNESE	22/01/18 14.08.00	22/01/18 14.07.30	-0.5
22-01-2018,11539	FAENZA	22/01/18 14.14.00	22/01/18 14.14.30	0.5
22-01-2018,11539	FORLI`	22/01/18 14.25.00	22/01/18 14.24.00	-1.0
22-01-2018,11539	CESENA	22/01/18 14.40.00	22/01/18 14.36.00	-4.0
22-01-2018,8809	MILANO CENTRALE	22/01/18 10.35.00	22/01/18 10.36.00	1.0
22-01-2018,8809	PIACENZA	22/01/18 11.18.00	22/01/18 11.14.30	-3.5
22-01-2018,8809	PARMA	22/01/18 11.44.00	22/01/18 11.43.00	-1.0
22-01-2018,8809	REGGIO EMILIA	22/01/18 11.58.00	22/01/18 11.58.00	0.0
22-01-2018,8809	MODENA	22/01/18 12.13.00	22/01/18 12.11.30	-1.5
22-01-2018,8809	BOLOGNA C.LE	22/01/18 12.38.00	22/01/18 12.38.00	0.0
22-01-2018,611	BOLOGNA C.LE	22/01/18 16.00.00	22/01/18 16.01.30	1.5
22-01-2018,611	FAENZA	22/01/18 16.23.00	22/01/18 16.25.00	2.0
22-01-2018,611	FORLI`	22/01/18 16.34.00	22/01/18 16.35.30	1.5
22-01-2018,611	CESENA	22/01/18 16.46.00	22/01/18 16.46.00	0.0
22-01-2018,611	RIMINI	22/01/18 17.08.00	22/01/18 17.04.00	-4.0
22-01-2018,611	RICCIONE	22/01/18 17.17.00	22/01/18 17.18.30	1.5
22-01-2018,611	PESARO	22/01/18 17.35.00	22/01/18 17.33.30	-1.5
22-01-2018,611	FANO	22/01/18 17.44.00	22/01/18 17.44.30	0.5
22-01-2018,611	SENIGALLIA	22/01/18 17.56.00	22/01/18 17.58.30	2.5
22-01-2018,611	ANCONA	22/01/18 18.17.00	22/01/18 18.17.30	0.5
22-01-2018,611	CIVITANOVA MARCHE	22/01/18 18.40.00	22/01/18 18.41.00	1.0
22-01-2018,611	PORTO S. GIORGIO FERMO	22/01/18 18.54.00	22/01/18 18.54.00	0.0
22-01-2018,611	S.BENEDETTO DEL TRONTO	22/01/18 19.14.00	22/01/18 19.18.30	4.5
22-01-2018,611	GIULIANOVA	22/01/18 19.29.00	22/01/18 19.36.00	7.0
22-01-2018,611	PESCARA	22/01/18 20.06.00	22/01/18 20.08.00	2.0
22-01-2018,611	VASTO S.SALVO	22/01/18 20.43.00	22/01/18 20.45.00	2.0
