data	treno	stazione	arr_prog	arr_eff	ritardo
22-01-2018,9443	VENEZIA SANTA LUCIA	22/01/18 16.25.00	22/01/18 16.27.30	2.5
22-01-2018,9443	VENEZIA MESTRE	22/01/18 16.35.00	22/01/18 16.39.30	4.5
22-01-2018,9443	PADOVA	22/01/18 16.51.00	22/01/18 16.55.30	4.5
22-01-2018,9443	BOLOGNA C.LE/AV	22/01/18 17.52.00	22/01/18 17.56.30	4.5
22-01-2018,9443	FIRENZE S.M.N.	22/01/18 18.30.00	22/01/18 18.30.30	0.5
22-01-2018,9443	ROMA TIBURTINA	22/01/18 19.58.00	22/01/18 20.15.30	17.5
22-01-2018,9443	ROMA TERMINI	22/01/18 20.10.00	22/01/18 20.23.00	13.0
22-01-2018,9521	TORINO P.NUOVA	22/01/18 09.05.00	22/01/18 09.06.00	1.0
22-01-2018,9521	TORINO PORTA SUSA	22/01/18 09.13.00	22/01/18 09.13.00	0.0
22-01-2018,9521	MILANO CENTRALE	22/01/18 10.05.00	22/01/18 10.06.30	1.5
22-01-2018,9521	BOLOGNA C.LE/AV	22/01/18 11.22.00	22/01/18 11.29.00	7.0
22-01-2018,9521	FIRENZE S.M.N.	22/01/18 11.59.00	22/01/18 12.12.00	13.0
22-01-2018,9521	ROMA TIBURTINA	22/01/18 13.28.00	22/01/18 13.41.30	13.5
22-01-2018,9521	ROMA TERMINI	22/01/18 13.40.00	22/01/18 13.52.00	12.0
22-01-2018,9521	NAPOLI AFRAGOLA	22/01/18 14.48.00	22/01/18 15.00.00	12.0
22-01-2018,9521	NAPOLI CENTRALE	22/01/18 15.03.00	22/01/18 15.17.30	14.5
22-01-2018,9521	SALERNO	22/01/18 15.52.00	22/01/18 16.02.30	10.5
22-01-2018,8451	VENEZIA SANTA LUCIA	22/01/18 17.25.00	22/01/18 17.25.30	0.5
22-01-2018,8451	VENEZIA MESTRE	22/01/18 17.35.00	22/01/18 17.38.00	3.0
22-01-2018,8451	PADOVA	22/01/18 17.51.00	22/01/18 17.57.00	6.0
22-01-2018,8451	FERRARA	22/01/18 18.23.00	22/01/18 18.32.00	9.0
22-01-2018,8451	BOLOGNA C.LE/AV	22/01/18 18.52.00	22/01/18 18.56.00	4.0
22-01-2018,8451	FIRENZE S.M.N.	22/01/18 19.30.00	22/01/18 19.31.30	1.5
22-01-2018,8413	TRIESTE CENTRALE	22/01/18 06.47.00	22/01/18 06.47.00	0.0
22-01-2018,8413	VENEZIA MESTRE	22/01/18 08.23.00	22/01/18 08.23.30	0.5
22-01-2018,8413	PADOVA	22/01/18 08.51.00	22/01/18 09.09.00	18.0
22-01-2018,8413	FERRARA	22/01/18 09.23.00	22/01/18 09.53.00	30.0
22-01-2018,8413	BOLOGNA C.LE/AV	22/01/18 09.52.00	22/01/18 10.18.30	26.5
22-01-2018,8413	FIRENZE S.M.N.	22/01/18 10.30.00	22/01/18 10.55.30	25.5
22-01-2018,8413	ROMA TERMINI	22/01/18 12.10.00	22/01/18 12.31.00	21.0
22-01-2018,9425	VENEZIA SANTA LUCIA	22/01/18 11.35.00	22/01/18 11.35.00	0.0
22-01-2018,9425	VENEZIA MESTRE	22/01/18 11.45.00	22/01/18 11.43.00	-2.0
22-01-2018,9425	PADOVA	22/01/18 12.01.00	22/01/18 12.01.00	0.0
22-01-2018,9425	BOLOGNA C.LE/AV	22/01/18 13.02.00	22/01/18 13.06.30	4.5
22-01-2018,9425	FIRENZE S.M.N.	22/01/18 13.40.00	22/01/18 13.41.00	1.0
22-01-2018,9425	ROMA TIBURTINA	22/01/18 15.08.00	22/01/18 15.11.30	3.5
22-01-2018,9425	ROMA TERMINI	22/01/18 15.20.00	22/01/18 15.20.00	0.0
22-01-2018,9503	MILANO CENTRALE	22/01/18 06.15.00	22/01/18 06.16.30	1.5
22-01-2018,9503	REGGIO EMILIA AV	22/01/18 06.59.00	22/01/18 06.57.30	-1.5
22-01-2018,9503	BOLOGNA C.LE/AV	22/01/18 07.22.00	22/01/18 07.22.30	0.5
22-01-2018,9503	FIRENZE S.M.N.	22/01/18 07.59.00	22/01/18 07.58.30	-0.5
22-01-2018,9503	AREZZO	22/01/18 08.40.00	22/01/18 08.46.00	6.0
22-01-2018,9503	ROMA TIBURTINA	22/01/18 09.43.00	22/01/18 09.54.00	11.0
22-01-2018,9503	ROMA TERMINI	22/01/18 09.55.00	22/01/18 10.02.00	7.0
22-01-2018,9503	NAPOLI CENTRALE	22/01/18 11.10.00	22/01/18 11.17.00	7.0
22-01-2018,9503	SALERNO	22/01/18 12.01.00	22/01/18 11.57.00	-4.0
22-01-2018,9569	TORINO P.NUOVA	22/01/18 13.20.00	22/01/18 13.23.00	3.0
22-01-2018,9569	TORINO PORTA SUSA	22/01/18 13.28.00	22/01/18 13.27.30	-0.5
22-01-2018,9569	MILANO PORTA GARIBALDI	22/01/18 14.15.00	22/01/18 14.14.00	-1.0
22-01-2018,9569	MILANO ROGOREDO	22/01/18 14.33.00	22/01/18 14.31.30	-1.5
22-01-2018,9569	REGGIO EMILIA AV	22/01/18 15.09.00	22/01/18 15.09.00	0.0
22-01-2018,9569	BOLOGNA C.LE/AV	22/01/18 15.37.00	22/01/18 15.37.00	0.0
22-01-2018,9569	FIRENZE S.M.N.	22/01/18 16.15.00	22/01/18 16.11.00	-4.0
22-01-2018,9569	ROMA TIBURTINA	22/01/18 17.43.00	22/01/18 17.53.00	10.0
22-01-2018,9569	NAPOLI CENTRALE	22/01/18 18.55.00	22/01/18 18.57.00	2.0
22-01-2018,9569	SALERNO	22/01/18 19.42.00	22/01/18 19.34.00	-8.0
22-01-2018,9501	MILANO CENTRALE	22/01/18 05.00.00	22/01/18 05.01.00	1.0
22-01-2018,9501	BOLOGNA C.LE/AV	22/01/18 06.02.00	22/01/18 05.59.30	-2.5
22-01-2018,9501	FIRENZE S.M.N.	22/01/18 06.41.00	22/01/18 06.40.00	-1.0
22-01-2018,9501	AREZZO	22/01/18 07.23.00	22/01/18 07.22.30	-0.5
22-01-2018,9501	ROMA TIBURTINA	22/01/18 08.24.00	22/01/18 08.31.00	7.0
22-01-2018,9501	ROMA TERMINI	22/01/18 08.35.00	22/01/18 08.40.00	5.0
22-01-2018,9501	NAPOLI CENTRALE	22/01/18 09.55.00	22/01/18 09.56.30	1.5
22-01-2018,9545	TORINO P.NUOVA	22/01/18 15.00.00	22/01/18 15.02.30	2.5
22-01-2018,9545	TORINO PORTA SUSA	22/01/18 15.08.00	22/01/18 15.10.30	2.5
22-01-2018,9545	MILANO CENTRALE	22/01/18 16.00.00	22/01/18 16.02.00	2.0
22-01-2018,9545	MILANO ROGOREDO	22/01/18 16.26.00	22/01/18 16.24.00	-2.0
22-01-2018,9545	BOLOGNA C.LE/AV	22/01/18 17.22.00	22/01/18 17.18.00	-4.0
