data	treno	stazione	arr_prog	arr_eff	ritardo
22-01-2018,20533	MANTOVA	22/01/18 11.29.00	22/01/18 11.31.00	2.0
22-01-2018,20533	BORGOCHIESANUOVA	22/01/18 11.32.30	22/01/18 11.33.00	0.5
22-01-2018,20533	LEVATA	22/01/18 11.35.30	22/01/18 11.35.30	0.0
22-01-2018,20533	ROMANORE	22/01/18 11.42.00	22/01/18 11.43.30	1.5
22-01-2018,20533	SUZZARA	22/01/18 11.51.00	22/01/18 11.52.00	1.0
22-01-2018,20533	PALIDANO	22/01/18 11.58.30	22/01/18 12.00.30	2.0
22-01-2018,20533	GONZAGA-REGGIOLO	22/01/18 12.04.00	22/01/18 12.05.00	1.0
22-01-2018,20533	VILLANOVA DI REGGIOLO	22/01/18 12.08.30	22/01/18 12.10.30	2.0
22-01-2018,20533	ROLO NOVI FABBRICO	22/01/18 12.14.00	22/01/18 12.15.30	1.5
22-01-2018,20533	CARPI	22/01/18 12.24.00	22/01/18 12.24.00	0.0
22-01-2018,20533	MODENA	22/01/18 12.40.00	22/01/18 12.38.00	-2.0
22-01-2018,20453	MANTOVA	22/01/18 05.37.00	22/01/18 05.39.30	2.5
22-01-2018,20453	MANTOVA FRASSINE	22/01/18 05.43.00	22/01/18 05.44.30	1.5
22-01-2018,20453	GAZZO DI BIGARELLO	22/01/18 05.50.00	22/01/18 05.51.00	1.0
22-01-2018,20453	CASTEL D`ARIO	22/01/18 05.58.00	22/01/18 05.57.30	-0.5
22-01-2018,20453	BONFERRARO	22/01/18 06.04.00	22/01/18 06.00.30	-3.5
22-01-2018,20453	NOGARA	22/01/18 06.13.00	22/01/18 06.10.00	-3.0
22-01-2018,20453	SANGUINETTO	22/01/18 06.21.00	22/01/18 06.20.00	-1.0
22-01-2018,20453	CEREA	22/01/18 06.26.00	22/01/18 06.28.30	2.5
22-01-2018,20453	LEGNAGO	22/01/18 06.33.00	22/01/18 06.35.30	2.5
22-01-2018,20453	BOSCHI S.ANNA	22/01/18 06.39.00	22/01/18 06.43.30	4.5
22-01-2018,20453	BEVILACQUA	22/01/18 06.43.00	22/01/18 06.46.00	3.0
22-01-2018,20453	MONTAGNANA	22/01/18 06.49.00	22/01/18 06.51.30	2.5
22-01-2018,20453	SALETTO	22/01/18 06.56.00	22/01/18 06.57.30	1.5
22-01-2018,20453	OSPEDALETTO EUGANEO	22/01/18 07.06.00	22/01/18 07.06.30	0.5
22-01-2018,20453	ESTE	22/01/18 07.12.00	22/01/18 07.11.30	-0.5
22-01-2018,20453	MONSELICE	22/01/18 07.21.00	22/01/18 07.20.00	-1.0
22-01-2018,20453	PADOVA	22/01/18 07.40.00	22/01/18 07.38.30	-1.5
22-01-2018,8523	BOLZANO	22/01/18 15.16.00	22/01/18 15.20.30	4.5
22-01-2018,8523	TRENTO	22/01/18 15.45.00	22/01/18 15.46.30	1.5
22-01-2018,8523	ROVERETO	22/01/18 16.00.00	22/01/18 16.01.30	1.5
22-01-2018,8523	VERONA PORTA NUOVA	22/01/18 16.42.00	22/01/18 16.44.00	2.0
22-01-2018,8523	BOLOGNA C.LE/AV	22/01/18 17.42.00	22/01/18 17.44.00	2.0
22-01-2018,8523	FIRENZE CAMPO MARTE	22/01/18 18.25.00	22/01/18 18.25.00	0.0
22-01-2018,8523	ROMA TERMINI	22/01/18 19.48.00	22/01/18 19.50.00	2.0
22-01-2018,20760	MANTOVA	22/01/18 17.28.00	22/01/18 17.34.00	6.0
22-01-2018,20760	S.ANTONIO MANTOVANO	22/01/18 17.34.00	22/01/18 17.38.30	4.5
22-01-2018,20760	ROVERBELLA	22/01/18 17.42.00	22/01/18 17.45.30	3.5
22-01-2018,20760	MOZZECANE	22/01/18 17.49.00	22/01/18 17.50.30	1.5
22-01-2018,20760	VILLAFRANCA DI VERONA	22/01/18 17.59.00	22/01/18 18.04.30	5.5
22-01-2018,20760	DOSSOBUONO	22/01/18 18.06.00	22/01/18 18.12.00	6.0
22-01-2018,20760	VERONA PORTA NUOVA	22/01/18 18.17.00	22/01/18 18.21.00	4.0
22-01-2018,20573	MANTOVA	22/01/18 17.29.00	22/01/18 17.30.00	1.0
22-01-2018,20573	BORGOCHIESANUOVA	22/01/18 17.32.30	22/01/18 17.32.30	0.0
22-01-2018,20573	LEVATA	22/01/18 17.35.30	22/01/18 17.34.30	-1.0
22-01-2018,20573	ROMANORE	22/01/18 17.42.00	22/01/18 17.41.30	-0.5
22-01-2018,20573	SUZZARA	22/01/18 17.51.00	22/01/18 17.50.30	-0.5
22-01-2018,20573	PALIDANO	22/01/18 17.58.30	22/01/18 18.00.30	2.0
22-01-2018,20573	GONZAGA-REGGIOLO	22/01/18 18.04.00	22/01/18 18.05.00	1.0
22-01-2018,20573	VILLANOVA DI REGGIOLO	22/01/18 18.08.30	22/01/18 18.11.00	2.5
22-01-2018,20573	ROLO NOVI FABBRICO	22/01/18 18.14.00	22/01/18 18.16.00	2.0
22-01-2018,20573	CARPI	22/01/18 18.24.00	22/01/18 18.25.30	1.5
22-01-2018,20573	MODENA	22/01/18 18.40.00	22/01/18 18.40.00	0.0
22-01-2018,20527	MANTOVA	22/01/18 09.29.00	22/01/18 09.33.30	4.5
22-01-2018,20527	BORGOCHIESANUOVA	22/01/18 09.32.30	22/01/18 09.36.00	3.5
22-01-2018,20527	LEVATA	22/01/18 09.35.30	22/01/18 09.38.30	3.0
22-01-2018,20527	ROMANORE	22/01/18 09.42.00	22/01/18 09.45.30	3.5
22-01-2018,20527	SUZZARA	22/01/18 09.51.00	22/01/18 09.54.30	3.5
22-01-2018,20527	PALIDANO	22/01/18 09.58.30	22/01/18 10.02.30	4.0
22-01-2018,20527	GONZAGA-REGGIOLO	22/01/18 10.04.00	22/01/18 10.07.00	3.0
