trainNr, delay
6511,4.66304347826087
6477,4.7893203883495135
8852,6.031034482758621
2891,5.1
3001,4.1191860465116275
11525,4.151558073654391
11569,4.068681318681319
11407,4.970559371933267
3019,4.861111111111111
2226,5.012448132780083
35774,5.8
3015,5.737804878048782
611,5.931712962962964
2222,4.4187817258883255
6425,5.275449101796408
11561,5.564971751412429
11585,3.6392857142857142
8823,7.58038348082596
6429,4.564356435643564
11423,4.168329177057356
11523,3.9080882352941178
11567,5.323529411764706
6489,4.858901515151516
3013,5.227196652719664
3011,5.229828850855748
2285,5.167023554603853
2999,4.131147540983608
3009,4.653571428571429
11539,5.350746268656717
2997,4.79957805907173
3007,4.7583798882681565
3005,4.932504440497334
2993,4.364444444444445
3003,4.725570032573291
8813,6.4282094594594605
6479,5.431159420289855
6435,5.031468531468531
11597,4.898406374501992
11575,4.16
11535,5.3055555555555545
