data	treno	stazione	arr_prog	arr_eff	ritardo
22-01-2018,6254	RIMINI	22/01/18 18.37.00	22/01/18 18.38.30	1.5
22-01-2018,6254	RIMINI VISERBA	22/01/18 18.42.00	22/01/18 18.43.00	1.0
22-01-2018,6254	RIMINI TORRE PEDRERA	22/01/18 18.46.00	22/01/18 18.47.00	1.0
22-01-2018,6254	IGEA MARINA	22/01/18 18.50.00	22/01/18 18.50.00	0.0
22-01-2018,6254	BELLARIA	22/01/18 18.54.00	22/01/18 18.54.00	0.0
22-01-2018,6254	GATTEO A MARE	22/01/18 18.58.00	22/01/18 18.59.00	1.0
22-01-2018,6254	CESENATICO	22/01/18 19.03.00	22/01/18 19.03.30	0.5
22-01-2018,6254	CERVIA-MILANO MARITTIMA	22/01/18 19.11.00	22/01/18 19.12.00	1.0
22-01-2018,6254	LIDO DI CLASSE-LIDO DI SAVIO	22/01/18 19.17.00	22/01/18 19.46.30	29.5
22-01-2018,6254	CLASSE	22/01/18 19.24.00	22/01/18 19.53.30	29.5
22-01-2018,6254	RAVENNA	22/01/18 19.29.00	22/01/18 19.57.30	28.5
22-01-2018,6254	GODO	22/01/18 19.40.00	22/01/18 20.09.00	29.0
22-01-2018,6254	RUSSI	22/01/18 19.45.00	22/01/18 20.12.30	27.5
22-01-2018,6254	BAGNACAVALLO	22/01/18 19.51.00	22/01/18 20.19.30	28.5
22-01-2018,6254	LUGO	22/01/18 19.56.00	22/01/18 20.24.00	28.0
22-01-2018,6254	SOLAROLO	22/01/18 20.05.00	22/01/18 20.30.00	25.0
22-01-2018,6254	CASTELBOLOGNESE	22/01/18 20.13.00	22/01/18 20.36.00	23.0
22-01-2018,6254	IMOLA	22/01/18 20.20.00	22/01/18 20.42.00	22.0
22-01-2018,6254	CASTEL S.PIETRO TERME	22/01/18 20.29.00	22/01/18 20.48.00	19.0
22-01-2018,6254	OZZANO DELL'EMILIA	22/01/18 20.36.00	22/01/18 20.55.30	19.5
22-01-2018,6254	S.LAZZARO DI SAVENA	22/01/18 20.43.00	22/01/18 21.00.30	17.5
22-01-2018,6254	BOLOGNA SAN VITALE	22/01/18 20.47.00	22/01/18 21.05.30	18.5
22-01-2018,6254	BOLOGNA C.LE	22/01/18 20.54.00	22/01/18 21.08.00	14.0
22-01-2018,6432	RAVENNA	22/01/18 14.09.00	22/01/18 14.11.00	2.0
22-01-2018,6432	LUGO	22/01/18 14.30.00	22/01/18 14.33.30	3.5
22-01-2018,6432	IMOLA	22/01/18 14.45.00	22/01/18 14.51.30	6.5
22-01-2018,6432	BOLOGNA C.LE	22/01/18 15.08.00	22/01/18 15.10.00	2.0
22-01-2018,8851	RAVENNA	22/01/18 06.00.00	22/01/18 06.05.00	5.0
22-01-2018,8851	RIMINI	22/01/18 06.36.00	22/01/18 06.33.30	-2.5
22-01-2018,8851	PESARO	22/01/18 06.56.00	22/01/18 06.54.30	-1.5
22-01-2018,8851	FALCONARA MARITTIMA	22/01/18 07.27.00	22/01/18 07.22.00	-5.0
22-01-2018,8851	JESI	22/01/18 07.48.00	22/01/18 07.45.30	-2.5
22-01-2018,8851	FABRIANO	22/01/18 08.19.00	22/01/18 08.26.30	7.5
