data	treno	stazione	arr_prog	arr_eff	ritardo
22-01-2018,9520	NAPOLI CENTRALE	22/01/18 09.00.00	22/01/18 09.03.00	3.0
22-01-2018,9520	ROMA TERMINI	22/01/18 10.10.00	22/01/18 10.06.00	-4.0
22-01-2018,9520	ROMA TIBURTINA	22/01/18 10.27.00	22/01/18 10.29.00	2.0
22-01-2018,9520	FIRENZE S.M.N.	22/01/18 11.51.00	22/01/18 12.01.30	10.5
22-01-2018,9520	BOLOGNA C.LE/AV	22/01/18 12.35.00	22/01/18 12.40.30	5.5
22-01-2018,9520	MILANO CENTRALE	22/01/18 13.40.00	22/01/18 13.44.30	4.5
22-01-2018,8432	FIUMICINO AEROPORTO	22/01/18 11.08.00	22/01/18 11.08.30	0.5
22-01-2018,8432	ROMA TERMINI	22/01/18 11.40.00	22/01/18 11.41.00	1.0
22-01-2018,8432	ROMA TIBURTINA	22/01/18 11.58.00	22/01/18 11.56.30	-1.5
22-01-2018,8432	FIRENZE S.M.N.	22/01/18 13.22.00	22/01/18 13.22.30	0.5
22-01-2018,8432	BOLOGNA C.LE/AV	22/01/18 14.05.00	22/01/18 14.03.00	-2.0
22-01-2018,8432	PADOVA	22/01/18 15.07.00	22/01/18 15.02.00	-5.0
22-01-2018,8432	VENEZIA MESTRE	22/01/18 15.23.00	22/01/18 15.22.30	-0.5
22-01-2018,8432	VENEZIA SANTA LUCIA	22/01/18 15.35.00	22/01/18 15.38.30	3.5
22-01-2018,9540	NAPOLI CENTRALE	22/01/18 14.00.00	22/01/18 14.03.00	3.0
22-01-2018,9540	ROMA TERMINI	22/01/18 15.10.00	22/01/18 15.13.00	3.0
22-01-2018,9540	ROMA TIBURTINA	22/01/18 15.27.00	22/01/18 15.36.30	9.5
22-01-2018,9540	FIRENZE S.M.N.	22/01/18 16.51.00	22/01/18 17.01.30	10.5
22-01-2018,9540	BOLOGNA C.LE/AV	22/01/18 17.35.00	22/01/18 17.43.00	8.0
22-01-2018,9540	MILANO CENTRALE	22/01/18 18.42.00	22/01/18 18.50.00	8.0
22-01-2018,9540	TORINO PORTA SUSA	22/01/18 19.48.00	22/01/18 19.48.00	0.0
22-01-2018,9540	TORINO P.NUOVA	22/01/18 20.00.00	22/01/18 20.03.00	3.0
22-01-2018,9562	NAPOLI CENTRALE	22/01/18 19.00.00	22/01/18 19.01.30	1.5
22-01-2018,9562	ROMA TERMINI	22/01/18 20.10.00	22/01/18 20.00.00	-10.0
22-01-2018,9562	ROMA TIBURTINA	22/01/18 20.27.00	22/01/18 20.26.30	-0.5
22-01-2018,9502	FIRENZE S.M.N.	22/01/18 07.30.00	22/01/18 07.31.30	1.5
22-01-2018,9502	BOLOGNA C.LE/AV	22/01/18 08.05.00	22/01/18 08.08.30	3.5
22-01-2018,9502	MILANO CENTRALE	22/01/18 09.10.00	22/01/18 09.14.30	4.5
22-01-2018,9500	AREZZO	22/01/18 06.04.00	22/01/18 06.06.00	2.0
22-01-2018,9500	FIRENZE S.M.N.	22/01/18 06.34.00	22/01/18 06.36.30	2.5
22-01-2018,9500	BOLOGNA C.LE/AV	22/01/18 07.18.00	22/01/18 07.18.00	0.0
22-01-2018,9500	REGGIO EMILIA AV	22/01/18 07.40.00	22/01/18 07.43.00	3.0
22-01-2018,9500	MILANO CENTRALE	22/01/18 08.30.00	22/01/18 08.37.30	7.5
22-01-2018,9500	TORINO PORTA SUSA	22/01/18 09.44.00	22/01/18 09.47.00	3.0
22-01-2018,9500	TORINO P.NUOVA	22/01/18 09.55.00	22/01/18 09.59.30	4.5
22-01-2018,9566	ROMA TERMINI	22/01/18 07.05.00	22/01/18 07.05.00	0.0
22-01-2018,9566	ROMA TIBURTINA	22/01/18 07.13.00	22/01/18 07.10.00	-3.0
22-01-2018,9566	FIRENZE S.M.N.	22/01/18 08.36.00	22/01/18 08.47.00	11.0
22-01-2018,9566	BOLOGNA C.LE/AV	22/01/18 09.20.00	22/01/18 09.25.30	5.5
22-01-2018,9566	REGGIO EMILIA AV	22/01/18 09.42.00	22/01/18 09.49.00	7.0
22-01-2018,9566	MILANO ROGOREDO	22/01/18 10.22.00	22/01/18 10.26.00	4.0
22-01-2018,9566	MILANO PORTA GARIBALDI	22/01/18 10.42.00	22/01/18 10.40.00	-2.0
22-01-2018,9566	TORINO PORTA SUSA	22/01/18 11.30.00	22/01/18 11.29.30	-0.5
22-01-2018,9566	TORINO P.NUOVA	22/01/18 11.40.00	22/01/18 11.38.30	-1.5
22-01-2018,9544	NAPOLI CENTRALE	22/01/18 15.00.00	22/01/18 15.01.00	1.0
22-01-2018,9544	ROMA TERMINI	22/01/18 16.10.00	22/01/18 16.02.00	-8.0
22-01-2018,9544	ROMA TIBURTINA	22/01/18 16.27.00	22/01/18 16.28.00	1.0
22-01-2018,9544	FIRENZE S.M.N.	22/01/18 17.51.00	22/01/18 17.54.00	3.0
22-01-2018,9544	BOLOGNA C.LE/AV	22/01/18 18.35.00	22/01/18 18.37.30	2.5
22-01-2018,9544	MILANO CENTRALE	22/01/18 19.40.00	22/01/18 19.42.30	2.5
22-01-2018,8434	ROMA TERMINI	22/01/18 12.50.00	22/01/18 12.50.00	0.0
22-01-2018,8434	ROMA TIBURTINA	22/01/18 12.58.00	22/01/18 12.56.30	-1.5
22-01-2018,8434	FIRENZE S.M.N.	22/01/18 14.22.00	22/01/18 14.22.30	0.5
22-01-2018,8434	BOLOGNA C.LE/AV	22/01/18 15.05.00	22/01/18 15.03.30	-1.5
22-01-2018,8434	PADOVA	22/01/18 16.07.00	22/01/18 16.07.30	0.5
22-01-2018,8434	VENEZIA MESTRE	22/01/18 16.23.00	22/01/18 16.24.30	1.5
22-01-2018,8434	VENEZIA SANTA LUCIA	22/01/18 16.35.00	22/01/18 16.35.30	0.5
22-01-2018,9446	NAPOLI CENTRALE	22/01/18 16.30.00	22/01/18 16.35.00	5.0
22-01-2018,9446	ROMA TERMINI	22/01/18 17.40.00	22/01/18 17.40.00	0.0
22-01-2018,9446	ROMA TIBURTINA	22/01/18 17.58.00	22/01/18 17.59.30	1.5
22-01-2018,9446	FIRENZE S.M.N.	22/01/18 19.22.00	22/01/18 19.29.00	7.0
22-01-2018,9446	BOLOGNA C.LE/AV	22/01/18 20.05.00	22/01/18 20.10.30	5.5
22-01-2018,3044	FIRENZE S.M.N.	22/01/18 07.10.00	22/01/18 07.14.30	4.5
22-01-2018,3044	FIRENZE RIFREDI	22/01/18 07.15.00	22/01/18 07.18.30	3.5
22-01-2018,3044	SESTO FIORENTINO	22/01/18 07.21.00	22/01/18 07.23.00	2.0
22-01-2018,3044	PRATO CENTRALE	22/01/18 07.27.00	22/01/18 07.30.00	3.0
22-01-2018,3044	PRATO PORTA AL SERRAGLIO	22/01/18 07.32.00	22/01/18 07.34.30	2.5
22-01-2018,3044	PISTOIA	22/01/18 07.44.00	22/01/18 07.45.00	1.0
22-01-2018,3044	MONTECATINI TERME	22/01/18 07.58.00	22/01/18 07.59.00	1.0
22-01-2018,3044	MONTECATINI CENTRO	22/01/18 08.00.00	22/01/18 08.05.30	5.5
22-01-2018,3044	PESCIA	22/01/18 08.08.00	22/01/18 08.10.30	2.5
22-01-2018,3044	ALTOPASCIO	22/01/18 08.16.00	22/01/18 08.21.00	5.0
22-01-2018,3044	LUCCA	22/01/18 08.29.00	22/01/18 08.31.30	2.5
22-01-2018,3044	VIAREGGIO	22/01/18 08.50.00	22/01/18 08.50.00	0.0
22-01-2018,9560	ROMA TERMINI	22/01/18 19.35.00	22/01/18 19.42.00	7.0
22-01-2018,9560	ROMA TIBURTINA	22/01/18 19.43.00	22/01/18 19.49.30	6.5
22-01-2018,9580	ROMA TERMINI	22/01/18 18.05.00	22/01/18 18.08.00	3.0
22-01-2018,9580	ROMA TIBURTINA	22/01/18 18.13.00	22/01/18 18.15.00	2.0
22-01-2018,9580	FIRENZE S.M.N.	22/01/18 19.36.00	22/01/18 19.46.00	10.0
22-01-2018,9580	BOLOGNA C.LE/AV	22/01/18 20.20.00	22/01/18 20.27.00	7.0
22-01-2018,11626	PRATO CENTRALE	22/01/18 06.15.00	22/01/18 06.16.00	1.0
22-01-2018,11626	VAIANO	22/01/18 06.22.00	22/01/18 06.24.00	2.0
22-01-2018,11626	VERNIO MONTEPIANO CANTAGALLO	22/01/18 06.30.00	22/01/18 06.31.00	1.0
22-01-2018,11626	SAN BENEDETTO SAMBRO-CAST.PEPOLI	22/01/18 06.41.00	22/01/18 06.41.30	0.5
22-01-2018,11626	GRIZZANA	22/01/18 06.46.00	22/01/18 06.47.00	1.0
22-01-2018,11626	MONZUNO	22/01/18 06.53.00	22/01/18 06.54.30	1.5
22-01-2018,11626	PIANORO	22/01/18 07.01.00	22/01/18 07.01.00	0.0
22-01-2018,6600	FIRENZE S.M.N.	22/01/18 05.41.00	22/01/18 05.43.00	2.0
22-01-2018,6600	FIRENZE RIFREDI	22/01/18 05.46.00	22/01/18 05.47.30	1.5
22-01-2018,6600	FIRENZE CASTELLO	22/01/18 05.50.00	22/01/18 05.51.00	1.0
22-01-2018,6600	ZAMBRA	22/01/18 05.53.00	22/01/18 05.53.30	0.5
22-01-2018,6600	SESTO FIORENTINO	22/01/18 05.56.00	22/01/18 05.55.30	-0.5
22-01-2018,6600	IL NETO	22/01/18 05.59.00	22/01/18 06.01.00	2.0
22-01-2018,6600	PRATIGNONE	22/01/18 06.03.00	22/01/18 06.05.00	2.0
22-01-2018,6600	CALENZANO	22/01/18 06.06.00	22/01/18 06.08.00	2.0
22-01-2018,6600	PRATO CENTRALE	22/01/18 06.10.00	22/01/18 06.10.00	0.0
22-01-2018,6600	PRATO PORTA AL SERRAGLIO	22/01/18 06.13.00	22/01/18 06.14.00	1.0
22-01-2018,6600	PRATO BORGONUOVO	22/01/18 06.17.00	22/01/18 06.18.00	1.0
22-01-2018,6600	MONTALE AGLIANA	22/01/18 06.22.00	22/01/18 06.21.30	-0.5
22-01-2018,6600	PISTOIA	22/01/18 06.31.00	22/01/18 06.31.00	0.0
22-01-2018,9518	NAPOLI CENTRALE	22/01/18 08.00.00	22/01/18 08.04.30	4.5
22-01-2018,9518	ROMA TERMINI	22/01/18 09.07.00	22/01/18 09.10.00	3.0
22-01-2018,9518	ROMA TIBURTINA	22/01/18 09.27.00	22/01/18 09.30.30	3.5
22-01-2018,9518	FIRENZE S.M.N.	22/01/18 10.51.00	22/01/18 10.59.00	8.0
