Giorno,11400,11414,11418,11526,11536,2064,2068,2130,2134,2136,2276,2278,2280,2282,2284,2286,2288,2882,2902,2906,2986,590,596,604,612,752,8802,8804,8806,8810,8814,8818,8822,8824,8826,8830,9560
01-01-2018,5.5,-0.5,0.0,0.5,2.5,-1.0,2.0,-1.0,0.0,1.0,-1.5,1.5,0.5,-1.0,13.5,5.0,2.0,16.5,10.0,0.5,0.5,1.0,1.0,3.5,4.0,47.0,4.0,1.0
01-10-2017,1.0,0.5,0.5,2.0,0.0,1.5,5.5,1.0,4.0,1.5,1.0,4.0,2.0,4.5,2.0,7.5,3.5,0.5,2.5,1.0,3.5,3.0,0.0,10.0,8.5,11.0,6.5
01-11-2017,-0.5,0.5,-0.5,2.5,-1.0,-1.0,4.0,8.5,6.5,4.5,-4.5,0.5,3.5,10.0,0.5,0.0,0.5,3.0,-0.5,1.0,2.5,8.0,0.0
01-12-2016,7.0,-0.5,1.0,4.5,3.0,6.5
01-12-2017,5.5,1.0,1.5,1.0,1.5,0.5,4.5,25.0,12.0,7.5,1.5,-2.5,5.5,4.5,53.5,36.0,17.0,4.5,6.0,1.5,4.5,6.5,67.0,21.0
02-01-2017,2.5,1.5,1.5,1.5,-2.0
02-01-2018,-1.0,6.5,-0.5,9.0,0.0,0.0,0.0,0.5,7.0,1.5,7.0,2.0,1.0,-2.5,2.5,10.5,0.0,3.5,3.0,1.5,9.0,0.0,0.0,6.5,2.0,18.0,0.5,2.0
02-03-2017,4.5,1.0,2.0,4.0,0.0,2.5,0.0
02-10-2017,1.0,1.5,6.5,1.5,15.0,0.0,-1.0,2.0,-0.5,1.0,2.5,50.0,-5.5,8.0,5.5,12.0,3.0,15.5,10.0,11.5,4.5,14.0,9.0,10.5,7.0
02-11-2017,-1.0,3.0,1.5,0.5,3.0,1.0,3.5,12.5,-1.5,5.5,2.0,-7.0,-1.5,15.5,0.0,3.5,6.0,12.5,-0.5,2.0,7.5,10.5
02-12-2016,7.0,3.5,0.5,-0.5,1.5,3.0,3.0
02-12-2017,-0.5,3.0,1.5,32.0,6.0,1.0
03-01-2017,2.5,4.0,59.0,1.0,-1.5
