Giorno,11409,11421,11535,11545,11547,2069,2123,2125,2127,2131,2133,2137,2271,2275,2277,2278,2279,2281,2282,2283,2285,2287,2885,2891,2899,2913,2921,2929,583,597,599,605,613,6253,6265,6485,8803,8807,8809,8811,8813,8815,8823,8829
09-01-2018,1.0,-3.0,-1.0,1.0,12.5,-4.0,-4.0,-1.5,-4.5,28.0,-8.5,-5.5,3.0,-4.0,0.5,3.0,30.0,0.0,2.0,3.0,9.5,0.0,35.5,-5.5,10.5,0.5,6.0,3.0,5.0,-2.5,2.0,6.5,-5.0,3.5,22.0,7.5
09-03-2017,2.5,5.0,3.0,1.0,2.5,2.5,-7.5,-1.5,-7.0,1.5,-3.5,-0.5,2.5,5.0,0.5
09-10-2017,0.0,-2.0,-1.0,-2.5,2.5,12.0,1.0,4.0,-3.0,-4.0,6.0,-5.0,2.0,5.5,-3.5,3.5,31.0,3.5,-3.5,-4.5,-0.5,-3.5,0.5,16.5,1.5,-3.5,0.0,2.5,-3.5,4.5,1.5,4.5,0.5
09-11-2017,
09-12-2016,1.0
09-12-2017,0.0,3.0,-1.0,-1.5,-3.5,6.0,4.0,3.0,3.0,-3.0,-7.0,3.0,2.5,1.5,-4.5,-1.0,2.0,1.5,-2.0,2.5,3.5,-3.0,-5.5,3.5,2.0,4.5,-3.0,-3.0,-4.0,5.5,13.0,5.0,11.0,8.5,0.0,1.0
10-01-2017,-3.0,-3.0,0.5,-3.0
10-01-2018,
10-03-2017,-1.5,0.0,2.0,2.5,-0.5,-4.5,-3.5,16.0,-2.0,4.0,13.5,3.5,2.0,2.0,-1.5
10-10-2017,3.5,2.0,8.5,-6.0,3.0,-2.5,1.5,2.5,3.0,3.0,-7.5,0.5,3.0,-6.0,8.0,1.5,3.0,2.0,0.5,-6.0,-4.0,4.0,0.0,-2.0,0.5,-3.0,6.0,0.5,4.0,0.5,-2.5,3.5,1.5
10-12-2017,4.5,-2.5,-3.5,6.0,0.0,5.0,-2.5,0.0,7.0,2.0,-2.5,2.0,8.5,5.5,1.5,5.5,-2.0,3.0,-1.0,-3.0,-3.0,3.5,-6.0,9.0,-2.5,1.5,13.5,15.5,1.0,5.5,17.5,1.0
11-01-2017,2.0,1.5,0.0,-1.0,-3.0,2.5,-6.5,-5.0,-3.5,1.5,-2.5,-2.5,6.0,0.0
11-03-2017,-6.0,12.0,1.5,1.5,4.5,8.0,-7.5,-1.5,-5.0,1.5,0.5,-2.5,1.5,2.5,2.0
11-10-2017,-2.5,3.0,-1.0,-3.0,0.0,1.5,4.0,3.5,-3.0,-1.5,-7.0,-7.0,2.5,-1.5,-2.5,8.0,1.5,-1.5,-2.5,-2.5,1.0,2.5,4.5,0.5,-1.5,0.0,-4.0,5.5,-4.0,-3.5,-2.0,-2.5,11.5
11-12-2017,3.5,0.5,-0.5,3.5,1.5,-2.0,3.0,2.0,13.0,3.0,0.5,16.0,3.5,-2.0,1.5,5.0,-4.0,38.0,3.0,-3.5,4.5,1.5,8.5,2.5,-2.0,2.5,2.0,17.0,-1.0,3.5,4.5,18.5,13.5
12-01-2017,5.5,-2.5,-4.0,5.5,2.0,1.5,11.5,-2.0
12-03-2017,-6.5,0.5,0.5,-3.0,-2.5,14.0,8.5,-3.5,1.5,-3.0,0.0,-4.5
12-10-2017,1.0,7.5
12-12-2016,-1.5,0.0,-3.5,4.0,5.0,4.5,-2.0,5.0,0.5
12-12-2017,17.0,2.5,-3.5,17.5,3.5,4.0,9.5,10.0,-0.5,12.5,-2.5,-7.5,-4.5,1.5,0.0,-3.5,1.5,-1.0,-2.0,9.5,15.0,-4.0,0.5,23.5,-1.5,7.5,31.0,4.0,6.5,2.5,1.0,39.0,8.5,18.0,10.0,10.5,31.5,12.0
13-01-2017,-2.5,2.0,12.0,12.0,-3.5,2.0
13-03-2017,-2.0,7.5,-1.5,-0.5,0.5,-1.5,-4.5,-5.5,-5.5,2.0,1.5,5.5,2.5,4.0,-4.5
13-10-2017,22.5,3.5,-2.5,3.5,2.0,-3.5,0.5,-0.5,18.5,-4.0,-7.0,1.0,4.0,-5.0,29.0,3.0,5.0,4.5,-1.5,-2.5,10.0,-2.5,0.0,3.0,2.0,-0.5,-2.5,-4.0,2.5,33.5,24.0,2.5,-2.5,-2.5,14.5
13-11-2017,22.0,8.5,28.5,6.0,5.0,83.0,7.0,50.0,2.0,-5.5,67.5,2.0,1.5,0.0,84.0,1.0,5.0,13.0,1.5,11.0,29.5,1.0,7.5,0.0,0.5,-1.0,8.0,24.5,91.5,44.0,26.5,5.0,20.0
13-12-2016,14.0,-1.0,14.0,-4.5,2.5,15.0,22.5,5.0
13-12-2017,-1.0,2.0,2.0,-1.5,-0.5,-3.0,-4.0,-1.5,11.0,4.0,2.5,-4.5,3.5,1.5,-4.0,1.5,2.5,2.0,-2.0,2.5,5.5,0.0,-1.0,-1.5,0.0,8.0,2.0,3.0,-3.0,-4.0,5.0,13.0,2.0,15.5,7.0,0.5,7.5,14.0
14-01-2017,-4.5,-2.0,0.0,1.5,-0.5,-2.5,8.0,-5.5,16.5,-3.0,4.5
14-03-2017,12.5,4.5,0.5,1.0,-1.0,7.5,10.0,-1.0,-4.5,7.5,0.0,2.5,2.5,0.0,0.0
14-10-2017,6.0,-3.5,0.0,12.0,1.0,2.5,-2.0,-1.5,0.5,-4.5,-7.0,-0.5,2.0,2.5,-1.5,13.0,2.0,-1.5,-2.5,-2.0,2.0,0.5,2.0,15.0,-5.0,-2.0,19.5,-3.0,5.0,5.0,-1.0,6.5,-4.5,-2.0,-2.0,-4.0,-2.5
14-11-2017,-0.5,2.5,2.5,2.5,-0.5
14-12-2016,-1.0,-5.5,1.5,4.0,1.5,7.0
14-12-2017,
15-01-2018,-0.5,2.0,0.0,-1.5,0.5,5.0,-3.0,2.5,2.5,-1.5,-4.0,-8.0,2.5,-2.0,-3.0,2.0,1.5,2.5,-3.0,-4.0,-1.0,-4.0,-3.0,-6.0,-3.5,-3.0,1.0,1.0,4.5,31.5,44.0,6.5,-1.5,-4.0,4.5
15-03-2017,4.0,-1.5,0.0,3.0,-4.0,-1.5,-8.0,8.5,0.5,2.5,-1.5,0.5,2.5,-0.5,-4.0
15-10-2017,-4.5,-3.0,-1.5,-2.0,-3.5,-3.0,-2.0,-1.0,9.5,-8.0,-4.0,13.0,2.0,-3.0,-5.5,3.0,23.0,0.0,-3.0,-1.0,-4.0,-2.0,16.0,0.0,-8.0,-2.0,-2.5,0.0,-3.0,-5.0,5.5,-4.0,-4.0,-2.5
15-11-2017,8.0,0.0,7.5,2.5,-1.0,0.0,5.5,-4.0,0.5,5.0,3.0,-4.0,3.0,1.5,4.0,-1.0,2.0,10.5,5.0,10.5,-0.5,1.0,12.5,9.0,3.0,11.5,5.5,-1.0,-0.5,6.5,3.5,11.5,2.0,5.0,4.0,9.0
15-12-2016,6.0,1.5,2.0,0.0,5.0,1.5,1.0,-5.0,5.5,1.5,4.0,1.5,-1.0,0.5,2.0
15-12-2017,3.5,2.0,3.5,-3.0,3.0,11.0,-2.0,-1.5,2.0,-3.0,2.0,5.0,5.0,2.0,-4.0,-1.0,1.0,3.5,1.0,3.5,6.5,-0.5,10.5,2.5,7.0,3.5,5.5,-2.5,3.5,8.0,9.0,32.0,-3.5,14.5,-2.5,2.0,13.0
16-01-2017,0.5,-7.0,-1.0,-4.0,-4.0
16-01-2018,1.0,-4.0,-3.0,5.5,-6.0,1.5,3.0,4.5,2.5,7.5,-2.5,-2.5,10.5,3.0,15.5,-1.5
16-03-2017,3.0,-3.0,3.5,0.5,-4.0,-1.0,-2.5,-6.0,-5.5,1.0,6.0,-3.0,2.5,-2.0,0.0
16-10-2017,-4.0,5.0,0.5,8.0,3.5,-0.5,0.5,2.5,-2.5,-3.5,5.5,-7.5,0.5,1.5,-5.5,-5.5,3.0,5.5,-0.5,-1.0,-3.0,-3.0,2.0,27.5,4.0,-1.5,-2.5,26.0,-1.5,5.5,8.0,-1.0,-4.5,-3.0,-3.0,16.5
16-11-2017,4.5,3.5,25.0,5.5,-2.5,3.5,-1.0,1.0,8.0,6.5,1.0,-7.5,63.0,1.5,48.0,10.5,8.5,-1.5,3.0,8.5,10.0,0.0,15.0,-3.0,-1.5,4.5,1.5,0.0,2.0,3.0,22.5,8.5,-2.0,26.0,45.5,10.0
16-12-2016,0.0,4.5,4.5,-3.5,4.0,5.0,6.0,0.0,-1.0,1.0
16-12-2017,-1.0,-5.0,6.0,-4.0,-1.0,1.5,-1.5,-0.5,3.0,-4.0,-7.0,5.5,-4.0,1.5,0.0,-4.5,2.0,1.0,-3.0,2.0,-4.0,6.5,5.0,1.5,-0.5,13.5,-0.5,-4.0,-3.0,-4.0,7.5,20.0,2.5,2.5,9.5,0.5,3.0
17-02-2017,-4.5,-0.5,2.0,-3.0,-3.5,1.5,-7.5,-3.5,-2.5,5.0,8.5,-2.5,-4.0,2.5,-4.0
17-03-2017,1.5,-0.5,2.5,-2.5,4.5,-2.5,-7.5,-2.0,-6.0,1.5,-3.5,-2.0,0.0,-2.0,1.5
17-10-2017,-1.5,-0.5,-1.5,-1.0,0.5,14.0,-3.5,0.0,-4.0,1.0,-2.5,-7.0,-2.0,1.5,-1.0,-5.5,5.0,-3.0,3.5,1.0,12.0,1.0,-0.5,2.0,-3.5,2.0,0.0,1.5,-1.0,-2.0,0.0,0.5,-5.5,6.0,-2.0,0.5,-3.5
17-11-2017,1.0,1.5,0.0,19.0,11.5,1.0,1.5,4.0,-1.5,1.0,7.0,-3.5,4.0,4.0,-4.5,0.5,3.0,9.5,3.5,-3.0,-2.0,0.5,25.0,12.5,-4.5,14.0,0.5,-2.5,3.0,3.0,21.0,2.5,11.5,0.0,0.5,8.5
17-12-2016,-0.5,9.0,2.0,1.5,-0.5
17-12-2017,-1.0,-2.0,-2.5,-2.0,-4.0,1.5,-6.0,-2.0,4.5,-7.0,3.0,2.0,1.0,-0.5,-2.0,1.0,3.0,-3.5,-1.5,-1.5,24.5,-3.0,-5.0,7.0,2.5,3.5,-4.0,12.5,19.0,-5.0,6.0,0.0,1.0,0.5,0.0
18-02-2017,1.0,-2.5,-0.5,1.5,-1.5,-2.0,4.5,-6.0,-2.0,2.0,-4.0,1.0,-5.0,-1.5,-3.5
18-03-2017,-5.0,-1.5,1.0,-3.0,0.5,120.0,1.5,1.0,-3.5,3.5,-2.5,-5.0
18-10-2017,8.0,-0.5,9.0,-3.0,4.0,3.0,0.0,1.0,1.0,4.0,-2.0,-6.5,-5.0,2.5,-3.0,14.5,2.5,2.0,-1.0,1.0,-1.5,-3.5,-5.5,2.5,-1.5,-4.0,23.5,0.0,-1.0,-2.5,3.5,4.0,10.5,6.0,-2.5,-2.0,8.0
18-11-2017,-4.5,0.0,-2.0,0.0,2.0,1.0,1.0,1.0,6.5,3.5,-3.5,7.0,2.0,2.0,-4.0,0.0,1.5,10.0,-2.0,-2.0,-1.5,0.5,2.0,5.5,1.5,7.5,-5.0,-3.0,-1.5,7.5,2.5,-1.0,15.5,1.0,-3.5,13.5
18-12-2017,0.5,1.5,0.0,-2.0,3.0,8.0,-1.5,-3.0,-5.0,3.0,12.0,-7.0,72.5,2.5,-5.5,-5.5,2.0,-3.0,2.5,2.5,1.0,-2.0,40.5,1.0,18.5,12.0,7.5,-2.5,1.0,-1.5,22.0,12.5,18.0,14.0,-5.0,0.0,1.5
19-02-2017,-2.0,-1.0,-2.5,-2.5,2.0,2.5,-2.5,-4.5,2.0,-4.0,0.5,4.5
19-03-2017,-8.0,-3.0,-3.5,-3.0,-3.5,-8.5,7.5,-4.0,1.5,-2.0,4.0,-2.5
19-10-2017,0.0,0.0,13.5,-2.0,1.0,0.5,28.0,-3.0,-1.0,-2.0,5.5,8.5,-2.0,1.5,0.0,1.0,5.0,-3.0,-3.0,2.0,13.0,-4.0,-6.5,-0.5,-3.0,2.5,-0.5,-0.5,1.5,-4.0,6.5,10.0,8.5,1.0,2.5,1.5,0.0
19-11-2017,9.0,7.5,30.5,2.5,0.0,1.5,-1.5,5.0,-3.5,-3.5,9.5,-2.0,1.0,-1.0,13.5,1.5,7.5,-2.5,-5.0,2.5,-3.0,-1.0,2.5,36.0,-3.0,-1.0,15.5,6.5,4.0,4.5,4.5,16.0
19-12-2016,1.5,-6.0,-4.5,1.5,0.0,4.0
19-12-2017,5.0,9.5,1.5,-4.0,3.5,24.5,4.5,-1.0,-2.0,2.0,-0.5,47.5,0.0,4.0,-5.5,8.0,2.0,4.5,-1.5,21.0,28.0,-2.0,22.0,-3.5,5.5,7.5,5.5,24.0,1.0,7.0,18.0,14.5,11.0,5.0,10.5,3.0,3.5
20-02-2017,-5.0,-0.5,0.5,-2.5,-0.5,12.0,-8.0,-0.5,-2.5,1.5,3.0,5.5,-2.5,-0.5,-3.5
20-03-2017,-6.0,-3.0,7.5,2.5,-4.0,-2.0,-2.5,-5.5,-5.0,2.0,5.5,3.0,1.0,-2.0,-2.0
20-10-2017,4.0,-2.0,-2.5,5.0,-3.5,-4.0,-4.0,28.5,-1.5,-1.0,-1.0,-5.0,3.0,-3.5,-5.5,3.0,-1.0,-2.0,-1.0,7.0,-3.0,-3.5,-4.5,-1.5,-0.5,-1.5,1.0,-1.0,-1.5,0.0,1.0,1.5,3.0,-4.0,-2.0,7.5
20-11-2017,5.0,4.5,-2.0,-0.5,6.0,-1.0,-2.5,10.5,1.0,7.0,5.0,4.0,14.0,3.5,2.5,2.5,2.0,7.5,1.0,6.5,5.0,2.5,5.0,8.5,3.0,8.5,7.5,1.0,-2.5,0.5,13.0,19.5,6.0,9.5,4.0,4.5,8.5,6.5
20-12-2016,1.5,0.0,3.0,0.0,0.5
20-12-2017,3.0,0.0,-2.5,2.0,1.5,2.5,-4.5,2.0,-4.5,0.0,1.0,-6.0,-2.0,3.5,1.5,-3.0,3.5,12.0,2.5,-1.5,0.5,-6.0,-4.0,9.5,2.0,1.5,-0.5,-2.5,-3.5,10.0,9.0,24.0,5.0,-2.5,11.0,20.5,10.5
21-02-2017,7.0,0.0,0.0,1.5,4.5,4.0,-6.5,-6.0,20.0,1.5,-1.0,2.5,-4.0,0.5,0.5
21-03-2017,4.5,-7.5,1.5,1.5,2.0,-4.0
21-10-2017,-5.5,2.5,-1.5,-4.5,-0.5,-0.5,-2.5,0.5,-4.0,-7.5,-5.0,-6.0,1.5,-5.0,-6.0,2.0,1.0,-4.5,-2.5,-3.0,-1.5,-4.5,-1.0,-3.5,0.5,-2.5,-5.0,-2.0,-2.5,5.0,4.0,-0.5,-3.0,-2.5,-5.0,-1.5
21-11-2017,-2.5,2.0,7.5,0.0,1.0,0.5,2.0,-1.5,-0.5,3.0,9.0,5.5,3.5,1.0,-5.5,2.0,3.0,9.0,12.5,-3.0,-1.0,18.5,3.5,-1.5,1.5,6.5,3.5,3.5,2.0,1.0,-1.0,7.0,8.5,3.0,19.0,1.0,3.5,15.0,7.5
21-12-2016,3.0,2.5,5.0,-3.5
