Giorno,11409,11421,11535,11545,11547,2069,2123,2125,2127,2131,2133,2137,2271,2275,2277,2278,2279,2281,2282,2283,2285,2287,2885,2891,2899,2913,2921,2929,583,597,599,605,613,6253,6265,6485,8803,8807,8809,8811,8813,8815,8823,8829
01-01-2018,-5.5,4.0,-4.5,-1.5,-5.0,-1.0,-4.5,-5.0,-4.0,-5.5,-5.0,11.0,1.0,-6.5,-3.0,3.5,-3.5,-4.5,-3.5,0.0,-2.5,0.5,-6.0,-7.0,-3.5,-8.5,1.0,-3.5,-1.5,-2.0,0.0,-2.5,-4.5,-3.5,2.5,1.0
01-03-2017,-2.0,3.5,2.5,-0.5,-1.5,-3.5,5.0,-0.5,-0.5,3.0,2.5,-0.5,9.5,4.5,-0.5
01-10-2017,-6.0,-1.0,-1.0,-4.0,-3.5,1.5,0.5,4.5,4.0,-1.5,2.0,-3.5,-1.0,-4.0,15.0,-0.5,-1.5,4.0
01-11-2017,-2.5,0.0,-3.5,-1.0,-3.0,2.5,-3.5,-4.0,-7.5,-6.0,1.5,1.5,-5.0,-3.5,1.0,-4.0,-3.5,-2.5,-2.0,-2.5,-5.5,-7.0,-9.5,-0.5,-2.0,-3.5,-3.5,-4.5,-1.5,-5.0,-5.5,0.0
01-12-2016,0.0,3.0,-0.5,1.5,4.5,-4.0,2.5,-4.0,-3.5,8.0,1.5,3.0,4.0,2.0,-2.0,1.0,0.5
01-12-2017,6.5,1.5,2.0,-1.0,2.0,7.0,3.5,1.5,4.5,2.5,10.5,1.0,-2.0,1.5,8.0,-3.5,4.0,13.0,2.5,11.5,7.5,-2.0,-2.5,14.0,4.5,2.0,8.0,0.0,-3.0,13.0,1.5,10.0,10.5,8.5,7.0,21.0
02-01-2017,-4.5,-2.0,2.0,-6.0,-5.5,-0.5,1.5,2.0,-3.0,-1.0,0.0
02-01-2018,-3.0,-1.0,-4.0,-5.0,-3.0,-3.5,-6.0,-3.5,-1.0,-4.0,7.0,-8.0,-2.5,3.0,-6.0,-3.0,11.0,-4.0,1.0,-3.5,-0.5,-4.5,-4.0,-6.5,-5.0,-4.0,-6.5,2.5,-3.5,-2.5,-3.5,-2.5,-2.0,22.5,5.0,-4.5,2.0,-0.5,6.0
02-03-2017,3.0,9.0,4.0,-1.5,-2.5,0.5,-4.0,-4.0,0.0,2.5,4.5,-0.5,0.0,4.0,-2.0
02-10-2017,0.5,-2.0,-3.0,-1.0,5.5,11.0,-2.0,0.0,1.0,3.5,-3.0,-6.5,5.5,4.5,24.0,2.5,3.0,-3.0,-3.5,10.0,2.5,4.0,3.5,4.5,-2.0,-3.5,-1.0,-0.5,-6.5,-0.5,-3.0,-2.0,0.0,-0.5,10.5,13.5,18.0,15.0,2.5,2.0,8.5
02-11-2017,6.0,2.5,-1.5,2.0,-2.0,-1.0,-1.0,3.5,1.5,-4.5,16.0,3.0,-2.5,-6.0,1.5,-1.0,6.5,-1.5,-0.5,-5.0,-3.0,-5.0,-6.0,-1.5,-4.5,-0.5,-2.0,2.0,23.0,0.5,3.0,-3.5,-5.5,4.5
02-12-2016,-0.5,4.5,-1.5,-5.0,2.5,6.0,-4.0,0.0,1.5
02-12-2017,0.0,-1.0,2.0,-4.0
03-01-2017,-2.5,-2.5,-8.0,-6.0,1.5,30.0,-1.5,-4.0,-1.5
03-01-2018,1.5,-2.5,-4.0,-0.5,-2.0,-4.5,-2.0,-2.5,-4.5,-3.5,-1.5,-8.0,-3.0,1.5,-6.0,0.0,2.0,2.0,-2.0,1.5,-3.0,-6.0,-6.5,-3.5,-1.0,-2.0,-2.5,-1.0,-1.0,-4.0,-4.0,0.5,-3.0,10.5,-4.5,-0.5,10.5,4.5
03-03-2017,12.0,0.0,3.0,-0.5,0.0,8.5,-4.0,3.5,8.0,1.0,14.5,7.5,0.5,1.5,-5.0
03-10-2017,-4.5,-1.5,1.0,-2.5,6.0,2.0,10.0,4.5,-2.0,-4.5,0.0,-3.0,12.5,7.0,-5.0,-5.0,4.0,1.0,-2.5,-2.0,2.5,11.0,4.0,-3.5,5.5,-0.5,-3.5,-0.5,1.5,7.5,-0.5,4.5,-1.5,6.0,-0.5,13.0,3.0,-0.5,8.5,3.0,10.0
03-11-2017,-2.0,2.5,-4.5,-2.5,-0.5,-2.0,-3.5,0.0,-3.5,4.5,-6.5,-1.5,2.0,5.0,-2.0,4.5,3.0,1.5,-3.0,-4.5,-5.5,-7.0,-1.0,-3.0,-1.5,-1.0,-3.0,4.5,4.0,1.5,2.5,-1.5,23.5
04-01-2017,0.0,-3.5,-4.0,-2.0,-2.0,2.5,-0.5,-9.5,-2.0,-1.0
04-01-2018,-4.0,-2.5,0.5,-3.5,2.0,-2.5,-5.0,-4.0,-4.5,-4.0,-2.5,-8.0,-4.5,1.5,-3.5,-2.0,1.5,-4.5,-4.0,-2.0,-1.0,-4.0,-2.0,-5.5,-5.5,-1.5,-0.5,7.0,-4.5,-0.5,-3.5,4.5,2.0,-6.0,4.0,-5.0,-4.0,5.0,13.5
04-03-2017,1.5,-1.5,1.0,-1.0,4.5,-3.0,0.5,-2.0,1.0,-1.5,-3.0,4.5,-3.5,0.5
04-10-2017,5.5,-0.5,12.0,-0.5,-2.5,-1.5,-2.0,-3.0,-1.0,-1.0,3.0,-7.5,-5.5,4.0,-2.5,-4.0,1.5,2.0,-2.0,6.0,6.5,-0.5,-3.0,-1.0,5.0,-6.5,0.0,0.5,2.5,0.5,2.5,-1.5,-4.0,9.5,7.0,10.0,5.0,-3.0,6.5,4.5,9.5
04-11-2017,-5.0,-3.0,-4.0,-1.0,-3.5,0.0,-1.0,-3.0,-2.5,-7.5,-6.0,-4.5,2.5,-2.0,-6.5,5.5,-4.5,-1.0,-3.0,0.5,-3.0,-5.0,-5.5,-0.5,2.0,-5.5,0.0,-3.0,0.0,9.0,-3.0,0.5,9.5,0.0,-5.0
04-12-2017,3.0,6.5,-3.5,3.0,7.5,6.0,-0.5,-2.5,7.0,4.5,0.5,7.5,1.0,-3.5,-2.5,2.0,2.5,3.5,4.5,1.0,-6.5,-3.5,-1.5,19.0,3.0,-2.0,2.5,-3.5,17.5,17.0,25.0,6.0,1.5,6.5,2.5
05-01-2017,-4.5,0.5,-1.0,-4.5,1.5,-4.0,-8.5,-3.0,-0.5,14.5,3.0,-1.5,-5.0,-3.0,0.5
05-01-2018,52.0,18.5,-2.0,-2.5,5.5,6.5,-3.5,-4.0,-2.5,38.5,-1.5,-7.5,2.5,2.0,-5.5,-5.5,3.0,2.0,-3.5,1.0,8.0,-3.5,-7.0,-5.5,-2.5,-2.5,1.0,-5.5,-0.5,-4.0,0.5,17.0,-4.0,3.0,1.5,-5.0,1.5,2.5
05-03-2017,-0.5,2.5,-2.5,-1.5,-1.5,-9.0,-4.0,0.5,1.0,-0.5,-5.5,-4.0
05-10-2017,6.5,3.0,-3.0,6.0,2.0,-1.5,-1.0,2.0,-1.0,2.0,0.0,-7.0,-4.5,1.5,-6.0,-4.5,4.0,6.5,3.5,2.5,11.0,3.0,4.0,-3.0,4.0,-5.0,8.5,7.0,7.0,0.0,3.5,-1.0,-4.0,6.5,5.5,1.5,3.5,4.0,-5.0,5.5,16.5
05-11-2017,2.5,-0.5,3.0,3.0,-4.5,-2.0,-4.0,6.5,-7.5,-4.0,-2.0,1.5,-5.5,1.5,1.5,2.0,-0.5,1.0,-1.5,2.5,-4.5,-2.0,-8.0,1.5,2.5,1.5,3.0,-2.5,-0.5,-1.5,-2.5,2.0
05-12-2016,8.0,2.5,-4.0,3.0,-1.0,2.0,5.0
05-12-2017,2.5,4.0,12.0,2.5,-2.0,-1.0,8.5,0.0,-3.0,8.0,-6.0,7.0,4.5,-5.0,-4.0,2.0,3.0,66.0,7.0,-2.5,3.5,0.0,-2.0,-4.0,0.5,3.5,-1.0,-1.0,20.5,6.0,8.0,0.5,0.0,7.0
06-01-2017,4.0,-4.5,-4.0,2.5,-8.0,2.0,3.0,4.0,-2.0,-4.5
06-01-2018,-5.0,-3.5,-5.0,-3.0,-1.5,-3.5,-4.5,2.0,-3.0,-8.5,-2.0,-4.5,1.5,-5.0,-6.5,0.5,-4.0,-3.0,-6.0,43.5,3.0,-3.0,8.0,-8.5,-4.5,3.5,-3.0,-3.5,10.5,1.0,-4.5,4.5,1.5,-4.0,-2.0,-0.5
06-03-2017,8.5,-2.0,5.5,5.0,-1.5,5.0,-6.5,-4.0,-4.5,1.5,9.5,1.0,-0.5,-4.0
06-10-2017,-1.5,3.0,2.0,5.0,2.5,-0.5,-2.0,-2.5,4.0,1.5,5.5,-7.5,2.0,5.5,-6.0,-3.0,4.0,1.5,4.0,7.5,2.5,-2.5,-1.5,-3.0,16.5,-2.0,0.5,-2.5,-3.0,8.0,-3.0,1.0,-4.0,-0.5,20.0,0.0,-0.5,-3.0,-3.5,11.5,2.0
06-11-2017,2.5,-1.5,6.0,3.5,7.0,5.0,4.0,7.0,1.0,-0.5,-5.5,24.5,2.5,-5.0,-2.0,2.0,13.0,7.5,10.5,-4.0,2.5,12.5,1.0,1.5,2.5,-4.0,-2.0,5.5,4.0,13.0,-1.5,5.0,-3.0,0.5,8.0
06-12-2016,6.0,2.0,-2.0,-7.5,-3.5,1.0,7.0,-1.5,2.5,0.0,-2.0
06-12-2017,-5.0,0.5,11.0,6.5,2.5,-0.5,-4.5,1.0,6.5,5.5,-3.0,6.0,1.5,-1.5,5.0,4.0,8.5,7.5,1.5,8.5,-0.5,3.5,4.0,3.0,0.0,2.0,1.0,8.0,12.5,-0.5,33.5,22.5,3.0,12.0
07-01-2017,-4.5,-2.5,-0.5,25.5,-4.5,-4.5,46.5,0.0,-5.0,2.5,1.0,22.0,-7.5,0.5,7.0
07-01-2018,6.0,-3.5,-1.5,-2.5,0.5,0.5,-5.5,1.0,-5.0,-7.0,-0.5,-6.5,1.5,-5.0,-1.0,1.5,0.5,-1.0,-4.0,-2.5,2.0,-2.5,-4.0,-6.0,-2.5,-7.5,5.0,-3.5,17.0,17.0,-2.5,-3.0,-3.0,-3.5,2.5,-1.5
07-03-2017,0.0,-1.5,5.0,5.5,-2.5,-3.0,-6.0,-1.0,-6.0,3.5,5.0,5.0,6.0,-1.5,-1.5
07-10-2017,-5.0,0.0,4.5,-1.5,3.5,4.0,1.5,-2.5,1.0,-7.5,-3.5,7.0,2.5,-1.5,-3.0,2.0,-0.5,-0.5,-4.5,1.0,-1.0,2.0,2.0,-1.5,3.0,-4.0,2.0,3.5,0.0,5.5,-2.0,-5.0,1.0
07-11-2017,4.0,0.0,14.0,1.0,0.5,1.0,3.0,-2.5,-3.5,-1.0,1.5,1.5,3.0,8.0,-1.5,2.5,9.5,11.5,3.5,3.5,10.0,-2.5,8.5,7.0,2.5,-1.0,5.5,9.0,8.5,13.5,11.0,17.0,1.5,2.5,10.5
07-12-2016,2.5,11.5,-2.0,0.5,4.0,-2.0,2.5
07-12-2017,1.0,0.5,0.5,1.5,5.0,-2.5,7.5,8.5,7.5,3.0,-3.5,-2.5,6.0,-6.0,-0.5,4.0,5.0,-1.0,3.0,7.0,-1.5,3.5,0.5,-7.0,10.0,1.0,6.5,2.5,26.0,1.5,5.5,4.0,5.0,9.0
08-01-2017,-2.0,-2.5,-8.0,2.5,-1.0,13.0,3.0,-4.5
08-01-2018,3.0,-2.5,-3.5,-3.0,-1.0,1.5,18.0,3.0,-4.5,-4.5,-2.0,-6.0,-5.0,1.0,-1.0,-3.5,1.5,2.5,-2.5,0.5,1.5,-4.5,3.0,86.5,1.5,0.0,14.5,-4.0,2.5,-4.0,5.0,-3.0,-2.0,2.0,-3.0,-1.5,1.0,4.5
08-03-2017,6.5,-1.0,-0.5,-2.5,-1.5,11.5,1.0,19.0,4.5,3.0,4.0
08-10-2017,10.5,-2.0,-1.5,0.5,-3.0,-2.5,-5.0,5.5,-8.5,-1.5,-4.5,1.0,0.0,14.5,3.5,-2.5,0.5,-1.5,-4.0,-4.0,-9.0,26.5,-3.5,-3.0,11.5,-5.0,-2.0,-2.5,-5.0,-3.5
08-11-2017,7.5,6.5,25.0,-3.5,6.0,2.0,1.0,-0.5,-2.0,5.0,-3.0,-3.0,-5.0,6.5,-4.0,-5.5,4.0,4.5,1.5,-1.5,3.5,0.5,-3.0,-0.5,-8.0,3.0,-2.5,10.5,1.5,1.0,3.0,5.5,2.0,14.0,-4.0,10.0
08-12-2016,0.0,-0.5,-3.5,26.5,30.5,-8.5,-6.5,46.0,2.0,-0.5,-5.5,-3.0
08-12-2017,5.0,-1.5,1.0,7.5,0.5,-4.0,-3.0,22.0,1.5,-7.5,1.5,9.5,3.5,0.0,-6.5,2.0,3.5,5.5,7.5,-1.5,21.0,-1.5,-1.5,-1.0,-2.0,-5.0,5.0,14.5,4.5,6.0,2.5,1.5,5.0
09-01-2017,-3.5,-6.5,3.0,3.5,10.5,2.0
