Giorno	Nr_treno	DataOra	Ritardo_In_Minuti
04-10-2017	2891	04/10/17 09.28.00	6.5
04-10-2017	2899	04/10/17 22.30.00	-0.5
04-10-2017	2913	04/10/17 08.40.00	-3.0
04-10-2017	2921	04/10/17 15.28.00	-1.0
04-10-2017	2929	04/10/17 23.28.00	5.0
04-10-2017	583	04/10/17 09.14.00	-6.5
04-10-2017	597	04/10/17 17.14.00	0.0
04-10-2017	599	04/10/17 20.14.00	0.5
04-10-2017	605	04/10/17 09.54.00	2.5
04-10-2017	613	04/10/17 17.46.00	0.5
04-10-2017	6253	04/10/17 08.14.00	2.5
04-10-2017	6265	04/10/17 17.08.00	-1.5
04-10-2017	6485	04/10/17 09.08.00	-4.0
04-10-2017	8803	04/10/17 09.38.00	9.5
04-10-2017	8807	04/10/17 11.38.00	7.0
04-10-2017	8809	04/10/17 12.38.00	10.0
04-10-2017	8811	04/10/17 13.38.00	5.0
04-10-2017	8813	04/10/17 14.38.00	-3.0
04-10-2017	8815	04/10/17 15.38.00	6.5
04-10-2017	8823	04/10/17 19.38.00	4.5
04-10-2017	8829	04/10/17 21.38.00	9.5
04-11-2017	11409	04/11/17 18.20.00	-5.0
04-11-2017	11421	04/11/17 19.08.00	-3.0
04-11-2017	11535	04/11/17 11.28.00	-4.0
04-11-2017	11545	04/11/17 17.28.00	-1.0
04-11-2017	11547	04/11/17 19.28.00	-3.5
04-11-2017	2123	04/11/17 08.28.00	0.0
04-11-2017	2127	04/11/17 12.28.00	-1.0
04-11-2017	2131	04/11/17 16.28.00	-3.0
04-11-2017	2133	04/11/17 18.28.00	-2.5
04-11-2017	2271	04/11/17 08.02.00	-7.5
04-11-2017	2275	04/11/17 12.08.00	-6.0
04-11-2017	2277	04/11/17 14.08.00	-4.5
04-11-2017	2278	04/11/17 09.52.00	2.5
04-11-2017	2279	04/11/17 16.08.00	-2.0
04-11-2017	2281	04/11/17 18.08.00	-6.5
04-11-2017	2282	04/11/17 13.52.00	5.5
04-11-2017	2283	04/11/17 20.08.00	-4.5
04-11-2017	2891	04/11/17 09.28.00	-1.0
04-11-2017	2913	04/11/17 08.40.00	-3.0
04-11-2017	2921	04/11/17 15.28.00	0.5
04-11-2017	583	04/11/17 09.14.00	-3.0
04-11-2017	597	04/11/17 17.14.00	-5.0
04-11-2017	599	04/11/17 20.14.00	-5.5
04-11-2017	605	04/11/17 09.54.00	-0.5
04-11-2017	613	04/11/17 17.46.00	2.0
04-11-2017	6253	04/11/17 08.14.00	-5.5
04-11-2017	6265	04/11/17 17.08.00	0.0
04-11-2017	6485	04/11/17 09.08.00	-3.0
04-11-2017	8803	04/11/17 09.38.00	0.0
04-11-2017	8807	04/11/17 11.38.00	9.0
04-11-2017	8809	04/11/17 12.38.00	-3.0
04-11-2017	8811	04/11/17 13.38.00	0.5
04-11-2017	8813	04/11/17 14.38.00	9.5
04-11-2017	8815	04/11/17 15.38.00	0.0
04-11-2017	8823	04/11/17 19.38.00	-5.0
04-12-2017	11409	04/12/17 18.20.00	3.0
04-12-2017	11421	04/12/17 19.08.00	6.5
04-12-2017	11535	04/12/17 11.28.00	-3.5
04-12-2017	11545	04/12/17 17.28.00	3.0
04-12-2017	11547	04/12/17 19.28.00	7.5
04-12-2017	2123	04/12/17 08.28.00	6.0
04-12-2017	2125	04/12/17 10.28.00	-0.5
04-12-2017	2127	04/12/17 12.28.00	-2.5
04-12-2017	2131	04/12/17 16.28.00	7.0
04-12-2017	2133	04/12/17 18.28.00	4.5
04-12-2017	2271	04/12/17 08.02.00	0.5
04-12-2017	2275	04/12/17 12.08.00	7.5
04-12-2017	2278	04/12/17 09.52.00	1.0
04-12-2017	2279	04/12/17 16.08.00	-3.5
04-12-2017	2281	04/12/17 18.08.00	-2.5
04-12-2017	2282	04/12/17 13.52.00	2.0
04-12-2017	2283	04/12/17 20.08.00	2.5
04-12-2017	2891	04/12/17 09.28.00	3.5
04-12-2017	2913	04/12/17 08.40.00	4.5
04-12-2017	2921	04/12/17 15.28.00	1.0
04-12-2017	583	04/12/17 09.14.00	-6.5
04-12-2017	597	04/12/17 17.14.00	-3.5
04-12-2017	599	04/12/17 20.14.00	-1.5
04-12-2017	605	04/12/17 09.54.00	19.0
04-12-2017	613	04/12/17 17.46.00	3.0
04-12-2017	6253	04/12/17 08.14.00	-2.0
04-12-2017	6265	04/12/17 17.08.00	2.5
04-12-2017	6485	04/12/17 09.08.00	-3.5
04-12-2017	8803	04/12/17 09.38.00	17.5
04-12-2017	8807	04/12/17 11.38.00	17.0
04-12-2017	8809	04/12/17 12.38.00	25.0
04-12-2017	8811	04/12/17 13.38.00	6.0
04-12-2017	8813	04/12/17 14.38.00	1.5
04-12-2017	8815	04/12/17 15.38.00	6.5
04-12-2017	8823	04/12/17 19.38.00	2.5
05-01-2017	11409	05/01/17 18.20.00	-4.5
05-01-2017	11421	05/01/17 19.08.00	0.5
05-01-2017	11547	05/01/17 19.28.00	-1.0
05-01-2017	2123	05/01/17 08.28.00	-4.5
05-01-2017	2131	05/01/17 16.28.00	1.5
05-01-2017	2133	05/01/17 18.28.00	-4.0
05-01-2017	2271	05/01/17 08.02.00	-8.5
05-01-2017	2279	05/01/17 16.08.00	-3.0
05-01-2017	2281	05/01/17 18.08.00	-0.5
05-01-2017	2282	05/01/17 13.52.00	14.5
05-01-2017	2283	05/01/17 20.08.00	3.0
05-01-2017	2913	05/01/17 08.40.00	-1.5
05-01-2017	6253	05/01/17 08.14.00	-5.0
05-01-2017	6265	05/01/17 17.08.00	-3.0
05-01-2017	6485	05/01/17 09.08.00	0.5
05-01-2018	11409	05/01/18 18.20.00	52.0
05-01-2018	11421	05/01/18 19.08.00	18.5
05-01-2018	11535	05/01/18 11.28.00	-2.0
05-01-2018	11545	05/01/18 17.28.00	-2.5
05-01-2018	11547	05/01/18 19.28.00	5.5
05-01-2018	2123	05/01/18 08.28.00	6.5
05-01-2018	2125	05/01/18 10.28.00	-3.5
05-01-2018	2127	05/01/18 12.28.00	-4.0
05-01-2018	2131	05/01/18 16.28.00	-2.5
05-01-2018	2133	05/01/18 18.28.00	38.5
05-01-2018	2137	05/01/18 20.28.00	-1.5
05-01-2018	2271	05/01/18 08.02.00	-7.5
05-01-2018	2275	05/01/18 12.08.00	2.5
05-01-2018	2278	05/01/18 09.52.00	2.0
05-01-2018	2279	05/01/18 16.08.00	-5.5
05-01-2018	2281	05/01/18 18.08.00	-5.5
05-01-2018	2282	05/01/18 13.52.00	3.0
05-01-2018	2283	05/01/18 20.08.00	2.0
05-01-2018	2285	05/01/18 21.08.00	-3.5
05-01-2018	2891	05/01/18 09.28.00	1.0
05-01-2018	2913	05/01/18 08.40.00	8.0
05-01-2018	2921	05/01/18 15.28.00	-3.5
05-01-2018	583	05/01/18 09.14.00	-7.0
05-01-2018	597	05/01/18 17.14.00	-5.5
05-01-2018	599	05/01/18 20.14.00	-2.5
05-01-2018	605	05/01/18 09.54.00	-2.5
05-01-2018	613	05/01/18 17.46.00	1.0
05-01-2018	6253	05/01/18 08.14.00	-5.5
05-01-2018	6265	05/01/18 17.08.00	-0.5
05-01-2018	6485	05/01/18 09.08.00	-4.0
05-01-2018	8803	05/01/18 09.38.00	0.5
05-01-2018	8807	05/01/18 11.38.00	17.0
05-01-2018	8809	05/01/18 12.38.00	-4.0
05-01-2018	8811	05/01/18 13.38.00	3.0
05-01-2018	8813	05/01/18 14.38.00	1.5
05-01-2018	8815	05/01/18 15.38.00	-5.0
05-01-2018	8823	05/01/18 19.38.00	1.5
05-01-2018	8829	05/01/18 21.38.00	2.5
05-03-2017	11409	05/03/17 18.20.00	-0.5
05-03-2017	11547	05/03/17 19.28.00	2.5
05-03-2017	2123	05/03/17 08.28.00	-2.5
05-03-2017	2131	05/03/17 16.28.00	-1.5
05-03-2017	2133	05/03/17 18.28.00	-1.5
05-03-2017	2271	05/03/17 08.02.00	-9.0
05-03-2017	2279	05/03/17 16.08.00	-4.0
05-03-2017	2281	05/03/17 18.08.00	0.5
05-03-2017	2282	05/03/17 13.52.00	1.0
05-03-2017	2283	05/03/17 20.08.00	-0.5
05-03-2017	2913	05/03/17 08.40.00	-5.5
05-03-2017	6485	05/03/17 09.08.00	-4.0
05-10-2017	11409	05/10/17 18.20.00	6.5
05-10-2017	11421	05/10/17 19.08.00	3.0
05-10-2017	11535	05/10/17 11.28.00	-3.0
05-10-2017	11545	05/10/17 17.28.00	6.0
05-10-2017	11547	05/10/17 19.28.00	2.0
05-10-2017	2123	05/10/17 08.28.00	-1.5
05-10-2017	2125	05/10/17 10.28.00	-1.0
05-10-2017	2127	05/10/17 12.28.00	2.0
05-10-2017	2131	05/10/17 16.28.00	-1.0
05-10-2017	2133	05/10/17 18.28.00	2.0
05-10-2017	2137	05/10/17 20.28.00	0.0
05-10-2017	2271	05/10/17 08.02.00	-7.0
05-10-2017	2275	05/10/17 12.08.00	-4.5
05-10-2017	2278	05/10/17 09.52.00	1.5
05-10-2017	2279	05/10/17 16.08.00	-6.0
05-10-2017	2281	05/10/17 18.08.00	-4.5
05-10-2017	2282	05/10/17 13.52.00	4.0
05-10-2017	2283	05/10/17 20.08.00	6.5
05-10-2017	2285	05/10/17 21.08.00	3.5
05-10-2017	2287	05/10/17 22.08.00	2.5
05-10-2017	2891	05/10/17 09.28.00	11.0
05-10-2017	2899	05/10/17 22.30.00	3.0
05-10-2017	2913	05/10/17 08.40.00	4.0
05-10-2017	2921	05/10/17 15.28.00	-3.0
05-10-2017	2929	05/10/17 23.28.00	4.0
05-10-2017	583	05/10/17 09.14.00	-5.0
05-10-2017	597	05/10/17 17.14.00	8.5
05-10-2017	599	05/10/17 20.14.00	7.0
05-10-2017	605	05/10/17 09.54.00	7.0
05-10-2017	613	05/10/17 17.46.00	0.0
05-10-2017	6253	05/10/17 08.14.00	3.5
05-10-2017	6265	05/10/17 17.08.00	-1.0
05-10-2017	6485	05/10/17 09.08.00	-4.0
05-10-2017	8803	05/10/17 09.38.00	6.5
05-10-2017	8807	05/10/17 11.38.00	5.5
05-10-2017	8809	05/10/17 12.38.00	1.5
05-10-2017	8811	05/10/17 13.38.00	3.5
05-10-2017	8813	05/10/17 14.38.00	4.0
05-10-2017	8815	05/10/17 15.38.00	-5.0
05-10-2017	8823	05/10/17 19.38.00	5.5
05-10-2017	8829	05/10/17 21.38.00	16.5
05-11-2017	11409	05/11/17 18.20.00	2.5
05-11-2017	11535	05/11/17 11.28.00	-0.5
05-11-2017	11545	05/11/17 17.28.00	3.0
05-11-2017	11547	05/11/17 19.28.00	3.0
05-11-2017	2123	05/11/17 08.28.00	-4.5
05-11-2017	2127	05/11/17 12.28.00	-2.0
05-11-2017	2131	05/11/17 16.28.00	-4.0
05-11-2017	2133	05/11/17 18.28.00	6.5
05-11-2017	2271	05/11/17 08.02.00	-7.5
05-11-2017	2275	05/11/17 12.08.00	-4.0
05-11-2017	2277	05/11/17 14.08.00	-2.0
05-11-2017	2278	05/11/17 09.52.00	1.5
05-11-2017	2279	05/11/17 16.08.00	-5.5
05-11-2017	2281	05/11/17 18.08.00	1.5
05-11-2017	2282	05/11/17 13.52.00	1.5
05-11-2017	2283	05/11/17 20.08.00	2.0
05-11-2017	2891	05/11/17 09.28.00	-0.5
05-11-2017	2913	05/11/17 08.40.00	1.0
05-11-2017	2921	05/11/17 15.28.00	-1.5
05-11-2017	583	05/11/17 09.14.00	2.5
05-11-2017	597	05/11/17 17.14.00	-4.5
05-11-2017	599	05/11/17 20.14.00	-2.0
05-11-2017	605	05/11/17 09.54.00	-8.0
05-11-2017	613	05/11/17 17.46.00	1.5
05-11-2017	6485	05/11/17 09.08.00	2.5
05-11-2017	8803	05/11/17 09.38.00	1.5
05-11-2017	8807	05/11/17 11.38.00	3.0
05-11-2017	8809	05/11/17 12.38.00	-2.5
05-11-2017	8811	05/11/17 13.38.00	-0.5
05-11-2017	8813	05/11/17 14.38.00	-1.5
05-11-2017	8815	05/11/17 15.38.00	-2.5
05-11-2017	8823	05/11/17 19.38.00	2.0
05-12-2016	2069	05/12/16 10.28.00	8.0
05-12-2016	2123	05/12/16 08.28.00	2.5
05-12-2016	2271	05/12/16 08.02.00	-4.0
05-12-2016	2885	05/12/16 09.28.00	3.0
05-12-2016	2913	05/12/16 08.40.00	-1.0
05-12-2016	6253	05/12/16 08.14.00	2.0
05-12-2016	6485	05/12/16 09.08.00	5.0
05-12-2017	11409	05/12/17 18.20.00	2.5
05-12-2017	11421	05/12/17 19.08.00	4.0
05-12-2017	11535	05/12/17 11.28.00	12.0
05-12-2017	11545	05/12/17 17.28.00	2.5
05-12-2017	11547	05/12/17 19.28.00	-2.0
05-12-2017	2123	05/12/17 08.28.00	-1.0
05-12-2017	2125	05/12/17 10.28.00	8.5
05-12-2017	2127	05/12/17 12.28.00	0.0
05-12-2017	2131	05/12/17 16.28.00	-3.0
05-12-2017	2133	05/12/17 18.28.00	8.0
05-12-2017	2271	05/12/17 08.02.00	-6.0
05-12-2017	2275	05/12/17 12.08.00	7.0
05-12-2017	2278	05/12/17 09.52.00	4.5
05-12-2017	2279	05/12/17 16.08.00	-5.0
05-12-2017	2281	05/12/17 18.08.00	-4.0
05-12-2017	2282	05/12/17 13.52.00	2.0
05-12-2017	2283	05/12/17 20.08.00	3.0
05-12-2017	2891	05/12/17 09.28.00	66.0
05-12-2017	2913	05/12/17 08.40.00	7.0
05-12-2017	2921	05/12/17 15.28.00	-2.5
05-12-2017	583	05/12/17 09.14.00	3.5
05-12-2017	597	05/12/17 17.14.00	0.0
05-12-2017	599	05/12/17 20.14.00	-2.0
05-12-2017	605	05/12/17 09.54.00	-4.0
05-12-2017	613	05/12/17 17.46.00	0.5
05-12-2017	6253	05/12/17 08.14.00	3.5
05-12-2017	6265	05/12/17 17.08.00	-1.0
05-12-2017	6485	05/12/17 09.08.00	-1.0
05-12-2017	8803	05/12/17 09.38.00	20.5
05-12-2017	8809	05/12/17 12.38.00	6.0
05-12-2017	8811	05/12/17 13.38.00	8.0
05-12-2017	8813	05/12/17 14.38.00	0.5
05-12-2017	8815	05/12/17 15.38.00	0.0
05-12-2017	8823	05/12/17 19.38.00	7.0
06-01-2017	11409	06/01/17 18.20.00	4.0
06-01-2017	2123	06/01/17 08.28.00	-4.5
06-01-2017	2131	06/01/17 16.28.00	-4.0
06-01-2017	2133	06/01/17 18.28.00	2.5
06-01-2017	2271	06/01/17 08.02.00	-8.0
06-01-2017	2279	06/01/17 16.08.00	2.0
06-01-2017	2281	06/01/17 18.08.00	3.0
06-01-2017	2282	06/01/17 13.52.00	4.0
06-01-2017	2913	06/01/17 08.40.00	-2.0
06-01-2017	6485	06/01/17 09.08.00	-4.5
06-01-2018	11409	06/01/18 18.20.00	-5.0
06-01-2018	11535	06/01/18 11.28.00	-3.5
06-01-2018	11545	06/01/18 17.28.00	-5.0
06-01-2018	11547	06/01/18 19.28.00	-3.0
06-01-2018	2123	06/01/18 08.28.00	-1.5
06-01-2018	2127	06/01/18 12.28.00	-3.5
06-01-2018	2131	06/01/18 16.28.00	-4.5
06-01-2018	2133	06/01/18 18.28.00	2.0
06-01-2018	2137	06/01/18 20.28.00	-3.0
06-01-2018	2271	06/01/18 08.02.00	-8.5
06-01-2018	2275	06/01/18 12.08.00	-2.0
06-01-2018	2277	06/01/18 14.08.00	-4.5
06-01-2018	2278	06/01/18 09.52.00	1.5
06-01-2018	2279	06/01/18 16.08.00	-5.0
06-01-2018	2281	06/01/18 18.08.00	-6.5
06-01-2018	2282	06/01/18 13.52.00	0.5
06-01-2018	2283	06/01/18 20.08.00	-4.0
06-01-2018	2285	06/01/18 21.08.00	-3.0
06-01-2018	2287	06/01/18 22.08.00	-6.0
06-01-2018	2891	06/01/18 09.28.00	43.5
06-01-2018	2913	06/01/18 08.40.00	3.0
06-01-2018	2921	06/01/18 15.28.00	-3.0
06-01-2018	583	06/01/18 09.14.00	8.0
06-01-2018	597	06/01/18 17.14.00	-8.5
06-01-2018	599	06/01/18 20.14.00	-4.5
06-01-2018	605	06/01/18 09.54.00	3.5
06-01-2018	613	06/01/18 17.46.00	-3.0
06-01-2018	6485	06/01/18 09.08.00	-3.5
06-01-2018	8803	06/01/18 09.38.00	10.5
06-01-2018	8807	06/01/18 11.38.00	1.0
06-01-2018	8809	06/01/18 12.38.00	-4.5
06-01-2018	8811	06/01/18 13.38.00	4.5
06-01-2018	8813	06/01/18 14.38.00	1.5
06-01-2018	8815	06/01/18 15.38.00	-4.0
06-01-2018	8823	06/01/18 19.38.00	-2.0
06-01-2018	8829	06/01/18 21.38.00	-0.5
06-03-2017	11409	06/03/17 18.20.00	8.5
06-03-2017	11421	06/03/17 19.08.00	-2.0
06-03-2017	11547	06/03/17 19.28.00	5.5
06-03-2017	2123	06/03/17 08.28.00	5.0
06-03-2017	2131	06/03/17 16.28.00	-1.5
06-03-2017	2133	06/03/17 18.28.00	5.0
06-03-2017	2271	06/03/17 08.02.00	-6.5
06-03-2017	2279	06/03/17 16.08.00	-4.0
06-03-2017	2281	06/03/17 18.08.00	-4.5
06-03-2017	2282	06/03/17 13.52.00	1.5
06-03-2017	2913	06/03/17 08.40.00	9.5
06-03-2017	6253	06/03/17 08.14.00	1.0
06-03-2017	6265	06/03/17 17.08.00	-0.5
06-03-2017	6485	06/03/17 09.08.00	-4.0
06-10-2017	11409	06/10/17 18.20.00	-1.5
06-10-2017	11421	06/10/17 19.08.00	3.0
06-10-2017	11535	06/10/17 11.28.00	2.0
06-10-2017	11545	06/10/17 17.28.00	5.0
06-10-2017	11547	06/10/17 19.28.00	2.5
06-10-2017	2123	06/10/17 08.28.00	-0.5
06-10-2017	2125	06/10/17 10.28.00	-2.0
06-10-2017	2127	06/10/17 12.28.00	-2.5
06-10-2017	2131	06/10/17 16.28.00	4.0
06-10-2017	2133	06/10/17 18.28.00	1.5
06-10-2017	2137	06/10/17 20.28.00	5.5
06-10-2017	2271	06/10/17 08.02.00	-7.5
06-10-2017	2275	06/10/17 12.08.00	2.0
06-10-2017	2278	06/10/17 09.52.00	5.5
06-10-2017	2279	06/10/17 16.08.00	-6.0
06-10-2017	2281	06/10/17 18.08.00	-3.0
06-10-2017	2282	06/10/17 13.52.00	4.0
06-10-2017	2283	06/10/17 20.08.00	1.5
06-10-2017	2285	06/10/17 21.08.00	4.0
06-10-2017	2287	06/10/17 22.08.00	7.5
06-10-2017	2891	06/10/17 09.28.00	2.5
06-10-2017	2899	06/10/17 22.30.00	-2.5
06-10-2017	2913	06/10/17 08.40.00	-1.5
06-10-2017	2921	06/10/17 15.28.00	-3.0
06-10-2017	2929	06/10/17 23.28.00	16.5
06-10-2017	583	06/10/17 09.14.00	-2.0
06-10-2017	597	06/10/17 17.14.00	0.5
06-10-2017	599	06/10/17 20.14.00	-2.5
06-10-2017	605	06/10/17 09.54.00	-3.0
06-10-2017	613	06/10/17 17.46.00	8.0
06-10-2017	6253	06/10/17 08.14.00	-3.0
06-10-2017	6265	06/10/17 17.08.00	1.0
06-10-2017	6485	06/10/17 09.08.00	-4.0
06-10-2017	8803	06/10/17 09.38.00	-0.5
06-10-2017	8807	06/10/17 11.38.00	20.0
06-10-2017	8809	06/10/17 12.38.00	0.0
06-10-2017	8811	06/10/17 13.38.00	-0.5
06-10-2017	8813	06/10/17 14.38.00	-3.0
06-10-2017	8815	06/10/17 15.38.00	-3.5
06-10-2017	8823	06/10/17 19.38.00	11.5
06-10-2017	8829	06/10/17 21.38.00	2.0
06-11-2017	11409	06/11/17 18.20.00	2.5
06-11-2017	11421	06/11/17 19.08.00	-1.5
06-11-2017	11535	06/11/17 11.28.00	6.0
06-11-2017	11545	06/11/17 17.28.00	3.5
06-11-2017	11547	06/11/17 19.28.00	7.0
06-11-2017	2123	06/11/17 08.28.00	5.0
06-11-2017	2125	06/11/17 10.28.00	4.0
06-11-2017	2127	06/11/17 12.28.00	7.0
06-11-2017	2131	06/11/17 16.28.00	1.0
06-11-2017	2133	06/11/17 18.28.00	-0.5
06-11-2017	2271	06/11/17 08.02.00	-5.5
06-11-2017	2275	06/11/17 12.08.00	24.5
06-11-2017	2278	06/11/17 09.52.00	2.5
06-11-2017	2279	06/11/17 16.08.00	-5.0
06-11-2017	2281	06/11/17 18.08.00	-2.0
06-11-2017	2282	06/11/17 13.52.00	2.0
06-11-2017	2283	06/11/17 20.08.00	13.0
06-11-2017	2891	06/11/17 09.28.00	7.5
06-11-2017	2913	06/11/17 08.40.00	10.5
06-11-2017	2921	06/11/17 15.28.00	-4.0
06-11-2017	583	06/11/17 09.14.00	2.5
06-11-2017	597	06/11/17 17.14.00	12.5
06-11-2017	599	06/11/17 20.14.00	1.0
06-11-2017	605	06/11/17 09.54.00	1.5
06-11-2017	613	06/11/17 17.46.00	2.5
06-11-2017	6253	06/11/17 08.14.00	-4.0
06-11-2017	6265	06/11/17 17.08.00	-2.0
06-11-2017	6485	06/11/17 09.08.00	5.5
06-11-2017	8803	06/11/17 09.38.00	4.0
06-11-2017	8807	06/11/17 11.38.00	13.0
06-11-2017	8809	06/11/17 12.38.00	-1.5
06-11-2017	8811	06/11/17 13.38.00	5.0
06-11-2017	8813	06/11/17 14.38.00	-3.0
06-11-2017	8815	06/11/17 15.38.00	0.5
06-11-2017	8823	06/11/17 19.38.00	8.0
06-12-2016	2069	06/12/16 10.28.00	6.0
06-12-2016	2123	06/12/16 08.28.00	2.0
06-12-2016	2131	06/12/16 16.28.00	-2.0
06-12-2016	2271	06/12/16 08.02.00	-7.5
06-12-2016	2279	06/12/16 16.08.00	-3.5
06-12-2016	2282	06/12/16 13.52.00	1.0
06-12-2016	2885	06/12/16 09.28.00	7.0
06-12-2016	2913	06/12/16 08.40.00	-1.5
06-12-2016	6253	06/12/16 08.14.00	2.5
06-12-2016	6265	06/12/16 17.08.00	0.0
06-12-2016	6485	06/12/16 09.08.00	-2.0
06-12-2017	11409	06/12/17 18.20.00	-5.0
06-12-2017	11421	06/12/17 19.08.00	0.5
06-12-2017	11535	06/12/17 11.28.00	11.0
06-12-2017	11545	06/12/17 17.28.00	6.5
06-12-2017	11547	06/12/17 19.28.00	2.5
06-12-2017	2123	06/12/17 08.28.00	-0.5
06-12-2017	2125	06/12/17 10.28.00	-4.5
06-12-2017	2127	06/12/17 12.28.00	1.0
06-12-2017	2131	06/12/17 16.28.00	6.5
06-12-2017	2133	06/12/17 18.28.00	5.5
06-12-2017	2271	06/12/17 08.02.00	-3.0
06-12-2017	2275	06/12/17 12.08.00	6.0
06-12-2017	2278	06/12/17 09.52.00	1.5
06-12-2017	2279	06/12/17 16.08.00	-1.5
06-12-2017	2281	06/12/17 18.08.00	5.0
06-12-2017	2282	06/12/17 13.52.00	4.0
06-12-2017	2283	06/12/17 20.08.00	8.5
06-12-2017	2891	06/12/17 09.28.00	7.5
06-12-2017	2921	06/12/17 15.28.00	1.5
06-12-2017	583	06/12/17 09.14.00	8.5
06-12-2017	597	06/12/17 17.14.00	-0.5
06-12-2017	599	06/12/17 20.14.00	3.5
06-12-2017	605	06/12/17 09.54.00	4.0
06-12-2017	613	06/12/17 17.46.00	3.0
06-12-2017	6253	06/12/17 08.14.00	0.0
06-12-2017	6265	06/12/17 17.08.00	2.0
06-12-2017	6485	06/12/17 09.08.00	1.0
06-12-2017	8803	06/12/17 09.38.00	8.0
06-12-2017	8807	06/12/17 11.38.00	12.5
06-12-2017	8809	06/12/17 12.38.00	-0.5
06-12-2017	8811	06/12/17 13.38.00	33.5
06-12-2017	8813	06/12/17 14.38.00	22.5
06-12-2017	8815	06/12/17 15.38.00	3.0
06-12-2017	8823	06/12/17 19.38.00	12.0
07-01-2017	11409	07/01/17 18.20.00	-4.5
07-01-2017	11421	07/01/17 19.08.00	-2.5
07-01-2017	11547	07/01/17 19.28.00	-0.5
07-01-2017	2123	07/01/17 08.28.00	25.5
07-01-2017	2131	07/01/17 16.28.00	-4.5
07-01-2017	2133	07/01/17 18.28.00	-4.5
07-01-2017	2271	07/01/17 08.02.00	46.5
07-01-2017	2279	07/01/17 16.08.00	0.0
07-01-2017	2281	07/01/17 18.08.00	-5.0
07-01-2017	2282	07/01/17 13.52.00	2.5
07-01-2017	2283	07/01/17 20.08.00	1.0
07-01-2017	2913	07/01/17 08.40.00	22.0
07-01-2017	6253	07/01/17 08.14.00	-7.5
07-01-2017	6265	07/01/17 17.08.00	0.5
07-01-2017	6485	07/01/17 09.08.00	7.0
07-01-2018	11409	07/01/18 18.20.00	6.0
07-01-2018	11535	07/01/18 11.28.00	-3.5
07-01-2018	11545	07/01/18 17.28.00	-1.5
07-01-2018	11547	07/01/18 19.28.00	-2.5
07-01-2018	2123	07/01/18 08.28.00	0.5
07-01-2018	2127	07/01/18 12.28.00	0.5
07-01-2018	2131	07/01/18 16.28.00	-5.5
07-01-2018	2133	07/01/18 18.28.00	1.0
07-01-2018	2137	07/01/18 20.28.00	-5.0
07-01-2018	2271	07/01/18 08.02.00	-7.0
07-01-2018	2275	07/01/18 12.08.00	-0.5
07-01-2018	2277	07/01/18 14.08.00	-6.5
07-01-2018	2278	07/01/18 09.52.00	1.5
07-01-2018	2279	07/01/18 16.08.00	-5.0
07-01-2018	2281	07/01/18 18.08.00	-1.0
07-01-2018	2282	07/01/18 13.52.00	1.5
07-01-2018	2283	07/01/18 20.08.00	0.5
07-01-2018	2285	07/01/18 21.08.00	-1.0
07-01-2018	2287	07/01/18 22.08.00	-4.0
07-01-2018	2891	07/01/18 09.28.00	-2.5
07-01-2018	2913	07/01/18 08.40.00	2.0
07-01-2018	2921	07/01/18 15.28.00	-2.5
07-01-2018	583	07/01/18 09.14.00	-4.0
07-01-2018	597	07/01/18 17.14.00	-6.0
07-01-2018	599	07/01/18 20.14.00	-2.5
07-01-2018	605	07/01/18 09.54.00	-7.5
07-01-2018	613	07/01/18 17.46.00	5.0
07-01-2018	6485	07/01/18 09.08.00	-3.5
07-01-2018	8803	07/01/18 09.38.00	17.0
07-01-2018	8807	07/01/18 11.38.00	17.0
07-01-2018	8809	07/01/18 12.38.00	-2.5
07-01-2018	8811	07/01/18 13.38.00	-3.0
07-01-2018	8813	07/01/18 14.38.00	-3.0
07-01-2018	8815	07/01/18 15.38.00	-3.5
07-01-2018	8823	07/01/18 19.38.00	2.5
07-01-2018	8829	07/01/18 21.38.00	-1.5
07-03-2017	11409	07/03/17 18.20.00	0.0
07-03-2017	11421	07/03/17 19.08.00	-1.5
07-03-2017	11547	07/03/17 19.28.00	5.0
07-03-2017	2123	07/03/17 08.28.00	5.5
07-03-2017	2131	07/03/17 16.28.00	-2.5
07-03-2017	2133	07/03/17 18.28.00	-3.0
07-03-2017	2271	07/03/17 08.02.00	-6.0
07-03-2017	2279	07/03/17 16.08.00	-1.0
07-03-2017	2281	07/03/17 18.08.00	-6.0
07-03-2017	2282	07/03/17 13.52.00	3.5
07-03-2017	2283	07/03/17 20.08.00	5.0
07-03-2017	2913	07/03/17 08.40.00	5.0
07-03-2017	6253	07/03/17 08.14.00	6.0
07-03-2017	6265	07/03/17 17.08.00	-1.5
07-03-2017	6485	07/03/17 09.08.00	-1.5
07-10-2017	11409	07/10/17 18.20.00	-5.0
07-10-2017	11421	07/10/17 19.08.00	0.0
07-10-2017	11535	07/10/17 11.28.00	4.5
07-10-2017	11545	07/10/17 17.28.00	-1.5
07-10-2017	11547	07/10/17 19.28.00	3.5
07-10-2017	2123	07/10/17 08.28.00	4.0
07-10-2017	2127	07/10/17 12.28.00	1.5
07-10-2017	2131	07/10/17 16.28.00	-2.5
07-10-2017	2133	07/10/17 18.28.00	1.0
07-10-2017	2271	07/10/17 08.02.00	-7.5
07-10-2017	2275	07/10/17 12.08.00	-3.5
07-10-2017	2277	07/10/17 14.08.00	7.0
07-10-2017	2278	07/10/17 09.52.00	2.5
