Giorno	Nr_treno	DataOra	Ritardo_In_Minuti
06-01-2018	2288	06/01/18 20.40.00	0.5
06-01-2018	2882	06/01/18 07.13.00	1.5
06-01-2018	2986	06/01/18 07.53.00	-1.5
06-01-2018	590	06/01/18 17.19.00	1.0
06-01-2018	596	06/01/18 21.20.00	-1.0
06-01-2018	604	06/01/18 11.59.00	0.5
06-01-2018	612	06/01/18 19.59.00	3.0
06-01-2018	8802	06/01/18 07.36.00	1.0
06-01-2018	8804	06/01/18 08.51.00	1.0
06-01-2018	8806	06/01/18 09.52.00	0.5
06-01-2018	8810	06/01/18 11.52.00	0.0
06-01-2018	8814	06/01/18 13.52.00	-0.5
06-01-2018	8818	06/01/18 15.52.00	54.5
06-01-2018	8822	06/01/18 17.52.00	5.5
06-01-2018	8824	06/01/18 18.52.00	0.5
06-01-2018	8826	06/01/18 19.52.00	3.0
06-01-2018	8830	06/01/18 21.52.00	5.5
06-03-2017	11400	06/03/17 07.44.00	5.5
06-03-2017	11414	06/03/17 09.40.00	-0.5
06-03-2017	11418	06/03/17 19.40.00	3.5
06-03-2017	11526	06/03/17 09.08.00	1.5
06-03-2017	2276	06/03/17 08.40.00	0.5
06-03-2017	2286	06/03/17 18.40.00	-0.5
06-03-2017	2986	06/03/17 07.53.00	2.0
06-10-2017	11526	06/10/17 09.08.00	0.0
06-10-2017	2276	06/10/17 08.40.00	3.5
06-10-2017	2278	06/10/17 10.40.00	-0.5
06-10-2017	2280	06/10/17 12.40.00	2.5
06-10-2017	2282	06/10/17 14.40.00	2.5
06-10-2017	2284	06/10/17 16.40.00	1.0
06-10-2017	2286	06/10/17 18.40.00	6.0
06-10-2017	2288	06/10/17 20.40.00	18.5
06-10-2017	2882	06/10/17 07.13.00	1.0
06-10-2017	2986	06/10/17 07.53.00	-2.0
06-10-2017	590	06/10/17 17.19.00	-1.0
06-10-2017	596	06/10/17 21.20.00	127.5
06-10-2017	604	06/10/17 11.59.00	-0.5
06-10-2017	612	06/10/17 19.59.00	-0.5
06-10-2017	8802	06/10/17 07.36.00	3.0
06-10-2017	8804	06/10/17 08.51.00	-0.5
06-10-2017	8806	06/10/17 09.52.00	1.0
06-10-2017	8810	06/10/17 11.52.00	1.0
06-10-2017	8814	06/10/17 13.52.00	1.0
06-10-2017	8818	06/10/17 15.52.00	2.0
06-10-2017	8822	06/10/17 17.52.00	26.5
06-10-2017	8824	06/10/17 18.52.00	21.0
06-10-2017	8826	06/10/17 19.52.00	37.5
06-10-2017	8830	06/10/17 21.52.00	9.0
06-10-2017	9560	06/10/17 22.29.00	11.0
06-11-2017	11526	06/11/17 09.08.00	1.0
06-11-2017	2130	06/11/17 14.08.00	8.5
06-11-2017	2134	06/11/17 18.08.00	6.5
06-11-2017	2276	06/11/17 08.40.00	6.0
06-11-2017	2278	06/11/17 10.40.00	1.5
06-11-2017	2280	06/11/17 12.40.00	3.5
06-11-2017	2282	06/11/17 14.40.00	2.0
06-11-2017	2284	06/11/17 16.40.00	10.5
06-11-2017	2286	06/11/17 18.40.00	39.5
06-11-2017	2882	06/11/17 07.13.00	0.5
06-11-2017	2986	06/11/17 07.53.00	4.5
06-11-2017	590	06/11/17 17.19.00	1.0
06-11-2017	604	06/11/17 11.59.00	-9.0
06-11-2017	612	06/11/17 19.59.00	8.5
06-11-2017	8802	06/11/17 07.36.00	7.5
06-11-2017	8804	06/11/17 08.51.00	3.5
06-11-2017	8806	06/11/17 09.52.00	3.0
06-11-2017	8810	06/11/17 11.52.00	20.0
06-11-2017	8814	06/11/17 13.52.00	19.0
06-11-2017	8818	06/11/17 15.52.00	3.0
06-11-2017	8822	06/11/17 17.52.00	12.5
06-11-2017	8824	06/11/17 18.52.00	14.0
06-11-2017	8826	06/11/17 19.52.00	6.5
06-12-2016	11400	06/12/16 07.44.00	6.5
06-12-2016	11414	06/12/16 09.40.00	9.0
06-12-2016	11526	06/12/16 09.08.00	8.5
06-12-2016	2276	06/12/16 08.40.00	1.5
06-12-2016	2902	06/12/16 07.13.00	1.0
06-12-2016	2986	06/12/16 07.53.00	2.5
06-12-2017	11526	06/12/17 09.08.00	1.0
06-12-2017	2130	06/12/17 14.08.00	5.0
06-12-2017	2134	06/12/17 18.08.00	4.0
06-12-2017	2276	06/12/17 08.40.00	6.5
06-12-2017	2278	06/12/17 10.40.00	14.0
06-12-2017	2280	06/12/17 12.40.00	11.0
06-12-2017	2282	06/12/17 14.40.00	2.0
06-12-2017	2284	06/12/17 16.40.00	2.0
06-12-2017	2286	06/12/17 18.40.00	8.0
06-12-2017	2882	06/12/17 07.13.00	3.0
06-12-2017	2986	06/12/17 07.53.00	7.0
06-12-2017	590	06/12/17 17.19.00	7.0
06-12-2017	604	06/12/17 11.59.00	-1.5
06-12-2017	612	06/12/17 19.59.00	-5.5
06-12-2017	8802	06/12/17 07.36.00	17.5
06-12-2017	8804	06/12/17 08.51.00	3.5
06-12-2017	8806	06/12/17 09.52.00	1.5
06-12-2017	8810	06/12/17 11.52.00	28.0
06-12-2017	8814	06/12/17 13.52.00	12.0
06-12-2017	8818	06/12/17 15.52.00	11.0
06-12-2017	8822	06/12/17 17.52.00	8.0
06-12-2017	8824	06/12/17 18.52.00	21.0
07-01-2017	11400	07/01/17 07.44.00	12.5
07-01-2017	11418	07/01/17 19.40.00	0.0
07-01-2017	11526	07/01/17 09.08.00	20.5
07-01-2017	2276	07/01/17 08.40.00	4.5
07-01-2017	2286	07/01/17 18.40.00	0.5
07-01-2017	2986	07/01/17 07.53.00	8.5
07-01-2018	11526	07/01/18 09.08.00	0.0
07-01-2018	11536	07/01/18 15.08.00	1.0
07-01-2018	2130	07/01/18 14.08.00	0.0
07-01-2018	2134	07/01/18 18.08.00	-0.5
07-01-2018	2136	07/01/18 20.08.00	-0.5
07-01-2018	2276	07/01/18 08.40.00	-0.5
07-01-2018	2278	07/01/18 10.40.00	-1.0
07-01-2018	2280	07/01/18 12.40.00	1.5
07-01-2018	2282	07/01/18 14.40.00	1.0
07-01-2018	2284	07/01/18 16.40.00	1.5
07-01-2018	2286	07/01/18 18.40.00	2.0
07-01-2018	2288	07/01/18 20.40.00	8.0
07-01-2018	2882	07/01/18 07.13.00	1.0
07-01-2018	2986	07/01/18 07.53.00	-1.5
07-01-2018	590	07/01/18 17.19.00	2.5
07-01-2018	596	07/01/18 21.20.00	-0.5
07-01-2018	604	07/01/18 11.59.00	5.0
07-01-2018	612	07/01/18 19.59.00	-1.5
07-01-2018	8802	07/01/18 07.36.00	2.0
07-01-2018	8804	07/01/18 08.51.00	2.0
07-01-2018	8806	07/01/18 09.52.00	3.5
07-01-2018	8810	07/01/18 11.52.00	0.0
07-01-2018	8814	07/01/18 13.52.00	1.0
07-01-2018	8818	07/01/18 15.52.00	1.5
07-01-2018	8822	07/01/18 17.52.00	2.5
07-01-2018	8824	07/01/18 18.52.00	0.0
07-01-2018	8826	07/01/18 19.52.00	0.0
07-01-2018	8830	07/01/18 21.52.00	0.5
07-03-2017	11400	07/03/17 07.44.00	5.0
07-03-2017	11414	07/03/17 09.40.00	0.0
07-03-2017	11418	07/03/17 19.40.00	2.0
07-03-2017	2276	07/03/17 08.40.00	0.0
07-03-2017	2286	07/03/17 18.40.00	1.5
07-03-2017	2986	07/03/17 07.53.00	1.0
07-10-2017	11526	07/10/17 09.08.00	-0.5
07-10-2017	2276	07/10/17 08.40.00	0.5
07-10-2017	2278	07/10/17 10.40.00	-1.5
07-10-2017	2280	07/10/17 12.40.00	2.5
07-10-2017	2282	07/10/17 14.40.00	0.5
07-10-2017	2284	07/10/17 16.40.00	-1.0
07-10-2017	2286	07/10/17 18.40.00	1.5
07-10-2017	2882	07/10/17 07.13.00	1.0
07-10-2017	2986	07/10/17 07.53.00	-0.5
07-10-2017	590	07/10/17 17.19.00	-1.0
07-10-2017	604	07/10/17 11.59.00	2.0
07-10-2017	612	07/10/17 19.59.00	-4.0
07-10-2017	8802	07/10/17 07.36.00	4.5
07-10-2017	8804	07/10/17 08.51.00	0.5
07-10-2017	8806	07/10/17 09.52.00	4.5
07-10-2017	8810	07/10/17 11.52.00	3.0
07-10-2017	8814	07/10/17 13.52.00	19.0
07-10-2017	8818	07/10/17 15.52.00	116.5
07-10-2017	8822	07/10/17 17.52.00	4.0
07-10-2017	8824	07/10/17 18.52.00	2.0
07-11-2017	11526	07/11/17 09.08.00	8.5
07-11-2017	2134	07/11/17 18.08.00	3.5
07-11-2017	2276	07/11/17 08.40.00	5.0
07-11-2017	2278	07/11/17 10.40.00	3.0
07-11-2017	2280	07/11/17 12.40.00	17.0
07-11-2017	2282	07/11/17 14.40.00	2.0
07-11-2017	2284	07/11/17 16.40.00	6.0
07-11-2017	2286	07/11/17 18.40.00	1.0
07-11-2017	2882	07/11/17 07.13.00	1.0
07-11-2017	2986	07/11/17 07.53.00	16.0
07-11-2017	590	07/11/17 17.19.00	4.0
07-11-2017	604	07/11/17 11.59.00	5.5
07-11-2017	612	07/11/17 19.59.00	12.5
07-11-2017	8802	07/11/17 07.36.00	14.0
07-11-2017	8804	07/11/17 08.51.00	16.5
07-11-2017	8806	07/11/17 09.52.00	1.5
07-11-2017	8810	07/11/17 11.52.00	6.0
07-11-2017	8814	07/11/17 13.52.00	10.0
07-11-2017	8818	07/11/17 15.52.00	2.5
07-11-2017	8826	07/11/17 19.52.00	13.5
07-12-2016	11400	07/12/16 07.44.00	16.5
07-12-2016	11414	07/12/16 09.40.00	-1.0
07-12-2016	11526	07/12/16 09.08.00	0.5
07-12-2016	2276	07/12/16 08.40.00	10.0
07-12-2016	2902	07/12/16 07.13.00	3.5
07-12-2016	2986	07/12/16 07.53.00	0.0
07-12-2017	11526	07/12/17 09.08.00	11.0
07-12-2017	2130	07/12/17 14.08.00	2.5
07-12-2017	2134	07/12/17 18.08.00	27.5
07-12-2017	2276	07/12/17 08.40.00	3.5
07-12-2017	2278	07/12/17 10.40.00	6.0
07-12-2017	2280	07/12/17 12.40.00	6.0
07-12-2017	2282	07/12/17 14.40.00	4.0
07-12-2017	2284	07/12/17 16.40.00	2.0
07-12-2017	2286	07/12/17 18.40.00	33.5
07-12-2017	2882	07/12/17 07.13.00	2.0
07-12-2017	2986	07/12/17 07.53.00	9.5
07-12-2017	590	07/12/17 17.19.00	6.5
07-12-2017	604	07/12/17 11.59.00	1.0
07-12-2017	612	07/12/17 19.59.00	23.0
07-12-2017	8802	07/12/17 07.36.00	12.5
07-12-2017	8804	07/12/17 08.51.00	21.5
07-12-2017	8806	07/12/17 09.52.00	11.5
07-12-2017	8810	07/12/17 11.52.00	39.0
07-12-2017	8814	07/12/17 13.52.00	10.0
07-12-2017	8822	07/12/17 17.52.00	13.0
07-12-2017	8824	07/12/17 18.52.00	34.5
07-12-2017	8826	07/12/17 19.52.00	7.0
08-01-2017	11526	08/01/17 09.08.00	-0.5
08-01-2017	2276	08/01/17 08.40.00	3.0
08-01-2017	2986	08/01/17 07.53.00	-4.5
08-01-2018	11526	08/01/18 09.08.00	-0.5
08-01-2018	11536	08/01/18 15.08.00	5.5
08-01-2018	2130	08/01/18 14.08.00	-0.5
08-01-2018	2134	08/01/18 18.08.00	27.5
08-01-2018	2136	08/01/18 20.08.00	6.0
08-01-2018	2276	08/01/18 08.40.00	8.5
08-01-2018	2278	08/01/18 10.40.00	0.5
08-01-2018	2280	08/01/18 12.40.00	2.0
08-01-2018	2282	08/01/18 14.40.00	0.0
08-01-2018	2284	08/01/18 16.40.00	0.0
08-01-2018	2286	08/01/18 18.40.00	16.5
08-01-2018	2288	08/01/18 20.40.00	5.5
08-01-2018	2882	08/01/18 07.13.00	4.0
08-01-2018	2986	08/01/18 07.53.00	1.5
08-01-2018	590	08/01/18 17.19.00	3.5
08-01-2018	596	08/01/18 21.20.00	1.5
08-01-2018	604	08/01/18 11.59.00	5.5
08-01-2018	612	08/01/18 19.59.00	-1.5
08-01-2018	8802	08/01/18 07.36.00	5.5
08-01-2018	8804	08/01/18 08.51.00	2.5
08-01-2018	8806	08/01/18 09.52.00	1.0
08-01-2018	8810	08/01/18 11.52.00	3.0
08-01-2018	8814	08/01/18 13.52.00	-0.5
08-01-2018	8818	08/01/18 15.52.00	0.5
08-01-2018	8822	08/01/18 17.52.00	18.5
08-01-2018	8824	08/01/18 18.52.00	17.5
08-01-2018	8826	08/01/18 19.52.00	14.0
08-03-2017	11400	08/03/17 07.44.00	5.5
08-03-2017	11418	08/03/17 19.40.00	2.5
08-03-2017	11526	08/03/17 09.08.00	0.5
08-03-2017	2276	08/03/17 08.40.00	0.5
08-03-2017	2286	08/03/17 18.40.00	7.5
08-03-2017	2986	08/03/17 07.53.00	1.5
08-10-2017	11526	08/10/17 09.08.00	0.5
08-10-2017	2276	08/10/17 08.40.00	2.0
08-10-2017	2278	08/10/17 10.40.00	1.5
08-10-2017	2280	08/10/17 12.40.00	2.5
08-10-2017	2282	08/10/17 14.40.00	0.0
08-10-2017	2284	08/10/17 16.40.00	0.0
08-10-2017	2286	08/10/17 18.40.00	9.5
08-10-2017	2882	08/10/17 07.13.00	1.5
08-10-2017	2986	08/10/17 07.53.00	-5.0
08-10-2017	590	08/10/17 17.19.00	0.5
08-10-2017	604	08/10/17 11.59.00	0.5
08-10-2017	612	08/10/17 19.59.00	-1.0
08-10-2017	8802	08/10/17 07.36.00	-0.5
08-10-2017	8804	08/10/17 08.51.00	0.5
08-10-2017	8806	08/10/17 09.52.00	1.0
08-10-2017	8810	08/10/17 11.52.00	0.5
08-10-2017	8814	08/10/17 13.52.00	0.5
08-10-2017	8818	08/10/17 15.52.00	0.5
08-10-2017	8822	08/10/17 17.52.00	16.0
08-10-2017	8824	08/10/17 18.52.00	4.5
08-11-2017	11526	08/11/17 09.08.00	2.5
08-11-2017	2134	08/11/17 18.08.00	0.5
08-11-2017	2276	08/11/17 08.40.00	3.0
08-11-2017	2278	08/11/17 10.40.00	3.0
08-11-2017	2280	08/11/17 12.40.00	-1.0
08-11-2017	2282	08/11/17 14.40.00	2.0
08-11-2017	2284	08/11/17 16.40.00	1.5
08-11-2017	2286	08/11/17 18.40.00	3.0
08-11-2017	2882	08/11/17 07.13.00	2.0
08-11-2017	2986	08/11/17 07.53.00	5.0
08-11-2017	590	08/11/17 17.19.00	3.0
08-11-2017	604	08/11/17 11.59.00	7.0
08-11-2017	612	08/11/17 19.59.00	20.5
08-11-2017	8802	08/11/17 07.36.00	4.0
08-11-2017	8804	08/11/17 08.51.00	3.0
08-11-2017	8806	08/11/17 09.52.00	4.5
08-11-2017	8810	08/11/17 11.52.00	5.0
08-11-2017	8814	08/11/17 13.52.00	0.0
08-11-2017	8818	08/11/17 15.52.00	12.5
08-11-2017	8822	08/11/17 17.52.00	1.5
08-11-2017	8826	08/11/17 19.52.00	22.0
08-12-2016	11418	08/12/16 19.40.00	36.5
08-12-2016	11526	08/12/16 09.08.00	5.0
08-12-2016	2068	08/12/16 18.08.00	9.0
08-12-2016	2276	08/12/16 08.40.00	1.5
08-12-2016	2286	08/12/16 18.40.00	0.0
08-12-2016	2902	08/12/16 07.13.00	1.5
08-12-2016	2986	08/12/16 07.53.00	-4.5
08-12-2017	11526	08/12/17 09.08.00	1.0
08-12-2017	2134	08/12/17 18.08.00	3.0
08-12-2017	2276	08/12/17 08.40.00	1.5
08-12-2017	2278	08/12/17 10.40.00	2.5
08-12-2017	2280	08/12/17 12.40.00	1.0
08-12-2017	2282	08/12/17 14.40.00	1.5
08-12-2017	2284	08/12/17 16.40.00	2.5
08-12-2017	2286	08/12/17 18.40.00	2.0
08-12-2017	2882	08/12/17 07.13.00	2.0
08-12-2017	2986	08/12/17 07.53.00	-2.5
08-12-2017	590	08/12/17 17.19.00	2.5
08-12-2017	604	08/12/17 11.59.00	185.5
08-12-2017	612	08/12/17 19.59.00	4.5
08-12-2017	8802	08/12/17 07.36.00	2.5
08-12-2017	8804	08/12/17 08.51.00	2.5
08-12-2017	8806	08/12/17 09.52.00	3.0
08-12-2017	8810	08/12/17 11.52.00	203.0
08-12-2017	8814	08/12/17 13.52.00	103.5
08-12-2017	8818	08/12/17 15.52.00	14.0
08-12-2017	8822	08/12/17 17.52.00	2.0
08-12-2017	8824	08/12/17 18.52.00	3.0
08-12-2017	8826	08/12/17 19.52.00	4.0
09-01-2017	11400	09/01/17 07.44.00	4.5
09-01-2017	11414	09/01/17 09.40.00	52.0
09-01-2017	11526	09/01/17 09.08.00	0.5
09-01-2017	2276	09/01/17 08.40.00	1.5
09-01-2017	2986	09/01/17 07.53.00	0.5
09-01-2018	11526	09/01/18 09.08.00	-0.5
09-01-2018	11536	09/01/18 15.08.00	0.0
09-01-2018	2130	09/01/18 14.08.00	-1.0
09-01-2018	2134	09/01/18 18.08.00	-0.5
09-01-2018	2136	09/01/18 20.08.00	0.0
09-01-2018	2276	09/01/18 08.40.00	3.5
09-01-2018	2278	09/01/18 10.40.00	-0.5
09-01-2018	2280	09/01/18 12.40.00	0.0
09-01-2018	2282	09/01/18 14.40.00	-1.0
09-01-2018	2284	09/01/18 16.40.00	1.0
09-01-2018	2286	09/01/18 18.40.00	11.5
09-01-2018	2288	09/01/18 20.40.00	5.5
09-01-2018	2882	09/01/18 07.13.00	0.5
09-01-2018	2986	09/01/18 07.53.00	4.0
09-01-2018	590	09/01/18 17.19.00	11.5
09-01-2018	596	09/01/18 21.20.00	2.0
09-01-2018	604	09/01/18 11.59.00	-9.0
09-01-2018	8802	09/01/18 07.36.00	7.0
09-01-2018	8804	09/01/18 08.51.00	10.0
09-01-2018	8806	09/01/18 09.52.00	1.0
09-01-2018	8810	09/01/18 11.52.00	25.0
09-01-2018	8814	09/01/18 13.52.00	3.5
09-01-2018	8822	09/01/18 17.52.00	51.0
09-01-2018	8824	09/01/18 18.52.00	53.5
09-01-2018	8826	09/01/18 19.52.00	58.5
09-03-2017	11400	09/03/17 07.44.00	2.0
09-03-2017	11414	09/03/17 09.40.00	0.5
09-03-2017	11418	09/03/17 19.40.00	-0.5
09-03-2017	11526	09/03/17 09.08.00	0.5
09-03-2017	2276	09/03/17 08.40.00	0.5
09-03-2017	2286	09/03/17 18.40.00	2.5
09-03-2017	2986	09/03/17 07.53.00	-2.0
09-10-2017	11526	09/10/17 09.08.00	3.0
09-10-2017	2130	09/10/17 14.08.00	-1.0
09-10-2017	2134	09/10/17 18.08.00	0.0
09-10-2017	2276	09/10/17 08.40.00	14.0
09-10-2017	2278	09/10/17 10.40.00	4.0
09-10-2017	2280	09/10/17 12.40.00	-1.0
09-10-2017	2282	09/10/17 14.40.00	0.0
09-10-2017	2284	09/10/17 16.40.00	1.5
09-10-2017	2286	09/10/17 18.40.00	4.0
09-10-2017	2882	09/10/17 07.13.00	17.0
09-10-2017	2986	09/10/17 07.53.00	16.0
09-10-2017	590	09/10/17 17.19.00	8.0
09-10-2017	604	09/10/17 11.59.00	-6.0
09-10-2017	8802	09/10/17 07.36.00	11.0
09-10-2017	8804	09/10/17 08.51.00	9.5
09-10-2017	8806	09/10/17 09.52.00	0.0
09-10-2017	8810	09/10/17 11.52.00	13.5
09-10-2017	8814	09/10/17 13.52.00	0.0
09-10-2017	8818	09/10/17 15.52.00	2.5
09-10-2017	8822	09/10/17 17.52.00	7.0
09-10-2017	8824	09/10/17 18.52.00	20.0
09-12-2017	11526	09/12/17 09.08.00	1.5
09-12-2017	2130	09/12/17 14.08.00	1.5
09-12-2017	2134	09/12/17 18.08.00	1.0
09-12-2017	2276	09/12/17 08.40.00	4.0
09-12-2017	2278	09/12/17 10.40.00	2.0
09-12-2017	2280	09/12/17 12.40.00	2.5
09-12-2017	2282	09/12/17 14.40.00	3.0
09-12-2017	2284	09/12/17 16.40.00	2.5
09-12-2017	2286	09/12/17 18.40.00	2.0
09-12-2017	2882	09/12/17 07.13.00	3.0
09-12-2017	2986	09/12/17 07.53.00	6.0
09-12-2017	590	09/12/17 17.19.00	7.5
09-12-2017	604	09/12/17 11.59.00	2.5
09-12-2017	612	09/12/17 19.59.00	-0.5
09-12-2017	8802	09/12/17 07.36.00	8.5
09-12-2017	8804	09/12/17 08.51.00	8.5
09-12-2017	8806	09/12/17 09.52.00	2.0
09-12-2017	8810	09/12/17 11.52.00	3.0
09-12-2017	8814	09/12/17 13.52.00	3.5
09-12-2017	8818	09/12/17 15.52.00	6.0
09-12-2017	8822	09/12/17 17.52.00	2.5
09-12-2017	8824	09/12/17 18.52.00	7.5
09-12-2017	8826	09/12/17 19.52.00	16.0
10-10-2017	11526	10/10/17 09.08.00	8.5
10-10-2017	2130	10/10/17 14.08.00	5.0
10-10-2017	2134	10/10/17 18.08.00	0.5
10-10-2017	2276	10/10/17 08.40.00	4.5
10-10-2017	2278	10/10/17 10.40.00	8.0
10-10-2017	2280	10/10/17 12.40.00	18.0
10-10-2017	2282	10/10/17 14.40.00	0.5
10-10-2017	2284	10/10/17 16.40.00	-1.5
10-10-2017	2286	10/10/17 18.40.00	2.0
10-10-2017	2882	10/10/17 07.13.00	17.5
10-10-2017	2986	10/10/17 07.53.00	6.5
10-10-2017	590	10/10/17 17.19.00	11.5
10-10-2017	604	10/10/17 11.59.00	10.5
10-10-2017	8802	10/10/17 07.36.00	5.0
10-10-2017	8804	10/10/17 08.51.00	16.0
10-10-2017	8806	10/10/17 09.52.00	4.5
10-10-2017	8810	10/10/17 11.52.00	3.0
10-10-2017	8814	10/10/17 13.52.00	13.0
10-10-2017	8818	10/10/17 15.52.00	6.0
10-10-2017	8822	10/10/17 17.52.00	0.0
10-10-2017	8824	10/10/17 18.52.00	15.0
10-10-2017	8826	10/10/17 19.52.00	7.5
10-12-2017	11526	10/12/17 09.08.00	0.5
10-12-2017	11536	10/12/17 15.08.00	-0.5
10-12-2017	2130	10/12/17 14.08.00	1.0
10-12-2017	2134	10/12/17 18.08.00	2.0
10-12-2017	2136	10/12/17 20.08.00	2.0
10-12-2017	2276	10/12/17 08.40.00	0.5
10-12-2017	2278	10/12/17 10.40.00	2.5
10-12-2017	2280	10/12/17 12.40.00	8.5
10-12-2017	2282	10/12/17 14.40.00	2.0
10-12-2017	2284	10/12/17 16.40.00	2.0
10-12-2017	2286	10/12/17 18.40.00	3.0
10-12-2017	2882	10/12/17 07.13.00	0.5
10-12-2017	2986	10/12/17 07.53.00	-3.0
10-12-2017	590	10/12/17 17.19.00	5.0
10-12-2017	604	10/12/17 11.59.00	2.0
10-12-2017	612	10/12/17 19.59.00	2.5
10-12-2017	8802	10/12/17 07.36.00	4.5
10-12-2017	8804	10/12/17 08.51.00	2.0
10-12-2017	8806	10/12/17 09.52.00	1.5
10-12-2017	8810	10/12/17 11.52.00	2.0
10-12-2017	8814	10/12/17 13.52.00	1.5
10-12-2017	8818	10/12/17 15.52.00	11.5
10-12-2017	8822	10/12/17 17.52.00	4.0
10-12-2017	8824	10/12/17 18.52.00	1.5
10-12-2017	8826	10/12/17 19.52.00	1.5
11-10-2017	11526	11/10/17 09.08.00	0.5
11-10-2017	2130	11/10/17 14.08.00	1.0
11-10-2017	2134	11/10/17 18.08.00	0.0
11-10-2017	2276	11/10/17 08.40.00	-0.5
11-10-2017	2278	11/10/17 10.40.00	0.5
11-10-2017	2280	11/10/17 12.40.00	-1.0
11-10-2017	2282	11/10/17 14.40.00	5.0
11-10-2017	2284	11/10/17 16.40.00	0.0
11-10-2017	2286	11/10/17 18.40.00	8.5
11-10-2017	2882	11/10/17 07.13.00	0.5
11-10-2017	2986	11/10/17 07.53.00	1.0
11-10-2017	590	11/10/17 17.19.00	2.5
11-10-2017	604	11/10/17 11.59.00	-4.5
11-10-2017	612	11/10/17 19.59.00	3.0
11-10-2017	8802	11/10/17 07.36.00	3.0
11-10-2017	8804	11/10/17 08.51.00	2.5
11-10-2017	8806	11/10/17 09.52.00	4.5
11-10-2017	8810	11/10/17 11.52.00	12.5
11-10-2017	8814	11/10/17 13.52.00	5.5
11-10-2017	8818	11/10/17 15.52.00	0.0
11-10-2017	8822	11/10/17 17.52.00	1.5
11-10-2017	8824	11/10/17 18.52.00	11.5
11-10-2017	8826	11/10/17 19.52.00	4.5
11-12-2017	11526	11/12/17 09.08.00	5.5
11-12-2017	11536	11/12/17 15.08.00	0.5
11-12-2017	2130	11/12/17 14.08.00	2.0
11-12-2017	2134	11/12/17 18.08.00	4.5
11-12-2017	2136	11/12/17 20.08.00	7.5
11-12-2017	2276	11/12/17 08.40.00	3.0
11-12-2017	2278	11/12/17 10.40.00	5.0
11-12-2017	2280	11/12/17 12.40.00	3.0
11-12-2017	2282	11/12/17 14.40.00	1.0
11-12-2017	2284	11/12/17 16.40.00	3.0
11-12-2017	2286	11/12/17 18.40.00	4.5
11-12-2017	2288	11/12/17 20.40.00	2.5
11-12-2017	2882	11/12/17 07.13.00	3.5
11-12-2017	2986	11/12/17 07.53.00	3.0
11-12-2017	590	11/12/17 17.19.00	13.0
11-12-2017	596	11/12/17 21.20.00	4.0
11-12-2017	604	11/12/17 11.59.00	4.5
11-12-2017	612	11/12/17 19.59.00	-8.0
11-12-2017	8802	11/12/17 07.36.00	5.0
11-12-2017	8804	11/12/17 08.51.00	15.0
11-12-2017	8806	11/12/17 09.52.00	7.0
11-12-2017	8810	11/12/17 11.52.00	2.0
11-12-2017	8814	11/12/17 13.52.00	1.5
11-12-2017	8818	11/12/17 15.52.00	2.0
11-12-2017	8822	11/12/17 17.52.00	10.5
11-12-2017	8824	11/12/17 18.52.00	3.5
11-12-2017	8826	11/12/17 19.52.00	16.0
12-10-2017	9560	11/10/17 22.29.00	0.0
12-12-2016	11400	12/12/16 07.44.00	4.5
12-12-2016	11414	12/12/16 09.40.00	2.0
12-12-2016	11526	12/12/16 09.08.00	1.5
12-12-2016	2276	12/12/16 08.40.00	4.0
12-12-2016	2286	12/12/16 18.40.00	10.0
12-12-2016	2986	12/12/16 07.53.00	0.5
12-12-2017	11526	12/12/17 09.08.00	8.5
12-12-2017	11536	12/12/17 15.08.00	11.0
12-12-2017	2130	12/12/17 14.08.00	10.0
12-12-2017	2134	12/12/17 18.08.00	1.5
12-12-2017	2136	12/12/17 20.08.00	1.5
12-12-2017	2276	12/12/17 08.40.00	6.0
12-12-2017	2278	12/12/17 10.40.00	1.5
12-12-2017	2280	12/12/17 12.40.00	45.5
12-12-2017	2282	12/12/17 14.40.00	3.5
12-12-2017	2284	12/12/17 16.40.00	3.0
12-12-2017	2286	12/12/17 18.40.00	1.0
12-12-2017	2288	12/12/17 20.40.00	2.0
12-12-2017	2882	12/12/17 07.13.00	1.0
12-12-2017	2986	12/12/17 07.53.00	7.0
12-12-2017	590	12/12/17 17.19.00	2.0
12-12-2017	596	12/12/17 21.20.00	3.5
12-12-2017	604	12/12/17 11.59.00	2.5
12-12-2017	612	12/12/17 19.59.00	17.5
12-12-2017	8802	12/12/17 07.36.00	8.5
12-12-2017	8804	12/12/17 08.51.00	10.0
12-12-2017	8806	12/12/17 09.52.00	8.5
12-12-2017	8810	12/12/17 11.52.00	3.5
12-12-2017	8814	12/12/17 13.52.00	17.0
12-12-2017	8818	12/12/17 15.52.00	8.5
12-12-2017	8822	12/12/17 17.52.00	6.0
12-12-2017	8824	12/12/17 18.52.00	29.5
12-12-2017	8826	12/12/17 19.52.00	2.5
13-10-2017	11526	13/10/17 09.08.00	0.0
13-10-2017	2134	13/10/17 18.08.00	0.5
13-10-2017	2276	13/10/17 08.40.00	3.0
13-10-2017	2278	13/10/17 10.40.00	-0.5
13-10-2017	2280	13/10/17 12.40.00	1.5
13-10-2017	2282	13/10/17 14.40.00	1.0
13-10-2017	2284	13/10/17 16.40.00	3.5
13-10-2017	2286	13/10/17 18.40.00	4.0
13-10-2017	2288	13/10/17 20.40.00	3.5
13-10-2017	2882	13/10/17 07.13.00	0.0
13-10-2017	2986	13/10/17 07.53.00	0.5
