Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
8413	TRIESTE CENTRALE	29/11/17 06.52.00	29/11/17 06.52.30	0.5
8413	VENEZIA MESTRE	29/11/17 08.24.00	29/11/17 08.23.00	-1.0
8413	PADOVA	29/11/17 08.51.00	29/11/17 08.53.00	2.0
8413	FERRARA	29/11/17 09.23.00	29/11/17 09.27.30	4.5
8413	BOLOGNA C.LE	29/11/17 09.50.00	29/11/17 09.56.00	6.0
8413	FIRENZE S.M.N.	29/11/17 10.30.00	29/11/17 10.43.30	13.5
8413	ROMA TERMINI	29/11/17 12.10.00	29/11/17 12.21.00	11.0
11483	FERRARA	29/11/17 13.35.00	29/11/17 13.37.00	2.0
11483	CORONELLA	29/11/17 13.40.00	29/11/17 13.42.00	2.0
11483	POGGIO RENATICO	29/11/17 13.45.00	29/11/17 13.50.30	5.5
11483	GALLIERA	29/11/17 13.50.00	29/11/17 13.58.00	8.0
11483	S.PIETRO IN CASALE	29/11/17 13.56.00	29/11/17 14.00.30	4.5
11483	S.GIORGIO P.	29/11/17 14.02.00	29/11/17 14.05.30	3.5
11483	FUNO CENTERGROSS	29/11/17 14.07.00	29/11/17 14.10.30	3.5
11483	CASTELMAGGIORE	29/11/17 14.11.00	29/11/17 14.13.00	2.0
11483	BOLOGNA CORTICELLA	29/11/17 14.21.00	29/11/17 14.23.00	2.0
11483	BOLOGNA C.LE	29/11/17 14.35.00	29/11/17 14.33.30	-1.5
6411	FERRARA	29/11/17 09.26.00	29/11/17 09.35.30	9.5
6411	POGGIO RENATICO	29/11/17 09.33.00	29/11/17 09.47.00	14.0
6411	GALLIERA	29/11/17 09.38.00	29/11/17 09.51.30	13.5
6411	S.PIETRO IN CASALE	29/11/17 09.43.00	29/11/17 09.55.30	12.5
6411	S.GIORGIO P.	29/11/17 09.53.00	29/11/17 10.03.00	10.0
6411	FUNO CENTERGROSS	29/11/17 09.58.00	29/11/17 10.07.30	9.5
6411	CASTELMAGGIORE	29/11/17 10.01.00	29/11/17 10.09.00	8.0
6411	BOLOGNA CORTICELLA	29/11/17 10.05.00	29/11/17 10.12.00	7.0
6411	BOLOGNA C.LE	29/11/17 10.13.00	29/11/17 10.20.30	7.5
6411	BOLOGNA SAN VITALE	29/11/17 10.27.00	29/11/17 10.31.30	4.5
6411	S.LAZZARO DI SAVENA	29/11/17 10.31.00	29/11/17 10.39.00	8.0
6411	OZZANO DELL'EMILIA	29/11/17 10.36.00	29/11/17 10.43.30	7.5
6411	VARIGNANA	29/11/17 10.40.00	29/11/17 10.47.00	7.0
6411	CASTEL S.PIETRO TERME	29/11/17 10.45.00	29/11/17 10.51.00	6.0
6411	IMOLA	29/11/17 10.55.00	29/11/17 10.59.00	4.0
2231	VENEZIA SANTA LUCIA	29/11/17 10.42.00	29/11/17 10.42.30	0.5
2231	VENEZIA MESTRE	29/11/17 10.52.00	29/11/17 10.53.00	1.0
2231	PADOVA	29/11/17 11.08.00	29/11/17 11.11.00	3.0
2231	TERME EUGANEE-ABANO-MONTEGR.	29/11/17 11.20.00	29/11/17 11.21.30	1.5
2231	MONSELICE	29/11/17 11.29.00	29/11/17 11.31.00	2.0
2231	ROVIGO	29/11/17 11.48.00	29/11/17 11.42.30	-5.5
2231	FERRARA	29/11/17 12.09.00	29/11/17 12.06.00	-3.0
2231	S.PIETRO IN CASALE	29/11/17 12.22.00	29/11/17 12.26.30	4.5
2231	BOLOGNA C.LE	29/11/17 12.40.00	29/11/17 12.42.00	2.0
11427	FERRARA	29/11/17 05.56.00	29/11/17 05.57.00	1.0
11427	POGGIO RENATICO	29/11/17 06.04.00	29/11/17 06.09.30	5.5
11427	GALLIERA	29/11/17 06.10.00	29/11/17 06.16.00	6.0
11427	S.PIETRO IN CASALE	29/11/17 06.15.00	29/11/17 06.19.00	4.0
11427	S.GIORGIO P.	29/11/17 06.20.00	29/11/17 06.24.00	4.0
11427	FUNO CENTERGROSS	29/11/17 06.25.00	29/11/17 06.29.00	4.0
11427	CASTELMAGGIORE	29/11/17 06.28.00	29/11/17 06.32.00	4.0
11427	BOLOGNA CORTICELLA	29/11/17 06.32.00	29/11/17 06.36.00	4.0
11427	BOLOGNA C.LE	29/11/17 06.44.00	29/11/17 06.44.30	0.5
2229	VENEZIA SANTA LUCIA	29/11/17 08.42.00	29/11/17 08.42.30	0.5
2229	VENEZIA MESTRE	29/11/17 08.52.00	29/11/17 08.52.30	0.5
2229	PADOVA	29/11/17 09.08.00	29/11/17 09.14.00	6.0
2229	TERME EUGANEE-ABANO-MONTEGR.	29/11/17 09.20.00	29/11/17 09.26.00	6.0
2229	MONSELICE	29/11/17 09.29.00	29/11/17 09.34.00	5.0
2229	ROVIGO	29/11/17 09.43.00	29/11/17 09.56.00	13.0
2229	FERRARA	29/11/17 10.09.00	29/11/17 10.14.30	5.5
2229	S.PIETRO IN CASALE	29/11/17 10.22.00	29/11/17 10.32.30	10.5
2229	BOLOGNA C.LE	29/11/17 10.40.00	29/11/17 10.48.30	8.5
595	TRIESTE CENTRALE	29/11/17 13.02.00	29/11/17 13.03.30	1.5
595	MONFALCONE	29/11/17 13.25.00	29/11/17 13.25.30	0.5
595	CERVIGNANO A.G.	29/11/17 13.36.00	29/11/17 13.39.00	3.0
595	LATISANA LIGNANO B.	29/11/17 13.50.00	29/11/17 13.55.30	5.5
595	PORTOGRUARO CAORLE	29/11/17 13.59.00	29/11/17 14.13.00	14.0
595	S. DONA` DI PIAVE	29/11/17 14.17.00	29/11/17 14.30.00	13.0
595	VENEZIA MESTRE	29/11/17 14.52.00	29/11/17 14.57.00	5.0
595	PADOVA	29/11/17 15.30.00	29/11/17 15.33.30	3.5
595	MONSELICE	29/11/17 15.46.00	29/11/17 15.48.30	2.5
595	ROVIGO	29/11/17 15.58.00	29/11/17 16.00.30	2.5
595	FERRARA	29/11/17 16.19.00	29/11/17 16.18.30	-0.5
595	BOLOGNA C.LE	29/11/17 16.45.00	29/11/17 16.51.00	6.0
595	PRATO CENTRALE	29/11/17 17.30.00	29/11/17 17.41.30	11.5
595	FIRENZE RIFREDI	29/11/17 17.45.00	29/11/17 17.51.30	6.5
595	FIRENZE CAMPO MARTE	29/11/17 17.55.00	29/11/17 18.00.00	5.0
595	AREZZO	29/11/17 18.26.00	29/11/17 18.29.00	3.0
595	TERONTOLA CORTONA	29/11/17 18.45.00	29/11/17 18.54.30	9.5
595	CHIUSI C.T.	29/11/17 19.02.00	29/11/17 19.15.30	13.5
595	ORVIETO	29/11/17 19.27.00	29/11/17 19.40.00	13.0
595	ORTE	29/11/17 20.00.00	29/11/17 20.07.30	7.5
2227	VENEZIA SANTA LUCIA	29/11/17 07.42.00	29/11/17 07.42.30	0.5
2227	VENEZIA MESTRE	29/11/17 07.52.00	29/11/17 07.51.30	-0.5
2227	PADOVA	29/11/17 08.08.00	29/11/17 08.11.00	3.0
2227	TERME EUGANEE-ABANO-MONTEGR.	29/11/17 08.20.00	29/11/17 08.22.30	2.5
2227	MONSELICE	29/11/17 08.29.00	29/11/17 08.29.30	0.5
2227	ROVIGO	29/11/17 08.48.00	29/11/17 08.44.00	-4.0
2227	FERRARA	29/11/17 09.09.00	29/11/17 09.06.00	-3.0
2227	S.PIETRO IN CASALE	29/11/17 09.22.00	29/11/17 09.25.30	3.5
2227	BOLOGNA C.LE	29/11/17 09.40.00	29/11/17 09.44.30	4.5
2249	VENEZIA SANTA LUCIA	29/11/17 19.42.00	29/11/17 19.44.00	2.0
2249	VENEZIA MESTRE	29/11/17 19.52.00	29/11/17 19.57.30	5.5
2249	PADOVA	29/11/17 20.08.00	29/11/17 20.14.30	6.5
2249	TERME EUGANEE-ABANO-MONTEGR.	29/11/17 20.20.00	29/11/17 20.23.30	3.5
2249	MONSELICE	29/11/17 20.29.00	29/11/17 20.30.30	1.5
2249	ROVIGO	29/11/17 20.48.00	29/11/17 20.42.00	-6.0
11527	ROVIGO	29/11/17 05.57.00	29/11/17 05.58.00	1.0
11527	FERRARA	29/11/17 06.16.00	29/11/17 06.14.30	-1.5
11527	S.PIETRO IN CASALE	29/11/17 06.32.00	29/11/17 06.31.30	-0.5
11527	BOLOGNA C.LE	29/11/17 06.57.00	29/11/17 06.57.00	0.0
2225	VENEZIA SANTA LUCIA	29/11/17 06.42.00	29/11/17 06.43.30	1.5
2225	VENEZIA MESTRE	29/11/17 06.52.00	29/11/17 06.54.00	2.0
2225	PADOVA	29/11/17 07.08.00	29/11/17 07.11.00	3.0
2225	TERME EUGANEE-ABANO-MONTEGR.	29/11/17 07.20.00	29/11/17 07.20.00	0.0
2225	MONSELICE	29/11/17 07.29.00	29/11/17 07.28.00	-1.0
2225	ROVIGO	29/11/17 07.48.00	29/11/17 07.50.00	2.0
2225	FERRARA	29/11/17 08.09.00	29/11/17 08.09.30	0.5
2225	S.PIETRO IN CASALE	29/11/17 08.22.00	29/11/17 08.28.00	6.0
2225	BOLOGNA C.LE	29/11/17 08.43.00	29/11/17 08.47.30	4.5
2223	VENEZIA MESTRE	29/11/17 05.54.00	29/11/17 05.56.00	2.0
2223	PADOVA	29/11/17 06.08.00	29/11/17 06.11.00	3.0
2223	TERME EUGANEE-ABANO-MONTEGR.	29/11/17 06.20.00	29/11/17 06.20.00	0.0
2223	MONSELICE	29/11/17 06.29.00	29/11/17 06.27.00	-2.0
2223	ROVIGO	29/11/17 06.44.00	29/11/17 06.44.00	0.0
2223	FERRARA	29/11/17 07.10.00	29/11/17 07.13.00	3.0
2223	S.PIETRO IN CASALE	29/11/17 07.23.00	29/11/17 07.29.00	6.0
2223	BOLOGNA C.LE	29/11/17 07.43.00	29/11/17 07.45.30	2.5
11583	FERRARA	29/11/17 11.08.00	29/11/17 11.08.30	0.5
11583	CORONELLA	29/11/17 11.13.00	29/11/17 11.13.30	0.5
11583	POGGIO RENATICO	29/11/17 11.18.00	29/11/17 11.24.00	6.0
