delay
3.5
5.0
8.5
7.0
6.0
5.5
33.5
33.5
38.5
36.0
8.5
6.0
7.5
8.0
5.5
4.0
9.0
4.5
8.0
4.0
3.5
3.0
2.5
2.5
4.5
3.0
2.5
4.5
3.5
3.0
3.5
3.5
4.0
3.0
3.0
7.5
3.0
6.5
2.5
2.5
2.5
2.5
2.5
4.0
2.5
2.5
3.0
5.0
3.0
5.0
3.0
3.5
5.5
8.5
7.0
6.0
6.0
6.0
5.0
4.0
5.0
5.5
4.5
2.5
4.0
3.5
6.0
5.5
2.5
2.5
3.5
2.5
5.0
4.0
5.0
3.5
4.0
6.5
7.0
10.5
9.0
8.0
7.0
3.5
2.5
3.0
5.0
4.5
2.5
6.0
3.5
4.5
11.5
7.5
11.5
8.0
8.0
7.5
3.5
3.5
6.5
4.5
3.0
3.0
3.0
4.0
2.5
2.5
3.0
5.0
3.0
10.5
10.0
9.5
10.5
10.5
9.0
2.5
5.0
3.5
2.5
2.5
5.0
3.0
3.5
3.0
2.5
4.0
3.5
3.5
5.0
3.5
2.5
3.5
6.0
4.0
4.0
3.5
3.5
2.5
6.0
6.0
5.5
4.5
2.5
4.5
6.5
5.5
4.5
4.0
4.0
3.0
4.0
2.5
6.5
4.5
3.5
5.0
7.5
6.0
5.5
5.0
5.0
3.5
3.0
3.0
3.5
2.5
2.5
6.0
4.5
3.0
3.5
6.0
5.0
3.5
2.5
3.0
2.5
6.5
5.0
3.0
3.5
5.5
3.5
3.0
2.5
24.5
24.5
24.5
27.0
27.5
25.0
2.5
5.0
4.5
3.5
4.0
6.5
4.5
3.5
2.5
2.5
2.5
5.5
4.0
3.0
3.0
5.5
4.0
3.0
3.0
3.0
3.5
3.0
8.5
4.0
7.5
3.5
3.5
3.5
3.0
3.5
8.5
7.0
6.0
5.0
4.0
9.5
8.5
5.0
3.0
8.5
4.0
7.5
3.5
3.5
3.5
2.5
3.5
6.0
9.0
8.0
8.0
7.5
2.5
5.0
4.0
3.0
3.5
3.0
2.5
2.5
4.0
7.5
3.0
7.0
3.0
3.5
3.0
3.0
3.0
5.0
3.5
3.0
2.5
2.5
3.0
5.0
4.5
3.5
4.5
6.5
5.0
4.0
4.0
2.5
4.5
3.5
2.5
3.5
3.0
8.0
2.5
5.5
2.5
3.0
4.5
3.0
4.5
2.5
2.5
5.0
4.0
2.5
4.0
6.5
5.0
4.5
5.0
11.5
10.5
9.5
10.5
19.5
16.5
5.0
7.0
2.5
2.5
14.0
8.0
3.5
3.5
5.0
3.0
7.5
6.5
5.5
6.5
6.5
6.5
5.5
6.5
2.5
2.5
3.5
3.0
4.0
5.5
4.0
3.0
2.5
3.5
2.5
28.0
26.5
2.5
7.5
3.0
6.5
3.5
3.5
2.5
3.0
4.0
6.0
4.5
4.0
3.0
3.5
4.5
4.0
3.0
4.0
3.5
3.5
8.5
5.0
3.0
8.0
3.5
6.5
3.0
4.5
6.0
4.5
3.5
3.0
7.5
7.0
6.0
6.5
7.0
7.0
2.5
3.5
2.5
6.5
2.5
6.5
2.5
3.0
2.5
3.5
4.0
5.5
3.5
2.5
6.5
4.0
3.5
4.5
4.5
7.5
3.0
7.0
3.0
3.0
4.0
3.0
5.0
6.5
5.0
4.5
5.5
3.0
5.5
4.5
4.0
4.5
5.0
5.0
3.0
5.5
5.0
7.5
3.0
6.0
6.0
6.5
10.0
9.5
10.0
9.5
8.0
8.0
5.5
8.0
7.0
6.5
7.5
7.5
7.5
6.0
4.5
9.5
8.5
4.0
3.0
3.5
6.0
4.5
4.0
4.0
3.5
2.5
9.0
8.0
7.0
7.5
7.5
11.0
3.0
3.0
8.0
3.5
6.5
2.5
2.5
3.0
4.5
3.0
85.0
84.5
84.0
85.5
85.5
86.0
2.5
2.5
6.5
2.5
6.0
2.5
2.5
4.5
3.0
3.0
4.5
3.0
3.5
3.5
5.5
4.0
3.0
2.5
6.5
5.5
4.5
5.0
5.0
5.0
4.0
4.5
2.5
7.5
3.5
7.0
3.5
4.0
4.5
2.5
7.0
8.5
7.0
5.5
6.0
2.5
5.0
3.5
2.5
3.0
5.0
3.0
5.0
5.0
5.0
2.5
7.0
2.5
5.0
2.5
6.5
4.5
8.0
7.0
6.5
5.5
4.5
7.0
2.5
5.0
2.5
2.5
4.5
2.5
2.5
4.5
6.5
5.5
2.5
2.5
3.5
2.5
2.5
3.0
3.5
3.5
5.0
4.0
3.0
4.0
6.0
4.5
4.0
3.5
2.5
7.0
2.5
5.5
3.5
3.5
5.5
7.5
6.0
6.5
7.0
2.5
3.5
2.5
2.5
3.0
5.5
4.0
3.0
3.0
4.5
2.5
22.0
21.0
20.5
21.5
21.5
54.5
2.5
7.0
7.5
5.0
4.5
11.5
7.0
11.0
7.0
7.0
7.0
3.5
2.5
2.5
5.0
3.5
13.0
12.0
12.0
13.5
13.0
10.5
2.5
3.0
2.5
7.0
2.5
6.0
2.5
4.0
6.0
9.0
7.5
7.0
6.0
7.0
6.0
5.0
5.5
5.0
4.0
3.5
2.5
6.5
6.0
2.5
2.5
4.0
4.5
7.0
5.5
4.5
3.5
2.5
4.0
3.0
2.5
3.0
3.0
27.0
2.5
7.5
3.0
7.0
3.0
3.0
2.5
3.0
3.0
4.5
5.0
6.5
5.0
3.5
4.0
3.5
3.0
3.5
3.5
5.0
4.5
4.5
3.0
3.5
4.5
3.0
4.0
3.5
3.0
5.0
5.0
6.0
2.5
4.0
4.0
7.5
3.0
7.0
3.0
3.0
2.5
2.5
4.0
3.0
3.5
2.5
6.0
5.0
2.5
3.5
5.0
3.5
2.5
2.5
3.5
3.0
3.0
7.0
2.5
6.0
8.0
5.0
3.5
2.5
2.5
4.5
3.0
3.0
4.0
2.5
3.0
4.5
