day,timeslot_delay
22-01-2018,3.0833333333333335
23-12-2017,3.936170212765957
27-09-2017,3.3602941176470593
07-01-2018,3.3602941176470593
27-11-2017,3.5
18-10-2017,3.970833333333334
08-12-2017,3.970833333333334
03-02-2018,4.046099290780143
14-11-2017,3.9102564102564106
20-10-2017,3.719101123595505
10-12-2017,3.719101123595505
01-11-2017,3.719101123595505
07-02-2018,3.616915422885573
18-11-2017,3.52
24-10-2017,3.48995983935743
14-12-2017,3.48995983935743
05-10-2017,3.4117647058823533
26-01-2018,3.350340136054421
27-12-2017,3.328075709779179
17-12-2017,3.328075709779179
10-10-2017,3.4014705882352936
29-01-2018,3.438692098092642
04-11-2017,3.387305699481865
23-11-2017,3.3728606356968207
01-12-2017,3.5369515011547352
09-10-2017,3.4801324503311255
03-01-2018,3.559748427672955
05-12-2017,3.551383399209487
12-02-2018,3.551383399209487
20-12-2017,3.535714285714286
17-01-2018,3.5555555555555545
14-10-2017,3.6632478632478644
08-11-2017,3.700819672131148
13-11-2017,3.6690590111642734
02-10-2017,3.63063763608087
19-10-2017,3.640508221225709
28-09-2017,3.631004366812228
04-02-2018,3.631004366812228
06-01-2018,3.631004366812228
07-12-2017,3.5924369747899147
30-11-2017,3.577656675749319
23-01-2018,3.537698412698412
24-12-2017,3.537698412698412
10-01-2018,3.537698412698412
27-01-2018,3.50897435897436
28-12-2017,3.4931592039801
23-10-2017,3.5416666666666665
17-11-2017,3.5615474794841724
02-11-2017,3.58950969213227
06-10-2017,3.5847268673355637
13-12-2017,3.5819761129207386
16-12-2017,3.554255319148936
27-10-2017,3.521829521829522
08-02-2018,3.4979633401222006
31-01-2018,3.4775672981056833
05-11-2017,3.4775672981056833
11-10-2017,3.4878286270691325
22-11-2017,3.529467680608366
04-12-2017,3.5548837209302317
15-10-2017,3.5548837209302317
26-11-2017,3.5548837209302317
02-01-2018,3.5382165605095546
21-12-2017,3.5909494232475594
09-11-2017,3.5909494232475594
18-01-2018,3.558644656820157
29-11-2017,3.5530560271646854
01-02-2018,3.5589700996677736
29-09-2017,3.5407072368421053
24-01-2018,3.5279352226720646
25-12-2017,3.5279352226720646
03-10-2017,3.503579952267304
12-12-2017,3.526070038910507
22-10-2017,3.526070038910507
29-12-2017,3.5103686635944693
07-10-2017,3.5831443688586546
28-01-2018,3.5831443688586546
16-11-2017,3.702372127501848
03-11-2017,3.703458425312728
05-02-2018,3.6898550724637698
09-01-2018,3.6833095577746087
15-01-2018,3.6629134412385644
30-12-2017,3.6398891966759006
06-11-2017,3.7050408719346035
15-12-2017,3.694444444444442
30-01-2018,3.679183135704875
10-02-2018,3.6673151750972752
21-11-2017,3.6616709183673453
01-01-2018,3.6616709183673453
09-02-2018,3.646264908976772
12-10-2017,3.646264908976772
26-10-2017,3.6310259579728035
16-10-2017,3.630937880633375
30-09-2017,3.613581730769232
05-01-2018,3.6203429923122408
19-01-2018,3.605370694687685
31-10-2017,3.5967741935483883
20-01-2018,3.5832386363636375
22-12-2017,3.57763452914798
19-12-2017,3.5682320441988944
25-11-2017,3.571467539552646
08-01-2018,3.564889606892837
09-12-2017,3.5607352157698453
26-09-2017,3.569092827004217
02-02-2018,3.6136836628511952
21-01-2018,3.6136836628511952
04-10-2017,3.609479649665122
15-11-2017,3.6133706151499747
17-10-2017,3.6301507537688433
28-11-2017,3.627791563275433
08-10-2017,3.627791563275433
06-02-2018,3.610838646395291
11-12-2017,3.63623188405797
21-10-2017,3.627684964200475
25-01-2018,3.6395568128241393
26-12-2017,3.6395568128241393
20-11-2017,3.6460176991150424
16-01-2018,3.6502076603599467
07-11-2017,3.6771545827633396
31-12-2017,3.6771545827633396
02-12-2017,3.6923598553345407
11-02-2018,3.6923598553345407
25-10-2017,3.713679034421103
19-11-2017,3.713679034421103
04-01-2018,3.7076514816452915
30-10-2017,3.705122591943955
24-11-2017,3.6998266146510588
13-10-2017,3.7051502145922774
06-12-2017,3.693172179813405
01-10-2017,3.693172179813405
18-12-2017,3.755872483221473
