Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
6463	BOLOGNA C.LE	01/11/17 05.00.00	01/11/17 05.01.30	1.5
6463	VARIGNANA	01/11/17 05.11.00	01/11/17 05.15.30	4.5
6463	CASTEL S.PIETRO TERME	01/11/17 05.17.00	01/11/17 05.19.30	2.5
6463	IMOLA	01/11/17 05.25.00	01/11/17 05.27.00	2.0
6463	CASTELBOLOGNESE	01/11/17 05.31.00	01/11/17 05.33.00	2.0
6463	FAENZA	01/11/17 05.37.00	01/11/17 05.39.30	2.5
6463	FORLI`	01/11/17 05.46.00	01/11/17 05.49.00	3.0
11591	RAVENNA	01/11/17 06.28.00	01/11/17 06.28.30	0.5
11591	CLASSE	01/11/17 06.32.00	01/11/17 06.33.00	1.0
11591	LIDO DI CLASSE-LIDO DI SAVIO	01/11/17 06.41.00	01/11/17 06.40.00	-1.0
11591	CERVIA-MILANO MARITTIMA	01/11/17 06.49.00	01/11/17 06.48.00	-1.0
11591	CESENATICO	01/11/17 06.56.00	01/11/17 06.57.30	1.5
11591	GATTEO A MARE	01/11/17 07.01.00	01/11/17 07.04.00	3.0
11591	BELLARIA	01/11/17 07.06.00	01/11/17 07.06.30	0.5
11591	IGEA MARINA	01/11/17 07.10.00	01/11/17 07.10.30	0.5
11591	RIMINI TORRE PEDRERA	01/11/17 07.16.00	01/11/17 07.17.00	1.0
11591	RIMINI VISERBA	01/11/17 07.20.00	01/11/17 07.20.00	0.0
11591	RIMINI	01/11/17 07.27.00	01/11/17 07.25.00	-2.0
2121	BOLOGNA C.LE	01/11/17 06.35.00	01/11/17 06.36.30	1.5
2121	CASTEL S.PIETRO TERME	01/11/17 06.49.00	01/11/17 06.48.30	-0.5
2121	IMOLA	01/11/17 07.00.00	01/11/17 06.56.00	-4.0
2121	CASTELBOLOGNESE	01/11/17 07.08.00	01/11/17 07.05.30	-2.5
2121	FAENZA	01/11/17 07.14.00	01/11/17 07.19.30	5.5
2121	FORLI`	01/11/17 07.25.00	01/11/17 07.28.00	3.0
2121	CESENA	01/11/17 07.40.00	01/11/17 07.39.00	-1.0
11525	BOLOGNA C.LE	01/11/17 07.06.00	01/11/17 07.08.00	2.0
11525	OZZANO DELL'EMILIA	01/11/17 07.15.00	01/11/17 07.17.30	2.5
11525	VARIGNANA	01/11/17 07.19.00	01/11/17 07.21.00	2.0
11525	CASTEL S.PIETRO TERME	01/11/17 07.25.00	01/11/17 07.24.30	-0.5
11525	IMOLA	01/11/17 07.32.00	01/11/17 07.32.00	0.0
11525	CASTELBOLOGNESE	01/11/17 07.38.00	01/11/17 07.39.00	1.0
11525	FAENZA	01/11/17 07.44.00	01/11/17 07.45.00	1.0
11525	FORLI`	01/11/17 07.55.00	01/11/17 07.54.00	-1.0
11407	PIACENZA	01/11/17 05.29.00	01/11/17 05.30.30	1.5
