Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
11525	BOLOGNA C.LE	01/02/18 07.06.00	01/02/18 07.12.00	6.0
11525	OZZANO DELL'EMILIA	01/02/18 07.15.00	01/02/18 07.21.00	6.0
11525	VARIGNANA	01/02/18 07.19.00	01/02/18 07.24.30	5.5
11525	CASTEL S.PIETRO TERME	01/02/18 07.25.00	01/02/18 07.28.30	3.5
11525	IMOLA	01/02/18 07.32.00	01/02/18 07.35.30	3.5
11525	CASTELBOLOGNESE	01/02/18 07.38.00	01/02/18 07.42.00	4.0
11525	FAENZA	01/02/18 07.44.00	01/02/18 07.48.00	4.0
11525	FORLI`	01/02/18 07.55.00	01/02/18 07.58.00	3.0
11407	PIACENZA	01/02/18 05.29.00	01/02/18 05.31.30	2.5
11407	PONTENURE	01/02/18 05.36.00	01/02/18 05.39.00	3.0
11407	CADEO	01/02/18 05.42.00	01/02/18 05.43.30	1.5
11407	FIORENZUOLA	01/02/18 05.48.00	01/02/18 05.50.30	2.5
11407	FIDENZA	01/02/18 05.56.00	01/02/18 05.59.00	3.0
11407	CASTELGUELFO	01/02/18 06.03.00	01/02/18 06.05.30	2.5
11407	PARMA	01/02/18 06.12.00	01/02/18 06.17.00	5.0
11407	S.ILARIO	01/02/18 06.21.00	01/02/18 06.24.30	3.5
11407	REGGIO EMILIA	01/02/18 06.32.00	01/02/18 06.36.00	4.0
11407	RUBIERA	01/02/18 06.41.00	01/02/18 06.45.00	4.0
11407	MODENA	01/02/18 06.50.00	01/02/18 06.55.30	5.5
11407	CASTELFRANCO D'EMILIA	01/02/18 06.59.00	01/02/18 07.07.00	8.0
11407	SAMOGGIA	01/02/18 07.05.00	01/02/18 07.15.00	10.0
11407	ANZOLA	01/02/18 07.11.00	01/02/18 07.26.30	15.5
11407	BOLOGNA C.LE	01/02/18 07.28.00	01/02/18 07.36.30	8.5
11407	OZZANO DELL'EMILIA	01/02/18 07.42.00	01/02/18 07.50.00	8.0
11407	VARIGNANA	01/02/18 07.46.00	01/02/18 07.53.30	7.5
11407	CASTEL S.PIETRO TERME	01/02/18 07.52.00	01/02/18 07.57.30	5.5
11407	IMOLA	01/02/18 08.00.00	01/02/18 08.08.00	8.0
11407	CASTELBOLOGNESE	01/02/18 08.08.00	01/02/18 08.21.00	13.0
11407	FAENZA	01/02/18 08.14.00	01/02/18 08.27.00	13.0
