Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
20532	MODENA	16/10/17 12.09.00	16/10/17 12.10.00	1.0
20532	CARPI	16/10/17 12.22.00	16/10/17 12.23.00	1.0
20532	ROLO NOVI FABBRICO	16/10/17 12.34.00	16/10/17 12.34.30	0.5
20532	VILLANOVA DI REGGIOLO	16/10/17 12.40.30	16/10/17 12.41.00	0.5
20532	GONZAGA-REGGIOLO	16/10/17 12.44.30	16/10/17 12.44.30	0.0
20532	PALIDANO	16/10/17 12.49.30	16/10/17 12.52.30	3.0
20532	SUZZARA	16/10/17 12.54.00	16/10/17 12.56.00	2.0
20532	ROMANORE	16/10/17 13.01.00	16/10/17 13.04.30	3.5
20532	LEVATA	16/10/17 13.07.30	16/10/17 13.14.30	7.0
20532	BORGOCHIESANUOVA	16/10/17 13.10.30	16/10/17 13.17.00	6.5
20532	MANTOVA	16/10/17 13.17.00	16/10/17 13.19.30	2.5
20751	VERONA PORTA NUOVA	16/10/17 13.30.00	16/10/17 13.32.30	2.5
20751	DOSSOBUONO	16/10/17 13.38.00	16/10/17 13.40.00	2.0
20751	VILLAFRANCA DI VERONA	16/10/17 13.46.00	16/10/17 13.47.30	1.5
20751	MOZZECANE	16/10/17 13.52.00	16/10/17 13.55.00	3.0
20751	ROVERBELLA	16/10/17 14.00.00	16/10/17 14.02.00	2.0
20751	S.ANTONIO MANTOVANO	16/10/17 14.09.00	16/10/17 14.09.00	0.0
20751	MANTOVA	16/10/17 14.16.00	16/10/17 14.16.00	0.0
20352	PARMA	16/10/17 17.52.00	16/10/17 17.53.00	1.0
20352	CASALMAGGIORE	16/10/17 18.10.00	16/10/17 18.17.30	7.5
20352	PIADENA	16/10/17 18.27.00	16/10/17 18.31.30	4.5
20352	ASOLA	16/10/17 18.38.00	16/10/17 18.41.30	3.5
20352	GHEDI	16/10/17 18.56.30	16/10/17 19.00.30	4.0
20352	BRESCIA	16/10/17 19.12.00	16/10/17 19.16.00	4.0
20570	MODENA	16/10/17 18.09.00	16/10/17 18.10.00	1.0
20570	CARPI	16/10/17 18.22.00	16/10/17 18.21.00	-1.0
20570	ROLO NOVI FABBRICO	16/10/17 18.34.00	16/10/17 18.36.30	2.5
20570	VILLANOVA DI REGGIOLO	16/10/17 18.40.30	16/10/17 18.43.00	2.5
20570	GONZAGA-REGGIOLO	16/10/17 18.44.30	16/10/17 18.46.30	2.0
20570	PALIDANO	16/10/17 18.49.30	16/10/17 18.54.00	4.5
20570	SUZZARA	16/10/17 18.54.00	16/10/17 18.58.00	4.0
20570	ROMANORE	16/10/17 19.01.00	16/10/17 19.07.00	6.0
20570	LEVATA	16/10/17 19.07.30	16/10/17 19.16.30	9.0
20570	BORGOCHIESANUOVA	16/10/17 19.10.30	16/10/17 19.19.00	8.5
20570	MANTOVA	16/10/17 19.17.00	16/10/17 19.21.30	4.5
2892	BOLOGNA C.LE	16/10/17 05.00.00	16/10/17 05.01.30	1.5
2892	CASTELFRANCO D'EMILIA	16/10/17 05.14.00	16/10/17 05.18.30	4.5
2892	MODENA	16/10/17 05.22.00	16/10/17 05.26.30	4.5
2892	REGGIO EMILIA	16/10/17 05.36.00	16/10/17 05.39.30	3.5
2892	PARMA	16/10/17 05.51.00	16/10/17 05.54.00	3.0
2892	FIDENZA	16/10/17 06.05.00	16/10/17 06.05.30	0.5
2892	FIORENZUOLA	16/10/17 06.17.00	16/10/17 06.14.30	-2.5
2892	PIACENZA	16/10/17 06.32.00	16/10/17 06.31.30	-0.5
2892	S.NICOLO'	16/10/17 06.40.00	16/10/17 06.42.00	2.0
2892	CASTEL S.GIOVANNI	16/10/17 06.50.00	16/10/17 06.50.00	0.0
2892	STRADELLA	16/10/17 06.59.00	16/10/17 07.00.00	1.0
2892	VOGHERA	16/10/17 07.17.00	16/10/17 07.18.00	1.0
2132	ANCONA	16/10/17 12.40.00	16/10/17 12.56.00	16.0
2274	BOLOGNA C.LE	16/10/17 05.52.00	16/10/17 05.54.30	2.5
2274	ANZOLA	16/10/17 06.03.00	16/10/17 06.07.00	4.0
2274	SAMOGGIA	16/10/17 06.08.00	16/10/17 06.11.30	3.5
2274	CASTELFRANCO D'EMILIA	16/10/17 06.14.00	16/10/17 06.17.00	3.0
2274	MODENA	16/10/17 06.23.00	16/10/17 06.26.00	3.0
2274	RUBIERA	16/10/17 06.32.00	16/10/17 06.35.00	3.0
2274	REGGIO EMILIA	16/10/17 06.40.00	16/10/17 06.43.30	3.5
2274	S.ILARIO	16/10/17 06.53.00	16/10/17 06.54.00	1.0
2274	PARMA	16/10/17 07.03.00	16/10/17 07.01.30	-1.5
2274	FIDENZA	16/10/17 07.24.00	16/10/17 07.15.30	-8.5
2274	FIORENZUOLA	16/10/17 07.33.00	16/10/17 07.32.30	-0.5
2274	PIACENZA	16/10/17 07.48.00	16/10/17 07.45.30	-2.5
2274	LODI	16/10/17 08.17.00	16/10/17 08.27.30	10.5
2274	MILANO ROGOREDO	16/10/17 08.36.00	16/10/17 08.54.30	18.5
2274	MILANO LAMBRATE	16/10/17 08.43.00	16/10/17 09.01.30	18.5
2274	MILANO CENTRALE	16/10/17 08.50.00	16/10/17 09.09.00	19.0
20759	VERONA PORTA NUOVA	16/10/17 17.30.00	16/10/17 17.31.30	1.5
20759	DOSSOBUONO	16/10/17 17.38.00	16/10/17 17.40.00	2.0
20759	VILLAFRANCA DI VERONA	16/10/17 17.46.00	16/10/17 17.46.30	0.5
20759	MOZZECANE	16/10/17 17.52.00	16/10/17 17.55.00	3.0
20759	ROVERBELLA	16/10/17 18.00.00	16/10/17 18.01.30	1.5
20759	S.ANTONIO MANTOVANO	16/10/17 18.09.00	16/10/17 18.08.00	-1.0
