stz1,stz2
3.0,8.5
8.5,11.5
17.5,19.5
4.5,4.5
5.0,5.5
5.5,5.0
1.0,2.0
1.0,1.5
6.0,6.0
5.5,5.5
8.5,8.5
3.5,3.5
7.5,8.0
3.5,4.0
4.0,4.0
5.0,5.0
3.0,3.0
7.5,8.0
2.0,3.0
6.5,6.5
4.0,4.0
4.5,4.5
4.5,5.0
0.5,2.5
0.5,2.0
1.0,4.5
1.0,3.0
1.5,5.0
1.0,1.5
1.0,2.5
1.0,1.5
4.5,8.0
1.5,3.0
1.0,0.5
1.5,1.5
0.5,1.0
1.5,4.0
0.5,0.5
1.5,1.5
2.0,7.0
0.5,3.0
0.5,6.5
1.5,2.5
2.5,1.0
3.5,2.5
3.5,3.0
4.5,4.0
4.0,3.0
3.5,2.5
3.0,2.0
4.0,3.5
1.5,2.0
3.0,2.5
4.0,2.5
4.5,4.0
2.5,1.5
8.5,7.0
3.0,2.5
2.5,1.5
4.0,4.0
3.5,2.5
2.5,2.0
3.5,2.0
3.5,2.0
4.0,3.0
6.0,5.5
4.0,2.0
5.0,2.5
4.5,3.0
7.0,5.0
4.0,2.0
5.0,3.0
4.5,2.5
2.5,0.5
5.5,3.5
3.5,2.0
5.5,3.0
5.5,4.5
3.0,1.0
24.5,23.0
5.0,3.5
6.5,4.5
4.5,2.5
1.5,2.0
7.5,8.0
1.5,3.0
4.5,4.5
1.0,3.5
1.0,0.5
4.5,4.5
1.0,1.0
7.5,8.5
0.5,0.5
3.0,4.0
4.0,6.5
12.0,9.5
1.5,1.5
2.0,2.5
3.0,2.5
1.5,1.0
4.0,2.0
0.5,3.0
1.5,1.5
3.0,0.5
0.5,1.5
1.0,1.0
1.5,0.5
1.0,0.5
1.5,2.0
1.0,1.0
1.0,0.5
1.5,0.5
1.5,1.5
1.0,1.5
1.0,1.0
1.0,0.5
1.5,1.0
1.5,1.0
1.5,1.0
1.5,1.5
2.5,1.0
1.5,1.0
1.5,1.0
3.5,3.5
3.5,1.5
7.0,4.5
3.5,2.0
11.5,10.0
4.5,3.0
11.0,10.0
3.5,1.0
3.5,2.0
3.0,1.0
3.5,2.0
1.5,1.0
5.0,4.0
6.0,6.0
0.5,5.5
1.5,0.5
1.5,0.5
7.0,7.0
5.0,15.0
6.0,5.0
1.0,1.0
3.0,2.0
1.5,1.5
1.5,2.0
1.0,1.0
1.0,1.0
1.5,2.0
4.0,4.0
1.0,1.0
1.5,1.5
1.0,2.0
0.5,1.5
1.5,2.5
0.5,1.0
0.5,0.5
1.5,1.5
2.0,2.5
3.0,2.5
1.0,2.5
1.5,1.5
1.0,0.5
5.0,4.0
2.5,0.5
6.0,4.0
6.5,4.5
2.5,0.5
3.0,1.0
3.5,2.0
3.0,1.5
7.5,5.5
6.5,4.5
3.0,2.0
5.5,4.0
1.5,0.5
5.0,3.0
1.0,1.5
2.0,1.0
5.0,3.0
1.5,0.5
2.5,0.5
2.5,1.5
7.5,3.0
7.0,4.5
8.5,7.5
3.0,10.0
6.0,5.0
3.0,2.5
2.0,0.5
4.5,6.5
3.0,1.5
4.0,16.0
3.0,0.5
7.5,5.5
6.5,5.5
9.5,8.0
5.5,3.0
3.0,1.5
2.0,2.5
3.0,2.5
18.5,17.0
2.5,1.0
0.5,4.0
1.5,1.5
1.0,2.0
2.0,1.0
5.5,0.5
0.5,3.0
1.0,1.5
11.5,8.5
6.5,4.5
4.5,2.0
2.0,3.0
2.5,1.5
1.5,1.5
7.0,6.5
1.0,5.0
1.0,2.5
4.0,4.5
1.5,0.5
1.5,2.0
4.0,3.5
2.5,3.5
3.0,4.0
2.5,2.5
1.0,1.5
3.5,4.5
2.5,2.0
1.0,1.5
6.5,6.5
5.5,6.0
4.0,5.5
2.0,1.5
1.0,3.5
2.5,8.0
2.5,3.0
1.5,1.5
2.0,3.0
3.5,3.5
1.5,8.0
2.0,2.0
4.0,2.5
5.0,3.5
7.5,5.5
3.5,1.0
4.5,3.5
1.5,0.5
5.5,3.5
2.0,0.5
4.5,3.5
3.5,2.0
4.5,3.0
5.5,3.0
3.0,1.0
1.5,0.5
1.5,0.5
7.0,5.5
1.5,0.5
4.0,2.5
2.0,1.0
3.5,2.0
6.5,5.0
3.5,4.0
2.5,2.5
0.5,1.5
1.5,3.0
8.0,7.0
0.5,5.5
2.0,3.0
2.0,0.5
4.5,1.0
11.5,10.5
1.5,3.0
8.0,7.0
7.5,5.5
0.5,0.5
10.0,6.5
2.0,2.0
1.5,3.0
3.0,4.0
2.5,1.5
0.5,3.5
1.0,7.0
0.5,1.5
2.5,0.5
2.5,0.5
1.0,0.5
0.5,21.5
1.0,1.5
2.0,1.5
0.5,1.0
2.5,1.0
1.5,2.0
0.5,0.5
2.0,1.0
2.0,0.5
2.5,0.5
1.5,1.5
1.0,6.0
1.0,3.0
1.5,1.0
3.0,4.0
5.5,5.5
4.0,5.5
3.5,6.5
0.5,2.5
3.5,3.0
4.5,5.0
2.5,3.5
3.0,4.0
1.0,12.5
3.0,7.5
3.5,4.5
3.5,5.0
1.0,2.5
2.5,4.5
4.0,6.0
6.0,8.0
4.5,3.5
11.5,11.5
3.5,3.5
1.5,1.0
1.5,0.5
1.5,2.0
1.5,0.5
1.0,2.0
1.0,2.0
1.0,0.5
1.5,0.5
1.5,0.5
1.0,0.5
1.5,0.5
1.5,1.5
1.5,1.5
1.5,0.5
1.5,1.0
1.5,0.5
1.5,0.5
1.5,1.5
2.5,1.0
1.0,1.0
2.5,2.0
7.5,2.0
1.5,1.5
2.5,0.5
2.0,3.0
0.5,0.5
1.5,2.0
1.5,2.0
0.5,1.0
0.5,1.5
1.0,1.5
2.0,2.5
1.0,1.5
1.0,1.5
1.0,2.0
3.0,1.0
1.5,2.0
3.0,3.5
1.5,2.0
3.0,3.0
7.0,13.0
5.0,6.5
3.5,4.5
42.5,44.5
6.5,9.0
6.5,8.0
2.5,3.5
5.5,6.5
5.5,9.0
5.5,7.0
1.5,3.0
9.0,11.5
2.5,2.5
6.0,7.0
9.0,11.0
5.0,7.5
3.5,4.0
3.5,7.0
4.0,5.5
5.5,8.5
0.5,0.5
0.5,2.0
0.5,1.0
0.5,1.0
0.5,1.0
0.5,1.5
0.5,1.0
1.0,1.5
1.5,0.5
2.0,1.5
0.5,0.5
2.5,2.0
1.0,1.0
0.5,1.5
0.5,2.0
1.0,0.5
0.5,0.5
0.5,1.0
0.5,0.5
2.0,1.5
1.5,1.5
0.5,1.5
2.0,3.5
0.5,1.5
3.0,2.5
6.0,8.5
2.0,3.5
1.0,4.0
3.5,5.0
0.5,2.0
0.5,1.0
4.5,9.5
1.5,2.0
2.0,3.0
0.5,0.5
4.0,8.0
8.0,9.5
1.0,2.5
2.0,3.0
2.5,3.0
0.5,1.0
13.0,10.5
3.5,2.0
6.0,9.5
2.5,2.0
4.0,8.5
3.5,2.0
2.0,1.5
0.5,3.5
5.5,5.0
1.0,11.0
2.5,5.5
5.0,4.0
0.5,0.5
2.0,5.5
18.0,14.0
3.0,1.5
2.0,1.5
6.5,5.0
2.0,1.0
5.5,5.5
2.5,2.5
4.0,6.0
2.5,4.0
1.0,2.5
0.5,1.5
1.0,2.0
3.5,2.5
3.0,2.5
2.5,2.0
1.5,3.0
5.0,3.5
3.0,2.0
2.5,2.0
1.5,1.0
2.5,5.5
2.0,1.0
2.5,0.5
2.0,1.0
1.0,2.0
3.0,4.5
3.5,2.0
27.0,36.0
5.5,6.0
2.5,3.0
2.5,3.5
2.5,2.0
4.5,4.5
2.0,3.0
5.5,5.0
1.0,3.5
0.5,1.5
0.5,4.0
6.5,5.5
2.5,1.5
1.0,24.0
4.0,5.0
5.5,6.0
13.0,10.5
7.5,11.0
2.0,0.5
2.5,3.0
3.5,2.5
17.0,13.0
3.0,2.5
1.5,2.5
4.5,5.0
2.0,1.5
1.0,6.0
4.0,8.5
1.5,0.5
17.0,11.5
3.0,3.0
2.0,1.0
3.0,3.0
3.5,4.0
2.0,1.5
3.5,4.5
2.0,3.5
2.0,1.0
2.0,3.5
1.5,2.0
3.5,3.5
1.5,2.0
0.5,0.5
1.5,2.5
1.5,2.0
1.5,1.5
1.0,1.5
1.5,3.0
1.0,1.0
4.5,5.0
1.5,1.5
1.5,2.0
3.5,3.5
1.5,2.0
2.0,2.0
1.0,1.5
2.0,2.5
1.0,1.5
0.5,2.0
1.0,2.0
2.0,4.0
2.5,4.5
1.5,1.0
1.5,4.0
1.0,2.0
0.5,3.0
1.5,4.5
1.0,3.5
0.5,2.0
4.0,3.0
1.0,2.0
1.0,0.5
1.5,1.0
1.5,5.5
5.5,2.5
3.5,3.5
55.5,55.0
0.5,0.5
2.5,5.0
4.0,6.0
3.0,4.5
10.5,15.0
5.0,9.5
1.5,6.0
5.0,11.0
10.0,13.0
4.0,3.0
3.5,4.0
3.0,4.5
10.5,13.5
10.0,10.5
1.0,2.0
5.5,12.5
5.5,3.0
5.0,10.5
2.0,3.5
4.0,6.5
5.0,6.0
1.0,1.0
0.5,0.5
1.5,1.0
1.0,0.5
0.5,0.5
1.5,1.5
0.5,1.5
1.5,0.5
2.0,1.0
1.0,1.0
1.5,0.5
0.5,0.5
1.5,1.5
0.5,0.5
1.0,0.5
0.5,3.0
0.5,0.5
1.0,0.5
0.5,0.5
1.0,0.5
2.5,2.5
4.5,4.0
4.0,2.5
2.5,0.5
3.5,2.0
6.0,3.5
3.0,39.5
6.0,5.0
4.5,4.0
4.5,1.5
7.5,4.0
6.5,3.5
5.0,6.0
5.0,2.5
9.5,9.0
10.5,8.5
27.0,25.5
3.5,2.0
6.5,4.5
9.5,7.5
2.0,1.5
3.5,3.5
6.5,6.0
1.0,1.5
2.0,2.0
1.5,2.0
2.0,2.0
0.5,0.5
0.5,1.0
2.0,2.0
1.0,0.5
3.0,3.0
4.0,4.0
5.0,4.5
2.5,3.0
2.0,2.0
2.0,2.0
2.0,2.5
4.5,4.5
1.0,1.5
5.5,4.5
2.0,1.5
6.0,5.5
2.0,1.0
2.0,2.0
15.5,14.5
4.5,4.0
4.0,3.0
1.5,2.0
1.0,1.0
1.5,2.0
3.5,4.0
2.0,2.0
1.0,1.0
8.0,7.0
2.5,3.0
3.5,4.0
3.5,2.5
2.0,1.5
1.5,2.0
0.5,0.5
1.0,0.5
0.5,0.5
1.0,0.5
1.0,1.0
0.5,0.5
0.5,4.0
1.0,1.0
1.0,1.0
0.5,0.5
1.0,0.5
1.0,0.5
1.0,0.5
1.0,0.5
1.0,0.5
0.5,0.5
1.0,1.0
1.0,0.5
1.0,0.5
1.0,0.5
4.5,6.0
1.0,0.5
4.0,5.5
2.0,3.0
1.5,5.0
1.5,8.0
1.5,2.5
2.5,2.5
2.0,7.5
3.5,5.0
3.5,3.0
2.5,4.0
5.5,9.0
11.5,12.5
2.5,2.0
2.5,2.0
2.5,4.0
1.5,1.5
2.5,2.5
1.0,1.0
2.5,4.5
5.5,6.5
2.5,1.5
9.5,12.0
7.5,7.5
5.0,5.5
3.0,4.5
1.0,0.5
3.0,1.5
3.0,4.5
2.5,2.5
2.0,2.0
3.0,3.5
3.0,2.5
4.0,2.0
2.0,2.0
2.5,2.0
3.0,2.5
2.0,0.5
4.0,4.0
2.0,2.0
1.5,1.5
3.0,2.5
42.5,42.5
1.5,1.5
1.5,1.5
2.0,1.5
3.0,3.0
4.0,4.0
20.0,19.0
2.5,1.5
2.5,2.0
2.5,2.5
3.0,3.5
2.0,2.0
3.0,2.5
2.0,2.0
2.5,2.5
2.5,2.5
1.5,1.5
7.0,6.0
2.0,1.5
6.0,5.5
1.5,0.5
4.5,4.5
32.5,32.0
8.5,7.0
5.0,4.0
3.5,2.5
6.0,5.5
14.5,15.5
2.5,1.5
11.0,10.5
1.5,3.0
2.5,1.0
6.5,6.0
13.0,13.0
3.0,1.5
12.5,12.5
4.0,4.0
2.5,2.0
1.0,0.5
2.0,2.0
1.5,1.0
1.5,1.5
1.5,1.0
0.5,0.5
1.5,2.0
1.5,1.0
4.5,4.5
5.0,3.5
2.5,2.5
2.5,1.0
1.5,1.0
2.5,1.5
3.5,3.0
1.5,1.0
2.5,2.5
1.0,1.0
2.5,1.0
15.5,15.5
7.0,7.5
19.0,18.5
3.5,15.0
5.5,9.0
36.0,51.5
19.5,20.5
20.0,19.0
23.0,21.5
4.0,7.5
10.5,7.5
9.5,8.5
3.0,4.0
57.5,57.0
1.0,5.5
46.5,46.0
9.5,9.0
6.0,4.5
1.5,3.5
10.0,9.0
3.5,2.5
3.5,2.5
0.5,1.0
1.5,1.0
4.0,5.0
38.0,36.5
1.5,1.5
2.5,1.0
2.5,2.0
2.0,1.5
8.0,8.0
3.0,1.5
2.5,1.0
2.0,1.0
5.5,6.0
2.0,1.5
0.5,1.0
2.5,1.5
2.0,2.0
3.0,2.0
2.5,4.5
1.0,2.5
0.5,3.5
2.0,4.5
2.0,4.0
0.5,2.0
0.5,2.0
0.5,2.0
1.0,2.5
1.0,3.0
2.0,3.5
0.5,3.0
2.5,4.5
1.5,3.5
4.5,7.0
0.5,3.0
4.5,7.0
5.5,7.0
3.0,4.0
1.5,5.0
3.0,5.0
2.5,7.0
0.5,1.0
1.0,2.5
1.0,1.0
3.5,2.0
3.5,3.0
2.5,2.5
2.5,1.5
2.0,2.5
2.5,1.0
1.0,4.0
0.5,3.0
1.5,5.0
3.0,2.5
2.5,1.5
0.5,3.5
1.5,1.0
2.5,0.5
0.5,5.5
5.0,4.0
2.0,1.0
2.0,0.5
1.0,0.5
3.5,3.5
2.0,0.5
2.0,5.5
2.0,0.5
2.0,1.0
1.5,1.5
2.0,1.5
1.0,1.0
1.5,0.5
2.0,1.0
1.5,0.5
1.5,2.0
5.5,5.5
2.5,2.0
2.0,0.5
2.5,1.0
1.5,0.5
0.5,2.0
0.5,1.0
1.5,0.5
1.0,1.0
1.5,1.0
1.0,3.0
0.5,1.0
1.0,1.0
1.5,1.0
1.0,2.0
1.5,18.0
1.0,1.0
0.5,1.0
1.0,0.5
1.0,1.0
2.0,4.5
1.0,0.5
0.5,1.5
1.0,2.0
3.0,2.0
3.5,1.5
1.5,0.5
2.5,1.5
2.5,1.5
2.5,1.0
4.5,2.5
2.5,0.5
2.5,1.0
3.5,2.5
2.5,1.5
2.0,1.0
2.5,0.5
2.0,0.5
3.0,2.0
3.0,1.5
1.5,0.5
2.5,1.0
2.5,1.5
2.5,1.5
2.0,1.0
1.5,0.5
1.5,0.5
1.5,0.5
2.0,0.5
2.5,0.5
1.0,0.5
2.5,4.0
2.0,0.5
2.0,0.5
2.5,0.5
2.0,0.5
1.5,0.5
1.5,0.5
2.0,1.0
1.0,0.5
1.5,0.5
2.0,0.5
1.5,0.5
2.0,0.5
1.0,1.0
1.5,0.5
0.5,5.5
1.5,4.0
1.0,1.0
3.0,0.5
0.5,1.5
1.0,3.0
1.0,1.5
2.0,3.0
1.0,4.5
1.0,2.0
0.5,1.0
0.5,6.0
0.5,0.5
1.0,1.0
2.0,3.0
1.0,1.5
0.5,1.0
1.5,1.0
3.5,1.5
1.5,0.5
21.0,18.5
3.5,3.0
1.0,1.5
0.5,1.5
3.0,1.5
1.0,1.5
1.0,0.5
0.5,0.5
2.5,0.5
5.0,5.5
5.0,7.0
3.5,3.0
3.0,4.5
0.5,0.5
0.5,0.5
2.5,2.0
1.5,1.5
4.5,3.0
20.5,21.0
1.0,3.0
54.5,55.0
1.0,2.0
1.5,3.0
8.5,9.0
3.5,4.0
14.5,14.5
6.5,7.5
21.5,22.0
28.0,33.0
1.5,3.0
2.5,5.5
2.0,2.5
1.0,1.5
23.0,23.0
11.0,12.0
0.5,2.0
1.0,2.0
9.0,11.0
1.5,3.0
3.0,11.5
4.5,3.0
0.5,5.0
2.5,2.0
1.0,3.5
1.5,5.5
3.0,14.0
0.5,5.5
1.0,6.0
3.5,1.5
0.5,13.5
2.0,3.0
2.5,9.5
42.0,46.0
3.5,3.0
10.0,7.0
1.0,3.0
12.5,12.0
8.0,13.0
3.5,2.0
2.5,2.0
3.5,2.5
3.5,2.0
4.0,1.5
4.0,3.0
11.0,6.5
3.0,1.0
1.5,1.0
0.5,7.0
17.5,15.5
29.0,25.0
3.5,2.0
4.5,1.5
1.5,1.0
2.5,1.5
3.0,1.5
2.5,2.0
2.5,0.5
2.0,3.5
0.5,11.5
4.0,13.5
0.5,3.0
0.5,2.5
1.5,3.5
2.0,2.5
3.0,12.0
2.0,7.0
0.5,4.5
1.0,8.5
4.0,2.0
1.5,14.0
2.0,1.0
0.5,1.0
2.0,1.0
3.5,15.0
2.5,0.5
3.0,1.5
2.5,5.0
1.5,2.5
2.0,2.0
0.5,2.0
0.5,5.0
2.0,1.5
1.0,2.0
1.0,2.5
1.5,1.0
1.0,2.0
1.5,2.5
1.0,2.0
2.0,2.5
2.0,2.0
1.0,2.0
2.5,1.5
1.5,2.5
0.5,1.5
12.5,13.5
0.5,0.5
1.0,2.0
1.5,1.0
2.5,4.0
2.5,2.0
0.5,3.5
1.0,6.0
0.5,3.0
3.0,1.0
1.5,4.0
2.0,7.5
0.5,4.0
2.0,2.0
3.5,2.5
2.5,9.5
2.0,0.5
3.0,2.0
3.0,2.0
0.5,2.0
2.0,3.5
1.5,2.0
2.0,5.5
1.5,3.0
6.5,8.0
11.0,10.5
6.0,4.5
10.0,9.5
1.5,2.5
15.0,19.5
4.0,4.0
4.5,8.0
9.0,14.0
2.0,3.5
1.0,9.0
14.5,14.5
1.0,3.0
12.5,16.5
1.5,4.0
11.0,12.5
4.5,4.5
0.5,2.5
1.0,6.0
10.5,11.0
0.5,1.0
7.5,7.5
0.5,1.0
2.0,1.5
1.0,1.0
0.5,0.5
1.0,0.5
1.0,1.0
0.5,1.5
0.5,0.5
1.5,1.0
6.0,6.0
1.0,4.5
1.0,0.5
1.0,1.0
1.0,1.0
0.5,0.5
0.5,0.5
2.0,4.0
0.5,0.5
0.5,1.0
7.0,9.5
3.0,2.5
1.0,0.5
2.5,3.0
3.0,2.0
6.5,6.0
3.0,2.0
1.5,1.5
1.5,1.0
2.5,2.5
3.0,4.5
1.5,3.5
2.0,3.5
2.0,1.0
2.0,2.5
2.5,2.0
5.0,5.0
3.0,3.0
2.0,1.5
5.5,7.5
19.5,22.0
0.5,1.5
6.0,18.0
3.0,1.5
4.0,2.0
1.0,1.5
1.5,1.5
1.0,7.5
14.0,11.5
3.0,2.0
16.5,15.5
2.5,1.5
3.5,4.0
4.0,3.5
10.0,8.0
11.0,8.0
3.5,1.0
1.0,6.5
2.0,1.0
2.0,1.5
1.0,1.5
1.5,1.0
2.5,2.0
1.0,1.0
1.0,0.5
1.5,1.0
3.5,6.5
1.0,0.5
1.0,1.0
2.5,2.0
5.5,5.0
1.5,1.0
1.0,0.5
1.5,1.5
6.5,6.5
18.0,17.0
2.5,2.0
1.5,0.5
0.5,0.5
8.0,10.5
12.5,16.0
10.5,9.5
1.0,1.0
5.0,5.5
4.5,8.0
8.5,6.5
3.5,4.0
3.5,3.0
12.0,21.0
21.0,41.0
6.0,9.5
0.5,4.5
1.5,2.0
4.5,11.0
109.5,117.0
5.5,33.0
3.0,3.5
2.0,11.5
5.5,18.0
0.5,6.5
2.0,4.5
6.0,2.0
2.0,3.0
1.5,1.5
2.5,10.5
0.5,8.5
0.5,4.5
1.5,16.5
0.5,9.0
1.0,3.0
6.0,9.5
1.5,48.5
3.5,5.0
3.5,5.0
4.5,2.0
4.0,21.0
1.5,2.5
5.0,4.0
4.0,20.0
1.5,1.0
9.0,17.5
3.0,14.0
8.0,8.5
0.5,16.5
1.5,3.5
10.5,16.5
3.0,6.0
1.0,6.5
2.5,8.0
1.0,3.5
2.5,2.5
1.0,5.5
1.5,3.5
2.5,4.0
8.0,11.5
5.5,4.5
0.5,5.0
1.0,9.0
2.0,2.5
3.5,2.5
2.5,1.0
3.0,2.5
3.5,3.0
4.5,4.0
4.0,3.0
3.5,2.5
4.0,3.5
3.0,2.5
4.0,2.5
2.5,1.5
3.0,2.5
8.5,7.0
2.5,1.5
4.0,4.0
3.5,2.5
2.0,0.5
3.5,2.0
2.0,0.5
3.5,2.5
1.0,16.0
4.5,3.0
1.0,12.5
8.0,11.5
43.0,46.0
5.0,3.0
11.5,3.5
10.5,2.0
11.5,7.0
6.5,2.5
3.0,23.5
3.5,13.5
9.0,13.5
0.5,4.5
5.5,4.0
1.0,3.0
4.5,3.0
29.0,23.5
3.5,6.0
1.0,1.0
0.5,0.5
2.5,1.0
1.0,48.0
1.0,1.5
1.5,0.5
5.5,0.5
0.5,12.0
1.5,0.5
2.0,1.5
2.0,1.5
1.5,1.5
7.5,1.0
4.0,3.0
4.0,1.0
2.5,4.5
1.0,1.0
0.5,5.0
0.5,3.0
6.5,3.0
4.0,21.5
4.0,6.5
2.0,3.0
3.0,3.5
2.5,5.0
2.5,3.5
3.5,6.0
3.0,5.5
1.0,6.5
1.5,5.0
1.5,2.0
2.5,7.5
2.5,4.0
8.5,9.0
5.5,8.0
4.5,5.5
2.5,4.0
0.5,2.0
3.0,5.0
4.5,12.0
1.5,2.5
10.0,8.5
5.0,4.5
3.5,8.5
1.0,1.5
3.0,2.5
3.5,8.5
3.0,7.5
1.5,1.0
1.0,1.5
2.0,2.0
3.5,3.5
2.5,1.5
7.5,6.0
9.5,9.5
3.0,13.0
1.5,1.0
13.0,13.0
1.0,0.5
8.5,9.0
3.5,9.5
12.5,6.0
3.0,1.0
6.0,2.0
1.5,18.0
17.5,11.0
7.5,1.5
21.0,14.0
6.5,2.5
3.5,2.5
26.5,32.5
6.0,4.5
3.5,2.5
7.0,1.5
6.0,0.5
3.5,11.0
2.0,12.0
5.0,3.0
18.0,12.0
4.5,7.5
3.0,0.5
0.5,1.0
1.0,0.5
0.5,7.5
0.5,1.0
1.0,1.0
1.5,0.5
1.0,0.5
1.5,1.5
0.5,0.5
1.5,3.5
1.0,2.0
1.0,1.0
1.5,0.5
0.5,0.5
0.5,1.0
0.5,1.0
1.5,1.0
1.0,2.5
1.0,1.0
1.0,0.5
3.0,5.5
2.0,3.0
1.5,2.0
0.5,1.5
3.5,9.0
3.0,2.5
2.0,3.0
2.5,4.0
2.0,7.5
2.0,2.5
2.0,3.5
1.0,3.0
1.5,3.0
0.5,1.5
1.5,2.5
3.5,5.0
0.5,2.0
3.0,4.0
0.5,1.0
2.0,2.0
4.5,6.5
13.0,10.5
6.0,9.5
4.0,8.5
12.0,9.0
0.5,3.5
6.0,2.5
1.0,11.0
5.5,1.5
2.5,5.5
6.0,2.0
2.0,5.5
18.0,14.0
4.0,5.5
59.0,55.5
5.0,5.0
0.5,6.0
8.0,9.5
0.5,2.0
8.5,10.5
3.5,12.0
0.5,1.0
1.5,2.0
0.5,1.0
1.0,2.5
0.5,1.0
0.5,2.5
0.5,1.5
0.5,4.0
3.0,1.5
4.5,4.5
1.0,3.0
1.5,1.0
3.0,4.0
2.5,2.5
4.5,3.0
4.0,3.5
4.0,2.0
1.0,1.0
3.0,2.5
2.0,2.5
0.5,3.0
1.0,2.0
1.0,0.5
1.5,3.0
4.0,14.0
2.0,4.0
2.5,6.0
2.5,3.0
3.5,3.5
0.5,1.0
2.5,5.0
3.5,2.0
1.0,6.0
3.0,1.5
0.5,1.5
3.0,9.0
0.5,25.0
0.5,1.5
7.5,12.0
3.5,2.0
1.0,0.5
3.0,2.0
2.5,1.5
2.0,1.5
28.0,26.0
5.5,3.5
5.0,4.5
4.5,2.5
5.5,4.5
3.0,1.5
15.5,14.0
5.5,4.0
1.5,2.0
5.0,3.0
7.5,6.5
3.0,3.0
6.0,5.0
1.5,0.5
3.5,1.5
4.5,5.5
2.5,5.0
5.0,6.0
5.0,5.0
10.0,10.0
3.0,5.0
0.5,2.0
7.5,7.5
1.0,3.5
1.5,0.5
12.0,16.5
5.0,9.5
1.0,5.5
5.0,11.5
1.5,5.0
12.0,13.0
1.5,6.0
4.0,4.0
1.0,2.0
6.5,6.5
0.5,1.5
2.0,1.0
1.0,1.0
5.0,2.5
6.0,9.0
7.0,7.0
5.5,5.0
2.0,4.0
4.0,2.0
1.5,0.5
10.5,8.5
1.0,0.5
3.0,2.5
2.0,0.5
2.0,0.5
1.0,2.0
2.5,3.5
2.0,0.5
2.5,1.5
0.5,2.0
3.0,2.5
2.5,1.0
5.5,4.5
6.5,9.0
2.5,2.5
1.0,3.5
9.0,10.0
2.0,6.0
2.5,1.5
3.0,2.5
2.0,1.5
0.5,0.5
5.0,5.0
1.5,2.5
3.0,3.5
1.0,1.0
1.5,2.5
5.0,2.5
0.5,3.0
3.0,5.0
13.5,8.5
2.0,0.5
38.5,30.0
11.5,2.0
12.5,5.0
12.0,3.5
6.0,1.5
1.0,8.5
34.0,26.0
33.0,28.5
2.0,3.5
14.0,6.5
8.0,0.5
2.5,2.5
2.5,1.5
1.0,1.0
36.0,29.0
34.0,25.0
24.5,19.0
2.5,0.5
2.5,4.5
5.5,6.5
3.0,3.0
2.5,0.5
2.5,1.5
9.5,12.0
7.5,7.5
5.0,5.5
3.0,4.5
3.0,1.5
1.0,0.5
2.5,2.5
3.0,3.5
3.0,2.5
2.0,2.0
4.0,2.0
2.5,2.0
3.0,2.5
4.0,4.0
2.0,0.5
2.0,2.0
1.5,1.5
3.0,3.5
3.0,2.5
42.5,42.5
1.5,1.5
3.0,3.0
2.0,1.5
4.0,4.0
2.5,1.5
2.5,2.0
2.5,2.5
3.0,3.5
2.0,2.0
3.0,2.5
2.5,2.5
2.5,2.5
1.5,1.5
12.5,12.0
2.0,2.0
0.5,0.5
7.0,6.0
36.0,36.5
2.5,2.0
6.0,5.0
1.0,2.0
2.0,1.5
5.5,6.5
5.5,5.5
13.0,12.5
8.0,8.0
8.0,7.0
7.5,6.5
6.0,5.5
1.0,1.5
7.5,7.0
2.0,4.0
1.5,0.5
11.5,12.5
23.0,22.0
1.5,0.5
2.5,2.0
2.0,1.0
1.0,0.5
1.5,2.0
15.0,13.5
1.5,1.5
2.0,2.0
3.5,3.0
2.0,3.0
5.5,5.0
1.5,1.0
2.5,1.5
1.5,2.0
0.5,0.5
1.5,1.0
0.5,0.5
4.5,4.5
1.0,0.5
5.0,3.5
3.0,0.5
0.5,1.0
2.5,0.5
3.0,5.0
1.0,0.5
2.5,7.0
1.0,1.0
0.5,1.0
1.0,2.5
1.0,0.5
1.0,0.5
3.0,0.5
1.0,0.5
1.5,1.0
1.0,1.0
1.5,1.0
2.5,1.0
0.5,0.5
2.0,0.5
3.5,2.0
2.0,0.5
2.0,1.0
2.5,0.5
2.5,0.5
2.5,0.5
2.0,0.5
2.0,1.0
9.0,7.0
0.5,0.5
2.5,0.5
0.5,1.0
1.0,0.5
0.5,0.5
2.5,1.0
5.0,2.5
1.0,0.5
4.0,1.5
3.5,1.5
0.5,1.0
2.5,1.0
2.0,1.0
2.0,0.5
1.0,0.5
3.5,3.5
2.0,5.5
2.0,0.5
1.5,1.5
2.0,1.5
2.0,1.0
1.0,1.0
1.5,0.5
2.0,1.0
1.5,0.5
1.5,2.0
5.5,5.5
2.5,2.0
2.0,0.5
2.5,1.0
0.5,2.0
3.0,2.0
1.0,2.0
0.5,0.5
1.5,1.5
2.0,3.0
1.5,2.0
2.5,1.5
0.5,2.0
2.0,2.0
3.5,1.0
2.0,1.5
1.0,0.5
1.5,1.5
1.0,0.5
1.5,1.0
1.0,1.5
2.0,3.5
1.0,1.5
1.0,1.0
1.0,1.0
1.0,3.0
1.0,2.5
1.0,3.0
1.5,2.0
1.0,1.5
1.0,1.5
1.0,3.0
0.5,1.5
1.5,2.5
1.0,4.0
0.5,2.0
0.5,2.0
1.5,2.5
0.5,1.5
1.5,3.0
2.0,3.5
1.0,1.5
1.5,2.0
1.0,2.0
1.5,1.5
0.5,3.0
2.0,3.0
1.0,5.0
1.0,0.5
2.0,0.5
0.5,4.0
1.0,3.5
