Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
6253	PARMA	22/12/17 07.17.00	22/12/17 07.17.30	0.5
6253	REGGIO EMILIA	22/12/17 07.31.00	22/12/17 07.34.30	3.5
6253	MODENA	22/12/17 07.45.00	22/12/17 07.48.30	3.5
6253	BOLOGNA C.LE	22/12/17 08.14.00	22/12/17 08.12.00	-2.0
9545	TORINO P.NUOVA	22/12/17 15.00.00	22/12/17 15.02.00	2.0
9545	TORINO PORTA SUSA	22/12/17 15.08.00	22/12/17 15.12.00	4.0
9545	MILANO CENTRALE	22/12/17 16.00.00	22/12/17 16.03.00	3.0
9545	MILANO ROGOREDO	22/12/17 16.26.00	22/12/17 16.27.30	1.5
9545	BOLOGNA C.LE/AV	22/12/17 17.22.00	22/12/17 17.19.30	-2.5
9545	FIRENZE S.M.N.	22/12/17 17.59.00	22/12/17 18.00.00	1.0
9545	ROMA TIBURTINA	22/12/17 19.28.00	22/12/17 19.37.00	9.0
9545	ROMA TERMINI	22/12/17 19.40.00	22/12/17 19.46.00	6.0
9545	NAPOLI CENTRALE	22/12/17 21.00.00	22/12/17 21.05.00	5.0
2133	PIACENZA	22/12/17 16.52.00	22/12/17 16.54.00	2.0
2133	FIORENZUOLA	22/12/17 17.04.00	22/12/17 17.07.00	3.0
2133	FIDENZA	22/12/17 17.13.00	22/12/17 17.16.30	3.5
2133	PARMA	22/12/17 17.28.00	22/12/17 17.30.00	2.0
2133	REGGIO EMILIA	22/12/17 17.45.00	22/12/17 17.45.00	0.0
2133	MODENA	22/12/17 17.59.00	22/12/17 18.01.00	2.0
2133	CASTELFRANCO D'EMILIA	22/12/17 18.08.00	22/12/17 18.13.00	5.0
2133	BOLOGNA C.LE	22/12/17 18.28.00	22/12/17 18.29.00	1.0
2133	CASTEL S.PIETRO TERME	22/12/17 18.49.00	22/12/17 18.51.30	2.5
2133	IMOLA	22/12/17 19.00.00	22/12/17 19.00.00	0.0
2133	CASTELBOLOGNESE	22/12/17 19.08.00	22/12/17 19.06.30	-1.5
2133	FAENZA	22/12/17 19.14.00	22/12/17 19.13.30	-0.5
2133	FORLI`	22/12/17 19.25.00	22/12/17 19.24.30	-0.5
2133	CESENA	22/12/17 19.43.00	22/12/17 21.12.30	89.5
2891	VOGHERA	22/12/17 07.01.00	22/12/17 07.02.30	1.5
2891	STRADELLA	22/12/17 07.17.00	22/12/17 07.17.00	0.0
2891	CASTEL S.GIOVANNI	22/12/17 07.25.00	22/12/17 07.25.30	0.5
