Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
6253	PARMA	27/03/18 07.17.00	27/03/18 07.17.00	0.0
6253	REGGIO EMILIA	27/03/18 07.31.00	27/03/18 07.39.00	8.0
6253	MODENA	27/03/18 07.45.00	27/03/18 07.52.30	7.5
6253	BOLOGNA C.LE	27/03/18 08.14.00	27/03/18 08.17.30	3.5
9545	TORINO P.NUOVA	27/03/18 15.00.00	27/03/18 15.05.00	5.0
9545	TORINO PORTA SUSA	27/03/18 15.08.00	27/03/18 15.11.30	3.5
9545	MILANO CENTRALE	27/03/18 16.00.00	27/03/18 15.57.00	-3.0
9545	MILANO ROGOREDO	27/03/18 16.26.00	27/03/18 16.28.00	2.0
9545	BOLOGNA C.LE/AV	27/03/18 17.22.00	27/03/18 17.19.30	-2.5
9545	FIRENZE S.M.N.	27/03/18 17.59.00	27/03/18 18.00.30	1.5
9545	ROMA TIBURTINA	27/03/18 19.28.00	27/03/18 19.34.00	6.0
9545	ROMA TERMINI	27/03/18 19.40.00	27/03/18 19.43.00	3.0
9545	NAPOLI CENTRALE	27/03/18 21.00.00	27/03/18 21.01.00	1.0
9545	SALERNO	27/03/18 21.46.00	27/03/18 21.43.00	-3.0
2133	PIACENZA	27/03/18 16.52.00	27/03/18 16.57.00	5.0
2133	FIORENZUOLA	27/03/18 17.04.00	27/03/18 17.09.00	5.0
2133	FIDENZA	27/03/18 17.13.00	27/03/18 17.17.00	4.0
2133	PARMA	27/03/18 17.28.00	27/03/18 17.30.30	2.5
2133	REGGIO EMILIA	27/03/18 17.45.00	27/03/18 17.51.30	6.5
2133	MODENA	27/03/18 17.59.00	27/03/18 18.06.30	7.5
2133	CASTELFRANCO D'EMILIA	27/03/18 18.08.00	27/03/18 18.16.00	8.0
2133	BOLOGNA C.LE	27/03/18 18.28.00	27/03/18 18.40.30	12.5
2133	CASTEL S.PIETRO TERME	27/03/18 18.49.00	27/03/18 18.59.30	10.5
2133	IMOLA	27/03/18 19.00.00	27/03/18 19.07.00	7.0
2133	CASTELBOLOGNESE	27/03/18 19.08.00	27/03/18 19.13.30	5.5
2133	FAENZA	27/03/18 19.14.00	27/03/18 19.20.00	6.0
2133	FORLI`	27/03/18 19.25.00	27/03/18 19.29.30	4.5
2133	CESENA	27/03/18 19.43.00	27/03/18 19.40.30	-2.5
2991	MILANO CENTRALE	27/03/18 22.15.00	27/03/18 22.15.30	0.5
2991	MILANO LAMBRATE	27/03/18 22.21.00	27/03/18 22.19.00	-2.0
2991	MILANO ROGOREDO	27/03/18 22.27.00	27/03/18 22.26.00	-1.0
2891	VOGHERA	27/03/18 07.01.00	27/03/18 07.02.00	1.0
2891	STRADELLA	27/03/18 07.17.00	27/03/18 07.16.00	-1.0
2891	CASTEL S.GIOVANNI	27/03/18 07.25.00	27/03/18 07.25.00	0.0
2891	S.NICOLO'	27/03/18 07.37.00	27/03/18 07.36.00	-1.0
2891	PIACENZA	27/03/18 07.46.00	27/03/18 07.44.30	-1.5
2891	FIORENZUOLA	27/03/18 08.04.00	27/03/18 08.04.30	0.5
2891	FIDENZA	27/03/18 08.13.00	27/03/18 08.12.30	-0.5
2891	PARMA	27/03/18 08.28.00	27/03/18 08.26.30	-1.5
2891	REGGIO EMILIA	27/03/18 08.45.00	27/03/18 09.00.30	15.5
2891	MODENA	27/03/18 08.59.00	27/03/18 09.15.30	16.5
2891	CASTELFRANCO D'EMILIA	27/03/18 09.07.00	27/03/18 09.24.00	17.0
2891	BOLOGNA C.LE	27/03/18 09.28.00	27/03/18 09.42.00	14.0
2891	CASTEL S.PIETRO TERME	27/03/18 09.49.00	27/03/18 10.08.00	19.0
2891	IMOLA	27/03/18 10.00.00	27/03/18 10.14.30	14.5
2891	CASTELBOLOGNESE	27/03/18 10.08.00	27/03/18 10.21.00	13.0
2891	FAENZA	27/03/18 10.14.00	27/03/18 10.29.00	15.0
2891	FORLI`	27/03/18 10.25.00	27/03/18 10.42.30	17.5
2275	MILANO CENTRALE	27/03/18 09.20.00	27/03/18 09.23.30	3.5
2275	MILANO LAMBRATE	27/03/18 09.26.00	27/03/18 09.27.00	1.0
2275	MILANO ROGOREDO	27/03/18 09.31.00	27/03/18 09.34.30	3.5
2275	LODI	27/03/18 09.50.00	27/03/18 09.53.00	3.0
2275	CODOGNO	27/03/18 10.04.00	27/03/18 10.07.30	3.5
2275	PIACENZA	27/03/18 10.12.00	27/03/18 10.16.30	4.5
2275	FIORENZUOLA	27/03/18 10.26.00	27/03/18 10.29.30	3.5
2275	FIDENZA	27/03/18 10.41.00	27/03/18 10.44.00	3.0
2275	PARMA	27/03/18 10.54.00	27/03/18 11.01.00	7.0
2275	S.ILARIO	27/03/18 11.03.00	27/03/18 11.10.30	7.5
2275	REGGIO EMILIA	27/03/18 11.12.00	27/03/18 11.24.00	12.0
2275	RUBIERA	27/03/18 11.22.00	27/03/18 11.33.30	11.5
2275	MODENA	27/03/18 11.30.00	27/03/18 11.50.00	20.0
2275	CASTELFRANCO D'EMILIA	27/03/18 11.39.00	27/03/18 11.57.30	18.5
2275	SAMOGGIA	27/03/18 11.46.00	27/03/18 12.03.30	17.5
2275	ANZOLA	27/03/18 11.51.00	27/03/18 12.07.30	16.5
2275	BOLOGNA C.LE	27/03/18 12.08.00	27/03/18 12.24.00	16.0
2297	GENOVA BRIGNOLE	27/03/18 19.30.00	27/03/18 19.31.00	1.0
2297	GENOVA NERVI	27/03/18 19.43.00	27/03/18 19.44.00	1.0
2131	PIACENZA	27/03/18 14.52.00	27/03/18 14.57.00	5.0
2131	FIORENZUOLA	27/03/18 15.04.00	27/03/18 15.08.00	4.0
2131	FIDENZA	27/03/18 15.13.00	27/03/18 15.17.30	4.5
2131	PARMA	27/03/18 15.28.00	27/03/18 15.31.00	3.0
2131	REGGIO EMILIA	27/03/18 15.45.00	27/03/18 15.49.30	4.5
2131	MODENA	27/03/18 15.59.00	27/03/18 16.03.00	4.0
2131	CASTELFRANCO D'EMILIA	27/03/18 16.08.00	27/03/18 16.10.30	2.5
2131	BOLOGNA C.LE	27/03/18 16.28.00	27/03/18 16.29.30	1.5
2131	CASTEL S.PIETRO TERME	27/03/18 16.49.00	27/03/18 16.50.30	1.5
2131	IMOLA	27/03/18 17.00.00	27/03/18 16.58.00	-2.0
2131	CASTELBOLOGNESE	27/03/18 17.08.00	27/03/18 17.05.30	-2.5
