delay
30.0
18.5
4.0
9.5
6.0
4.5
8.5
8.5
20.5
10.5
44.5
17.5
2.5
4.0
3.5
14.0
8.5
5.5
3.0
7.0
7.5
6.0
3.0
17.5
19.0
2.5
21.0
48.0
4.0
4.0
2.5
8.0
4.0
delay
21.0
19.0
26.5
29.0
3.0
8.5
delay
5.0
23.5
delay
4.0
delay
17.5
delay
4.0
17.5
delay
4.0
17.5
