Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
6254	RIMINI	26/03/18 18.37.00	26/03/18 18.38.00	1.0
6254	RIMINI VISERBA	26/03/18 18.42.00	26/03/18 18.42.30	0.5
6254	RIMINI TORRE PEDRERA	26/03/18 18.46.00	26/03/18 18.46.30	0.5
6254	IGEA MARINA	26/03/18 18.50.00	26/03/18 18.49.30	-0.5
6254	BELLARIA	26/03/18 18.54.00	26/03/18 18.54.30	0.5
6254	GATTEO A MARE	26/03/18 18.58.00	26/03/18 18.59.30	1.5
6254	CESENATICO	26/03/18 19.03.00	26/03/18 19.05.00	2.0
6254	CERVIA-MILANO MARITTIMA	26/03/18 19.11.00	26/03/18 19.15.00	4.0
6254	LIDO DI CLASSE-LIDO DI SAVIO	26/03/18 19.17.00	26/03/18 19.21.30	4.5
6254	CLASSE	26/03/18 19.24.00	26/03/18 19.28.00	4.0
6254	RAVENNA	26/03/18 19.29.00	26/03/18 19.33.00	4.0
6254	GODO	26/03/18 19.40.00	26/03/18 19.48.30	8.5
6254	RUSSI	26/03/18 19.45.00	26/03/18 19.51.30	6.5
6254	BAGNACAVALLO	26/03/18 19.51.00	26/03/18 19.57.30	6.5
6254	LUGO	26/03/18 19.56.00	26/03/18 20.02.30	6.5
6254	SOLAROLO	26/03/18 20.05.00	26/03/18 20.09.00	4.0
6254	CASTELBOLOGNESE	26/03/18 20.13.00	26/03/18 20.15.00	2.0
6254	IMOLA	26/03/18 20.20.00	26/03/18 20.23.30	3.5
6254	CASTEL S.PIETRO TERME	26/03/18 20.29.00	26/03/18 20.29.30	0.5
6254	OZZANO DELL'EMILIA	26/03/18 20.36.00	26/03/18 20.37.30	1.5
6254	S.LAZZARO DI SAVENA	26/03/18 20.43.00	26/03/18 20.43.30	0.5
6254	BOLOGNA SAN VITALE	26/03/18 20.47.00	26/03/18 20.48.30	1.5
6254	BOLOGNA C.LE	26/03/18 20.54.00	26/03/18 20.52.30	-1.5
6432	RAVENNA	26/03/18 14.09.00	26/03/18 14.11.00	2.0
6432	LUGO	26/03/18 14.30.00	26/03/18 14.34.30	4.5
6432	IMOLA	26/03/18 14.45.00	26/03/18 14.54.30	9.5
6432	BOLOGNA C.LE	26/03/18 15.08.00	26/03/18 15.16.30	8.5
8851	RAVENNA	26/03/18 06.00.00	26/03/18 06.00.30	0.5
8851	RIMINI	26/03/18 06.36.00	26/03/18 06.34.30	-1.5
8851	PESARO	26/03/18 06.56.00	26/03/18 06.56.00	0.0
8851	FALCONARA MARITTIMA	26/03/18 07.27.00	26/03/18 07.25.30	-1.5
8851	JESI	26/03/18 07.48.00	26/03/18 07.46.00	-2.0
8851	FABRIANO	26/03/18 08.19.00	26/03/18 08.28.00	9.0
8851	FOLIGNO	26/03/18 09.01.00	26/03/18 09.22.00	21.0
8851	TERNI	26/03/18 09.34.00	26/03/18 09.59.00	25.0
8851	ROMA TERMINI	26/03/18 10.20.00	26/03/18 10.55.00	35.0
6478	RAVENNA	26/03/18 14.31.00	26/03/18 14.34.00	3.0
6478	GODO	26/03/18 14.41.00	26/03/18 14.44.00	3.0
6478	RUSSI	26/03/18 14.45.00	26/03/18 14.46.30	1.5
6478	BAGNACAVALLO	26/03/18 14.51.00	26/03/18 14.53.30	2.5
6478	LUGO	26/03/18 14.56.00	26/03/18 14.59.00	3.0
6478	SOLAROLO	26/03/18 15.06.00	26/03/18 15.09.00	3.0
6478	CASTELBOLOGNESE	26/03/18 15.13.00	26/03/18 15.14.30	1.5
6478	IMOLA	26/03/18 15.20.00	26/03/18 15.22.30	2.5
6478	CASTEL S.PIETRO TERME	26/03/18 15.28.00	26/03/18 15.34.00	6.0
6478	OZZANO DELL'EMILIA	26/03/18 15.36.00	26/03/18 15.42.00	6.0
6478	S.LAZZARO DI SAVENA	26/03/18 15.43.00	26/03/18 15.46.30	3.5
6478	BOLOGNA SAN VITALE	26/03/18 15.47.00	26/03/18 15.50.00	3.0
6478	BOLOGNA C.LE	26/03/18 15.54.00	26/03/18 15.53.00	-1.0
11560	RAVENNA	26/03/18 16.33.00	26/03/18 16.34.00	1.0
11560	RUSSI	26/03/18 16.47.00	26/03/18 16.47.00	0.0
11560	BAGNACAVALLO	26/03/18 16.53.00	26/03/18 16.53.00	0.0
11560	LUGO	26/03/18 16.58.00	26/03/18 16.59.00	1.0
11560	SOLAROLO	26/03/18 17.08.00	26/03/18 17.10.30	2.5
11560	CASTELBOLOGNESE	26/03/18 17.15.00	26/03/18 17.16.30	1.5
11560	IMOLA	26/03/18 17.22.00	26/03/18 17.25.30	3.5
11560	CASTEL S.PIETRO TERME	26/03/18 17.30.00	26/03/18 17.32.00	2.0
11560	BOLOGNA C.LE	26/03/18 17.54.00	26/03/18 17.50.00	-4.0
2276	RIMINI	26/03/18 05.20.00	26/03/18 05.21.00	1.0
2276	BELLARIA	26/03/18 05.29.00	26/03/18 05.31.30	2.5
2276	GATTEO A MARE	26/03/18 05.35.00	26/03/18 05.36.00	1.0
2276	CESENATICO	26/03/18 05.44.00	26/03/18 05.41.00	-3.0
2276	CERVIA-MILANO MARITTIMA	26/03/18 05.53.00	26/03/18 05.52.30	-0.5
2276	LIDO DI CLASSE-LIDO DI SAVIO	26/03/18 06.02.00	26/03/18 06.00.30	-1.5
2276	RAVENNA	26/03/18 06.20.00	26/03/18 06.20.30	0.5
2276	GODO	26/03/18 06.37.00	26/03/18 06.39.00	2.0
2276	RUSSI	26/03/18 06.41.00	26/03/18 06.41.30	0.5
2276	BAGNACAVALLO	26/03/18 06.48.00	26/03/18 06.47.30	-0.5
2276	LUGO	26/03/18 06.55.00	26/03/18 06.54.00	-1.0
2276	BARBIANO	26/03/18 07.01.00	26/03/18 07.01.30	0.5
2276	SOLAROLO	26/03/18 07.05.00	26/03/18 07.05.30	0.5
2276	CASTELBOLOGNESE	26/03/18 07.12.00	26/03/18 07.13.00	1.0
2276	IMOLA	26/03/18 07.19.00	26/03/18 07.21.30	2.5
2276	BOLOGNA C.LE	26/03/18 07.43.00	26/03/18 07.44.30	1.5
2276	ANZOLA	26/03/18 08.03.00	26/03/18 08.03.30	0.5
2276	SAMOGGIA	26/03/18 08.08.00	26/03/18 08.09.30	1.5
2276	CASTELFRANCO D'EMILIA	26/03/18 08.14.00	26/03/18 08.14.00	0.0
2276	MODENA	26/03/18 08.23.00	26/03/18 08.23.00	0.0
2276	RUBIERA	26/03/18 08.32.00	26/03/18 08.32.30	0.5
2276	REGGIO EMILIA	26/03/18 08.40.00	26/03/18 08.41.00	1.0
2276	S.ILARIO	26/03/18 08.53.00	26/03/18 08.53.00	0.0
2276	PARMA	26/03/18 09.03.00	26/03/18 09.00.30	-2.5
2276	FIDENZA	26/03/18 09.21.00	26/03/18 09.17.00	-4.0
2276	FIORENZUOLA	26/03/18 09.31.00	26/03/18 09.36.00	5.0
2276	PIACENZA	26/03/18 09.48.00	26/03/18 09.48.00	0.0
2276	CASALPUSTERLENGO	26/03/18 10.02.00	26/03/18 10.01.30	-0.5
2276	LODI	26/03/18 10.13.00	26/03/18 10.13.30	0.5
2276	MILANO ROGOREDO	26/03/18 10.32.00	26/03/18 10.29.00	-3.0
2276	MILANO LAMBRATE	26/03/18 10.38.00	26/03/18 10.38.00	0.0
2276	MILANO CENTRALE	26/03/18 10.45.00	26/03/18 10.45.00	0.0
3002	RAVENNA	26/03/18 11.33.00	26/03/18 11.34.30	1.5
3002	GODO	26/03/18 11.43.00	26/03/18 11.46.00	3.0
3002	RUSSI	26/03/18 11.47.00	26/03/18 11.48.00	1.0
3002	BAGNACAVALLO	26/03/18 11.53.00	26/03/18 11.53.30	0.5
3002	LUGO	26/03/18 11.58.00	26/03/18 11.58.30	0.5
3002	SOLAROLO	26/03/18 12.08.00	26/03/18 12.06.00	-2.0
3002	CASTELBOLOGNESE	26/03/18 12.15.00	26/03/18 12.13.30	-1.5
3002	IMOLA	26/03/18 12.22.00	26/03/18 12.21.30	-0.5
3002	CASTEL S.PIETRO TERME	26/03/18 12.30.00	26/03/18 12.28.30	-1.5
3002	OZZANO DELL'EMILIA	26/03/18 12.38.00	26/03/18 12.39.00	1.0
3002	S.LAZZARO DI SAVENA	26/03/18 12.44.00	26/03/18 12.45.00	1.0
3002	BOLOGNA SAN VITALE	26/03/18 12.48.00	26/03/18 12.50.00	2.0
3002	BOLOGNA C.LE	26/03/18 12.54.00	26/03/18 12.55.00	1.0
3000	RIMINI	26/03/18 08.20.00	26/03/18 08.21.00	1.0
3000	RIMINI VISERBA	26/03/18 08.25.00	26/03/18 08.25.30	0.5
3000	RIMINI TORRE PEDRERA	26/03/18 08.30.00	26/03/18 08.30.30	0.5
3000	IGEA MARINA	26/03/18 08.35.00	26/03/18 08.34.30	-0.5
3000	BELLARIA	26/03/18 08.40.00	26/03/18 08.40.00	0.0
3000	GATTEO A MARE	26/03/18 08.45.00	26/03/18 08.45.30	0.5
3000	CESENATICO	26/03/18 08.51.00	26/03/18 08.50.30	-0.5
3000	CERVIA-MILANO MARITTIMA	26/03/18 08.58.00	26/03/18 08.59.00	1.0
3000	LIDO DI CLASSE-LIDO DI SAVIO	26/03/18 09.07.00	26/03/18 09.05.30	-1.5
3000	CLASSE	26/03/18 09.15.00	26/03/18 09.13.30	-1.5
3000	RAVENNA	26/03/18 09.21.00	26/03/18 09.20.30	-0.5
3000	GODO	26/03/18 09.41.00	26/03/18 09.44.30	3.5
3000	RUSSI	26/03/18 09.45.00	26/03/18 09.47.30	2.5
3000	BAGNACAVALLO	26/03/18 09.51.00	26/03/18 09.53.30	2.5
3000	LUGO	26/03/18 09.56.00	26/03/18 09.59.00	3.0
3000	SOLAROLO	26/03/18 10.06.00	26/03/18 10.05.30	-0.5
3000	CASTELBOLOGNESE	26/03/18 10.13.00	26/03/18 10.12.00	-1.0
3000	IMOLA	26/03/18 10.20.00	26/03/18 10.19.30	-0.5
3000	CASTEL S.PIETRO TERME	26/03/18 10.28.00	26/03/18 10.27.00	-1.0
3000	OZZANO DELL'EMILIA	26/03/18 10.36.00	26/03/18 10.37.00	1.0
3000	S.LAZZARO DI SAVENA	26/03/18 10.42.00	26/03/18 10.43.00	1.0
3000	BOLOGNA SAN VITALE	26/03/18 10.46.00	26/03/18 10.48.30	2.5
3000	BOLOGNA C.LE	26/03/18 10.53.00	26/03/18 10.53.00	0.0
595	TRIESTE CENTRALE	26/03/18 13.02.00	26/03/18 13.02.30	0.5
595	MONFALCONE	26/03/18 13.25.00	26/03/18 13.26.00	1.0
595	CERVIGNANO A.G.	26/03/18 13.36.00	26/03/18 13.40.00	4.0
595	LATISANA LIGNANO B.	26/03/18 13.50.00	26/03/18 13.57.00	7.0
595	PORTOGRUARO CAORLE	26/03/18 13.59.00	26/03/18 14.06.30	7.5
595	S. DONA` DI PIAVE	26/03/18 14.17.00	26/03/18 14.30.30	13.5
595	VENEZIA MESTRE	26/03/18 14.52.00	26/03/18 14.55.00	3.0
595	PADOVA	26/03/18 15.31.00	26/03/18 15.53.00	22.0
595	MONSELICE	26/03/18 15.46.00	26/03/18 16.04.30	18.5
595	ROVIGO	26/03/18 15.58.00	26/03/18 16.18.00	20.0
595	FERRARA	26/03/18 16.19.00	26/03/18 16.40.30	21.5
595	BOLOGNA C.LE	26/03/18 16.45.00	26/03/18 17.11.00	26.0
595	PRATO CENTRALE	26/03/18 17.30.00	26/03/18 17.59.00	29.0
595	FIRENZE RIFREDI	26/03/18 17.45.00	26/03/18 18.09.00	24.0
595	FIRENZE CAMPO MARTE	26/03/18 17.57.00	26/03/18 18.19.00	22.0
595	AREZZO	26/03/18 18.26.00	26/03/18 19.05.00	39.0
595	TERONTOLA CORTONA	26/03/18 18.45.00	26/03/18 19.24.00	39.0
595	CHIUSI C.T.	26/03/18 19.02.00	26/03/18 19.39.00	37.0
595	ORVIETO	26/03/18 19.27.00	26/03/18 20.01.30	34.5
595	ORTE	26/03/18 20.00.00	26/03/18 20.30.30	30.5
595	ROMA TERMINI	26/03/18 20.42.00	26/03/18 21.21.00	39.0
2882	RAVENNA	26/03/18 05.03.00	26/03/18 05.04.30	1.5
2882	RUSSI	26/03/18 05.15.00	26/03/18 05.17.30	2.5
2882	BAGNACAVALLO	26/03/18 05.21.00	26/03/18 05.24.00	3.0
2882	LUGO	26/03/18 05.27.00	26/03/18 05.29.00	2.0
2882	SOLAROLO	26/03/18 05.35.00	26/03/18 05.36.00	1.0
2882	CASTELBOLOGNESE	26/03/18 05.43.00	26/03/18 05.41.30	-1.5
2882	IMOLA	26/03/18 05.50.00	26/03/18 05.50.00	0.0
2882	CASTEL S.PIETRO TERME	26/03/18 05.58.00	26/03/18 05.58.00	0.0
2882	S.LAZZARO DI SAVENA	26/03/18 06.09.00	26/03/18 06.10.30	1.5
2882	BOLOGNA C.LE	26/03/18 06.21.00	26/03/18 06.17.30	-3.5
2882	CASTELFRANCO D'EMILIA	26/03/18 06.48.00	26/03/18 06.43.30	-4.5
2882	MODENA	26/03/18 06.56.00	26/03/18 06.57.00	1.0
2882	RUBIERA	26/03/18 07.05.00	26/03/18 07.06.00	1.0
2882	REGGIO EMILIA	26/03/18 07.13.00	26/03/18 07.14.30	1.5
2882	PARMA	26/03/18 07.29.00	26/03/18 07.32.00	3.0
2882	FIDENZA	26/03/18 07.41.00	26/03/18 07.46.30	5.5
2882	FIORENZUOLA	26/03/18 07.51.00	26/03/18 07.56.30	5.5
2882	PIACENZA	26/03/18 08.07.00	26/03/18 08.10.30	3.5
2882	S.NICOLO'	26/03/18 08.17.00	26/03/18 08.21.00	4.0
2882	CASTEL S.GIOVANNI	26/03/18 08.28.00	26/03/18 08.30.00	2.0
2882	STRADELLA	26/03/18 08.37.00	26/03/18 08.39.00	2.0
2882	VOGHERA	26/03/18 08.55.00	26/03/18 08.56.00	1.0
6524	RAVENNA	26/03/18 14.53.00	26/03/18 14.54.30	1.5
6524	MEZZANO	26/03/18 15.02.00	26/03/18 15.00.30	-1.5
6524	ALFONSINE	26/03/18 15.09.00	26/03/18 15.09.00	0.0
6524	VOLTANA	26/03/18 15.21.00	26/03/18 15.25.30	4.5
6524	LAVEZZOLA	26/03/18 15.27.00	26/03/18 15.30.00	3.0
6524	S.BIAGIO	26/03/18 15.32.00	26/03/18 15.36.00	4.0
6524	ARGENTA	26/03/18 15.37.00	26/03/18 15.38.30	1.5
