day,timeslot_delay
22-01-2018,7.855263157894736
23-12-2017,7.641891891891892
27-09-2017,6.183035714285715
07-01-2018,5.585820895522389
27-11-2017,5.339999999999997
18-10-2017,5.192857142857139
08-12-2017,5.066079295154185
03-02-2018,5.137404580152672
14-11-2017,5.137404580152672
20-10-2017,4.896666666666667
10-12-2017,4.8030303030303045
01-11-2017,4.653521126760565
07-02-2018,4.566838046272494
18-11-2017,4.5572792362768455
24-10-2017,4.470000000000001
14-12-2017,4.470000000000001
05-10-2017,4.633540372670806
26-01-2018,4.7914230019493225
27-12-2017,4.785714285714285
17-12-2017,4.741563055062166
10-10-2017,4.71728187919463
29-01-2018,4.683200000000001
04-11-2017,4.643939393939394
23-11-2017,4.670028818443807
01-12-2017,4.880821917808218
09-10-2017,4.904172099087353
03-01-2018,4.792029887920299
05-12-2017,4.7375
12-02-2018,4.7375
20-12-2017,4.7714285714285705
17-01-2018,4.726872246696035
14-10-2017,4.694591728525983
08-11-2017,4.776748971193416
13-11-2017,4.897704590818362
02-10-2017,4.9567723342939445
19-10-2017,4.9140186915887885
28-09-2017,4.880415162454869
04-02-2018,4.820862676056338
06-01-2018,4.77801724137931
07-12-2017,4.846938775510201
30-11-2017,4.857319078947367
23-01-2018,4.861931364724664
24-12-2017,4.816758026624903
10-01-2018,4.816758026624903
27-01-2018,4.813546423135464
28-12-2017,4.892222222222226
23-10-2017,4.9031791907514455
17-11-2017,4.871367824238128
02-11-2017,4.868348306841743
06-10-2017,4.90915208613728
13-12-2017,4.875739644970414
16-12-2017,4.841918866709597
27-10-2017,4.841918866709597
08-02-2018,4.8728813559322015
31-01-2018,4.869926199261992
05-11-2017,4.908212560386476
11-10-2017,4.900354819633356
22-11-2017,4.864849187935035
04-12-2017,4.8524079320113325
15-10-2017,4.8877437325905255
26-11-2017,4.873692900385251
02-01-2018,4.889368591473286
21-12-2017,4.864167995746945
09-11-2017,4.864167995746945
18-01-2018,4.852895148669795
29-11-2017,4.871991807475679
01-02-2018,4.902659307576517
29-09-2017,4.914742014742012
24-01-2018,4.89797395079595
25-12-2017,4.881666666666669
03-10-2017,4.862400375058605
12-12-2017,4.904838709677419
22-10-2017,4.886405109489051
29-12-2017,4.931971261787155
07-10-2017,5.007502206531327
28-01-2018,4.995416848537756
16-11-2017,5.012068965517239
03-11-2017,5.019982993197273
05-02-2018,5.060618729096993
09-01-2018,5.07434102141681
15-01-2018,5.08296146044624
30-12-2017,5.065078093712465
06-11-2017,5.052735923869953
15-12-2017,5.037333854573884
30-01-2018,5.021973785659213
10-02-2018,5.007221588749521
21-11-2017,4.97486871717929
01-01-2018,4.956489401264413
09-02-2018,4.937981651376149
26-10-2017,4.958650707290536
16-10-2017,4.943548387096778
30-09-2017,4.922560113154171
05-01-2018,4.907917683990235
19-01-2018,4.888219083706509
31-10-2017,4.877384196185283
20-01-2018,4.8602693602693625
22-12-2017,4.856643356643356
19-12-2017,4.865055884286653
25-11-2017,4.868096166341779
08-01-2018,4.875601926163727
09-12-2017,4.89548919949174
26-09-2017,4.905613044841646
02-02-2018,4.948142414860679
21-01-2018,4.926773104083516
04-10-2017,4.959787556904405
15-11-2017,4.938327316486164
17-10-2017,4.928103602262575
28-11-2017,4.936561672063583
08-10-2017,4.937353971962618
06-02-2018,4.9575021682567195
11-12-2017,4.9650929899856955
21-10-2017,4.947919615058023
25-01-2018,4.96582633053221
26-12-2017,4.956189151599446
20-11-2017,4.965151515151514
16-01-2018,4.960730842650673
07-11-2017,4.947503373819165
31-12-2017,4.935739200429299
02-12-2017,4.935739200429299
11-02-2018,4.923199999999999
25-10-2017,4.936856010568034
19-11-2017,4.920886906323798
04-01-2018,4.919438669438667
30-10-2017,4.909383861820054
24-11-2017,4.896115512394582
13-10-2017,4.887525303643728
06-12-2017,4.910503885685633
01-10-2017,4.90453074433657
18-12-2017,4.900271537891878
