Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
9443	VENEZIA SANTA LUCIA	05/02/18 16.25.00	05/02/18 16.27.30	2.5
9443	VENEZIA MESTRE	05/02/18 16.35.00	05/02/18 16.35.30	0.5
9443	PADOVA	05/02/18 16.51.00	05/02/18 16.51.30	0.5
9443	BOLOGNA C.LE/AV	05/02/18 17.52.00	05/02/18 17.52.30	0.5
9443	FIRENZE S.M.N.	05/02/18 18.30.00	05/02/18 18.35.00	5.0
9443	ROMA TIBURTINA	05/02/18 19.58.00	05/02/18 20.13.30	15.5
9443	ROMA TERMINI	05/02/18 20.10.00	05/02/18 20.21.00	11.0
9443	NAPOLI CENTRALE	05/02/18 21.35.00	05/02/18 21.40.00	5.0
9521	TORINO P.NUOVA	05/02/18 09.05.00	05/02/18 09.06.30	1.5
9521	TORINO PORTA SUSA	05/02/18 09.13.00	05/02/18 09.34.00	21.0
9521	MILANO CENTRALE	05/02/18 10.05.00	05/02/18 10.24.30	19.5
9521	BOLOGNA C.LE/AV	05/02/18 11.22.00	05/02/18 11.33.30	11.5
9521	FIRENZE S.M.N.	05/02/18 11.59.00	05/02/18 12.17.30	18.5
9521	ROMA TIBURTINA	05/02/18 13.28.00	05/02/18 13.50.00	22.0
9521	ROMA TERMINI	05/02/18 13.40.00	05/02/18 13.59.00	19.0
9521	NAPOLI AFRAGOLA	05/02/18 14.48.00	05/02/18 15.05.00	17.0
9521	NAPOLI CENTRALE	05/02/18 15.03.00	05/02/18 15.20.00	17.0
9521	SALERNO	05/02/18 15.52.00	05/02/18 16.01.30	9.5
8451	VENEZIA SANTA LUCIA	05/02/18 17.25.00	05/02/18 17.26.30	1.5
8451	VENEZIA MESTRE	05/02/18 17.35.00	05/02/18 17.34.30	-0.5
8451	PADOVA	05/02/18 17.51.00	05/02/18 17.55.00	4.0
8451	FERRARA	05/02/18 18.23.00	05/02/18 18.29.30	6.5
8451	BOLOGNA C.LE/AV	05/02/18 18.52.00	05/02/18 18.57.00	5.0
8451	FIRENZE S.M.N.	05/02/18 19.30.00	05/02/18 19.46.00	16.0
8451	ROMA TIBURTINA	05/02/18 20.58.00	05/02/18 21.16.30	18.5
