Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
9443	VENEZIA SANTA LUCIA	08/10/17 16.25.00	08/10/17 16.26.30	1.5
9443	VENEZIA MESTRE	08/10/17 16.35.00	08/10/17 16.36.30	1.5
9443	PADOVA	08/10/17 16.51.00	08/10/17 16.54.00	3.0
9443	BOLOGNA C.LE	08/10/17 17.50.00	08/10/17 17.53.30	3.5
9443	FIRENZE S.M.N.	08/10/17 18.30.00	08/10/17 18.31.00	1.0
9443	ROMA TIBURTINA	08/10/17 19.58.00	08/10/17 20.05.30	7.5
9443	ROMA TERMINI	08/10/17 20.10.00	08/10/17 20.14.00	4.0
9443	NAPOLI CENTRALE	08/10/17 21.35.00	08/10/17 21.38.00	3.0
9521	MILANO CENTRALE	08/10/17 10.20.00	08/10/17 10.22.00	2.0
9521	BOLOGNA C.LE/AV	08/10/17 11.22.00	08/10/17 11.17.00	-5.0
9521	FIRENZE S.M.N.	08/10/17 11.59.00	08/10/17 11.58.00	-1.0
9521	ROMA TIBURTINA	08/10/17 13.28.00	08/10/17 13.28.00	0.0
9521	ROMA TERMINI	08/10/17 13.40.00	08/10/17 13.36.00	-4.0
9521	NAPOLI AFRAGOLA	08/10/17 14.48.00	08/10/17 15.01.30	13.5
9521	NAPOLI CENTRALE	08/10/17 15.03.00	08/10/17 15.17.00	14.0
9521	SALERNO	08/10/17 15.52.00	08/10/17 15.57.30	5.5
8451	VENEZIA SANTA LUCIA	08/10/17 17.25.00	08/10/17 17.27.30	2.5
8451	VENEZIA MESTRE	08/10/17 17.35.00	08/10/17 17.36.30	1.5
8451	PADOVA	08/10/17 17.51.00	08/10/17 17.53.30	2.5
8451	FERRARA	08/10/17 18.23.00	08/10/17 18.25.30	2.5
8451	BOLOGNA C.LE	08/10/17 18.50.00	08/10/17 18.52.00	2.0
8451	FIRENZE S.M.N.	08/10/17 19.30.00	08/10/17 19.34.00	4.0
8451	ROMA TIBURTINA	08/10/17 20.58.00	08/10/17 21.04.30	6.5
8451	ROMA TERMINI	08/10/17 21.10.00	08/10/17 21.12.00	2.0
8413	TRIESTE CENTRALE	08/10/17 06.52.00	08/10/17 06.53.00	1.0
8413	VENEZIA MESTRE	08/10/17 08.24.00	08/10/17 08.11.30	-12.5
8413	PADOVA	08/10/17 08.51.00	08/10/17 08.50.30	-0.5
8413	FERRARA	08/10/17 09.23.00	08/10/17 09.22.00	-1.0
8413	BOLOGNA C.LE	08/10/17 09.50.00	08/10/17 09.48.30	-1.5
8413	FIRENZE S.M.N.	08/10/17 10.30.00	08/10/17 10.36.30	6.5
8413	ROMA TERMINI	08/10/17 12.10.00	08/10/17 12.13.00	3.0
9425	VENEZIA SANTA LUCIA	08/10/17 11.35.00	08/10/17 11.35.30	0.5
9425	VENEZIA MESTRE	08/10/17 11.45.00	08/10/17 11.45.00	0.0
9425	PADOVA	08/10/17 12.01.00	08/10/17 12.00.30	-0.5
9425	BOLOGNA C.LE	08/10/17 13.00.00	08/10/17 13.00.30	0.5
9425	FIRENZE S.M.N.	08/10/17 13.40.00	08/10/17 13.36.00	-4.0
9425	ROMA TIBURTINA	08/10/17 15.08.00	08/10/17 15.13.00	5.0
9425	ROMA TERMINI	08/10/17 15.20.00	08/10/17 15.23.00	3.0
9503	MILANO CENTRALE	08/10/17 06.15.00	08/10/17 06.18.30	3.5
9503	REGGIO EMILIA AV	08/10/17 06.59.00	08/10/17 07.02.30	3.5
9503	BOLOGNA C.LE/AV	08/10/17 07.22.00	08/10/17 07.28.00	6.0
9503	FIRENZE S.M.N.	08/10/17 07.59.00	08/10/17 08.05.30	6.5
9503	ROMA TIBURTINA	08/10/17 09.28.00	08/10/17 09.38.00	10.0
9503	ROMA TERMINI	08/10/17 09.40.00	08/10/17 09.47.00	7.0
9503	NAPOLI CENTRALE	08/10/17 11.00.00	08/10/17 11.04.30	4.5
9503	SALERNO	08/10/17 11.56.00	08/10/17 11.47.00	-9.0
9569	TORINO P.NUOVA	08/10/17 13.20.00	08/10/17 13.22.00	2.0
9569	TORINO PORTA SUSA	08/10/17 13.28.00	08/10/17 13.27.00	-1.0
9569	MILANO PORTA GARIBALDI	08/10/17 14.15.00	08/10/17 14.20.00	5.0
9569	MILANO ROGOREDO	08/10/17 14.33.00	08/10/17 14.38.00	5.0
9569	REGGIO EMILIA AV	08/10/17 15.09.00	08/10/17 15.15.00	6.0
9569	BOLOGNA C.LE/AV	08/10/17 15.37.00	08/10/17 15.40.00	3.0
9569	FIRENZE S.M.N.	08/10/17 16.15.00	08/10/17 16.14.00	-1.0
9569	ROMA TIBURTINA	08/10/17 17.43.00	08/10/17 17.48.00	5.0
9569	NAPOLI CENTRALE	08/10/17 18.55.00	08/10/17 18.55.30	0.5
9569	SALERNO	08/10/17 19.42.00	08/10/17 19.40.30	-1.5
9545	TORINO P.NUOVA	08/10/17 15.00.00	08/10/17 15.04.00	4.0
9545	TORINO PORTA SUSA	08/10/17 15.08.00	08/10/17 15.12.30	4.5
9545	MILANO CENTRALE	08/10/17 16.00.00	08/10/17 15.57.00	-3.0
9545	MILANO ROGOREDO	08/10/17 16.26.00	08/10/17 16.25.30	-0.5
9545	BOLOGNA C.LE/AV	08/10/17 17.22.00	08/10/17 17.17.30	-4.5
9545	FIRENZE S.M.N.	08/10/17 17.59.00	08/10/17 17.58.00	-1.0
9545	ROMA TIBURTINA	08/10/17 19.28.00	08/10/17 19.33.30	5.5
9545	ROMA TERMINI	08/10/17 19.40.00	08/10/17 19.41.00	1.0
9545	NAPOLI CENTRALE	08/10/17 21.00.00	08/10/17 21.01.30	1.5
599	MILANO CENTRALE	08/10/17 17.40.00	08/10/17 17.41.00	1.0
599	MILANO LAMBRATE	08/10/17 17.47.00	08/10/17 17.45.30	-1.5
599	MILANO ROGOREDO	08/10/17 17.58.00	08/10/17 17.54.30	-3.5
599	LODI	08/10/17 18.13.00	08/10/17 18.16.30	3.5
599	PIACENZA	08/10/17 18.43.00	08/10/17 18.36.00	-7.0
599	FIDENZA	08/10/17 19.01.00	08/10/17 19.02.00	1.0
599	PARMA	08/10/17 19.14.00	08/10/17 19.13.30	-0.5
599	REGGIO EMILIA	08/10/17 19.31.00	08/10/17 19.30.00	-1.0
599	MODENA	08/10/17 19.48.00	08/10/17 19.47.00	-1.0
599	BOLOGNA C.LE	08/10/17 20.14.00	08/10/17 20.14.00	0.0
599	PRATO CENTRALE	08/10/17 21.06.00	08/10/17 21.04.30	-1.5
599	FIRENZE S.M.N.	08/10/17 21.20.00	08/10/17 21.23.30	3.5
599	AREZZO	08/10/17 22.22.00	08/10/17 22.24.30	2.5
599	TERONTOLA CORTONA	08/10/17 22.47.00	08/10/17 22.49.30	2.5
599	PERUGIA	08/10/17 23.16.00	08/10/17 23.18.00	2.0
9419	VENEZIA SANTA LUCIA	08/10/17 10.25.00	08/10/17 10.26.00	1.0
9419	VENEZIA MESTRE	08/10/17 10.35.00	08/10/17 10.35.30	0.5
9419	PADOVA	08/10/17 10.51.00	08/10/17 10.54.00	3.0
9419	BOLOGNA C.LE	08/10/17 11.50.00	08/10/17 11.53.30	3.5
9419	FIRENZE S.M.N.	08/10/17 12.30.00	08/10/17 12.34.00	4.0
9419	ROMA TIBURTINA	08/10/17 13.58.00	08/10/17 14.03.00	5.0
9419	ROMA TERMINI	08/10/17 14.10.00	08/10/17 14.11.00	1.0
9419	NAPOLI AFRAGOLA	08/10/17 15.20.00	08/10/17 15.24.00	4.0
9419	NAPOLI CENTRALE	08/10/17 15.35.00	08/10/17 15.39.00	4.0
6545	BOLOGNA C.LE	08/10/17 15.09.00	08/10/17 15.10.30	1.5
