Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
9443	VENEZIA SANTA LUCIA	04/02/18 16.25.00	04/02/18 16.26.30	1.5
9443	VENEZIA MESTRE	04/02/18 16.35.00	04/02/18 16.35.00	0.0
9443	PADOVA	04/02/18 16.51.00	04/02/18 16.52.30	1.5
9443	BOLOGNA C.LE/AV	04/02/18 17.52.00	04/02/18 17.52.30	0.5
9443	FIRENZE S.M.N.	04/02/18 18.30.00	04/02/18 18.36.00	6.0
9443	ROMA TIBURTINA	04/02/18 19.58.00	04/02/18 20.05.00	7.0
9443	ROMA TERMINI	04/02/18 20.10.00	04/02/18 20.12.00	2.0
9443	NAPOLI CENTRALE	04/02/18 21.35.00	04/02/18 21.33.00	-2.0
9521	MILANO CENTRALE	04/02/18 10.20.00	04/02/18 10.22.30	2.5
9521	BOLOGNA C.LE/AV	04/02/18 11.22.00	04/02/18 11.21.00	-1.0
9521	FIRENZE S.M.N.	04/02/18 11.59.00	04/02/18 12.02.00	3.0
9521	ROMA TIBURTINA	04/02/18 13.28.00	04/02/18 13.33.30	5.5
9521	ROMA TERMINI	04/02/18 13.40.00	04/02/18 13.43.00	3.0
9521	NAPOLI AFRAGOLA	04/02/18 14.48.00	04/02/18 14.48.00	0.0
9521	NAPOLI CENTRALE	04/02/18 15.03.00	04/02/18 15.03.00	0.0
9521	SALERNO	04/02/18 15.52.00	04/02/18 15.45.30	-6.5
8451	VENEZIA SANTA LUCIA	04/02/18 17.25.00	04/02/18 17.26.00	1.0
8451	VENEZIA MESTRE	04/02/18 17.35.00	04/02/18 17.34.00	-1.0
8451	PADOVA	04/02/18 17.51.00	04/02/18 17.51.00	0.0
8451	FERRARA	04/02/18 18.23.00	04/02/18 18.29.30	6.5
8451	BOLOGNA C.LE/AV	04/02/18 18.52.00	04/02/18 18.54.30	2.5
8451	FIRENZE S.M.N.	04/02/18 19.30.00	04/02/18 19.33.00	3.0
8451	ROMA TIBURTINA	04/02/18 20.58.00	04/02/18 21.07.30	9.5
8451	ROMA TERMINI	04/02/18 21.10.00	04/02/18 21.15.00	5.0
8413	TRIESTE CENTRALE	04/02/18 06.47.00	04/02/18 06.47.00	0.0
8413	VENEZIA MESTRE	04/02/18 08.23.00	04/02/18 08.09.00	-14.0
8413	PADOVA	04/02/18 08.51.00	04/02/18 08.52.00	1.0
8413	FERRARA	04/02/18 09.23.00	04/02/18 09.26.30	3.5
8413	BOLOGNA C.LE/AV	04/02/18 09.52.00	04/02/18 09.52.30	0.5
8413	FIRENZE S.M.N.	04/02/18 10.30.00	04/02/18 10.37.00	7.0
8413	ROMA TERMINI	04/02/18 12.10.00	04/02/18 12.17.00	7.0
9425	VENEZIA SANTA LUCIA	04/02/18 11.35.00	04/02/18 11.35.00	0.0
9425	VENEZIA MESTRE	04/02/18 11.45.00	04/02/18 11.44.00	-1.0
9425	PADOVA	04/02/18 12.01.00	04/02/18 12.01.00	0.0
9425	BOLOGNA C.LE/AV	04/02/18 13.02.00	04/02/18 13.00.30	-1.5
9425	FIRENZE S.M.N.	04/02/18 13.40.00	04/02/18 13.38.00	-2.0
9425	ROMA TIBURTINA	04/02/18 15.08.00	04/02/18 15.09.00	1.0
9425	ROMA TERMINI	04/02/18 15.20.00	04/02/18 15.19.00	-1.0
9503	MILANO CENTRALE	04/02/18 06.15.00	04/02/18 06.16.00	1.0
9503	REGGIO EMILIA AV	04/02/18 06.59.00	04/02/18 06.55.30	-3.5
9503	BOLOGNA C.LE/AV	04/02/18 07.22.00	04/02/18 07.20.30	-1.5
9503	FIRENZE S.M.N.	04/02/18 07.59.00	04/02/18 07.59.00	0.0
9503	AREZZO	04/02/18 08.40.00	04/02/18 08.38.00	-2.0
9503	ROMA TIBURTINA	04/02/18 09.43.00	04/02/18 09.49.30	6.5
9503	ROMA TERMINI	04/02/18 09.55.00	04/02/18 09.57.00	2.0
9503	NAPOLI CENTRALE	04/02/18 11.10.00	04/02/18 11.06.00	-4.0
9503	SALERNO	04/02/18 12.01.00	04/02/18 11.53.00	-8.0
9569	TORINO P.NUOVA	04/02/18 13.20.00	04/02/18 13.22.00	2.0
9569	TORINO PORTA SUSA	04/02/18 13.28.00	04/02/18 13.27.00	-1.0
9569	MILANO PORTA GARIBALDI	04/02/18 14.15.00	04/02/18 14.19.00	4.0
9569	MILANO ROGOREDO	04/02/18 14.33.00	04/02/18 14.35.30	2.5
9569	REGGIO EMILIA AV	04/02/18 15.09.00	04/02/18 15.13.00	4.0
9569	BOLOGNA C.LE/AV	04/02/18 15.37.00	04/02/18 15.36.00	-1.0
9569	FIRENZE S.M.N.	04/02/18 16.15.00	04/02/18 16.15.30	0.5
9569	ROMA TIBURTINA	04/02/18 17.43.00	04/02/18 17.49.00	6.0
9569	NAPOLI CENTRALE	04/02/18 18.55.00	04/02/18 18.54.30	-0.5
9569	SALERNO	04/02/18 19.42.00	04/02/18 19.41.30	-0.5
9545	TORINO P.NUOVA	04/02/18 15.00.00	04/02/18 15.01.00	1.0
9545	TORINO PORTA SUSA	04/02/18 15.08.00	04/02/18 15.10.00	2.0
9545	MILANO CENTRALE	04/02/18 16.00.00	04/02/18 15.58.00	-2.0
9545	MILANO ROGOREDO	04/02/18 16.26.00	04/02/18 16.28.30	2.5
9545	BOLOGNA C.LE/AV	04/02/18 17.22.00	04/02/18 17.20.30	-1.5
9545	FIRENZE S.M.N.	04/02/18 17.59.00	04/02/18 17.58.00	-1.0
9545	ROMA TIBURTINA	04/02/18 19.28.00	04/02/18 19.31.00	3.0
9545	ROMA TERMINI	04/02/18 19.40.00	04/02/18 19.44.00	4.0
9545	NAPOLI CENTRALE	04/02/18 21.00.00	04/02/18 20.56.30	-3.5
9545	SALERNO	04/02/18 21.46.00	04/02/18 21.45.30	-0.5
599	MILANO CENTRALE	04/02/18 17.40.00	04/02/18 17.43.00	3.0
599	MILANO LAMBRATE	04/02/18 17.47.00	04/02/18 17.47.30	0.5
599	MILANO ROGOREDO	04/02/18 17.58.00	04/02/18 17.53.30	-4.5
599	LODI	04/02/18 18.13.00	04/02/18 18.14.00	1.0
599	PIACENZA	04/02/18 18.43.00	04/02/18 18.33.00	-10.0
599	FIDENZA	04/02/18 19.01.00	04/02/18 19.02.30	1.5
599	PARMA	04/02/18 19.14.00	04/02/18 19.14.30	0.5
599	REGGIO EMILIA	04/02/18 19.31.00	04/02/18 19.29.30	-1.5
599	MODENA	04/02/18 19.48.00	04/02/18 19.44.30	-3.5
599	BOLOGNA C.LE	04/02/18 20.14.00	04/02/18 20.11.30	-2.5
