Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
11547	PIACENZA	26/11/17 17.52.00	26/11/17 17.53.30	1.5
11547	FIORENZUOLA	26/11/17 18.04.00	26/11/17 18.04.00	0.0
11547	FIDENZA	26/11/17 18.13.00	26/11/17 18.12.00	-1.0
11547	PARMA	26/11/17 18.28.00	26/11/17 18.29.30	1.5
11547	REGGIO EMILIA	26/11/17 18.45.00	26/11/17 18.47.30	2.5
11547	MODENA	26/11/17 18.59.00	26/11/17 19.01.30	2.5
11547	CASTELFRANCO D'EMILIA	26/11/17 19.08.00	26/11/17 19.12.00	4.0
11547	BOLOGNA C.LE	26/11/17 19.28.00	26/11/17 19.29.30	1.5
11547	CASTEL S.PIETRO TERME	26/11/17 19.49.00	26/11/17 19.50.30	1.5
11547	IMOLA	26/11/17 20.00.00	26/11/17 19.58.30	-1.5
11547	CASTELBOLOGNESE	26/11/17 20.08.00	26/11/17 20.12.00	4.0
11547	FAENZA	26/11/17 20.14.00	26/11/17 20.18.00	4.0
11547	FORLI`	26/11/17 20.25.00	26/11/17 20.28.00	3.0
597	MILANO CENTRALE	26/11/17 14.50.00	26/11/17 14.51.30	1.5
597	MILANO ROGOREDO	26/11/17 14.59.00	26/11/17 14.59.30	0.5
597	LODI	26/11/17 15.13.00	26/11/17 15.17.30	4.5
597	PIACENZA	26/11/17 15.43.00	26/11/17 15.37.00	-6.0
597	FIDENZA	26/11/17 16.01.00	26/11/17 16.00.00	-1.0
597	PARMA	26/11/17 16.14.00	26/11/17 16.15.30	1.5
597	REGGIO EMILIA	26/11/17 16.31.00	26/11/17 16.36.00	5.0
597	MODENA	26/11/17 16.48.00	26/11/17 16.49.30	1.5
597	BOLOGNA C.LE	26/11/17 17.14.00	26/11/17 17.12.30	-1.5
597	PRATO CENTRALE	26/11/17 18.06.00	26/11/17 18.02.00	-4.0
597	FIRENZE RIFREDI	26/11/17 18.17.00	26/11/17 18.16.00	-1.0
597	AREZZO	26/11/17 19.00.00	26/11/17 19.00.00	0.0
597	TERONTOLA CORTONA	26/11/17 19.22.00	26/11/17 19.21.30	-0.5
597	CHIUSI C.T.	26/11/17 19.43.00	26/11/17 19.38.00	-5.0
597	ORVIETO	26/11/17 20.08.00	26/11/17 20.06.30	-1.5
597	ORTE	26/11/17 20.44.00	26/11/17 20.35.00	-9.0
8523	BOLZANO	26/11/17 15.16.00	26/11/17 15.17.30	1.5
8523	TRENTO	26/11/17 15.45.00	26/11/17 15.47.30	2.5
8523	ROVERETO	26/11/17 16.00.00	26/11/17 16.03.00	3.0
8523	VERONA PORTA NUOVA	26/11/17 16.42.00	26/11/17 16.44.00	2.0
8523	BOLOGNA C.LE/AV	26/11/17 17.42.00	26/11/17 17.41.30	-0.5
8523	FIRENZE CAMPO MARTE	26/11/17 18.25.00	26/11/17 18.19.30	-5.5
8523	ROMA TERMINI	26/11/17 19.48.00	26/11/17 19.46.00	-2.0
11409	PIACENZA	26/11/17 16.33.00	26/11/17 16.34.30	1.5
11409	PONTENURE	26/11/17 16.40.00	26/11/17 16.42.00	2.0
11409	CADEO	26/11/17 16.46.00	26/11/17 16.47.00	1.0
11409	FIORENZUOLA	26/11/17 16.51.00	26/11/17 16.53.00	2.0
11409	FIDENZA	26/11/17 17.00.00	26/11/17 17.01.30	1.5
11409	CASTELGUELFO	26/11/17 17.08.00	26/11/17 17.09.00	1.0
11409	PARMA	26/11/17 17.16.00	26/11/17 17.25.30	9.5
11409	REGGIO EMILIA	26/11/17 17.33.00	26/11/17 17.42.30	9.5
11409	MODENA	26/11/17 17.48.00	26/11/17 17.57.00	9.0
11409	CASTELFRANCO D'EMILIA	26/11/17 17.57.00	26/11/17 18.07.30	10.5
11409	BOLOGNA C.LE	26/11/17 18.20.00	26/11/17 18.26.00	6.0
8527	BOLZANO	26/11/17 17.16.00	26/11/17 17.17.00	1.0
8527	TRENTO	26/11/17 17.45.00	26/11/17 17.45.30	0.5
8527	ROVERETO	26/11/17 18.00.00	26/11/17 18.02.00	2.0
8527	VERONA PORTA NUOVA	26/11/17 18.42.00	26/11/17 18.40.00	-2.0
8527	BOLOGNA C.LE/AV	26/11/17 19.42.00	26/11/17 19.53.00	11.0
8527	FIRENZE CAMPO MARTE	26/11/17 20.25.00	26/11/17 20.29.30	4.5
8811	MILANO CENTRALE	26/11/17 11.35.00	26/11/17 11.52.30	17.5
8811	PIACENZA	26/11/17 12.18.00	26/11/17 12.31.00	13.0
8811	PARMA	26/11/17 12.44.00	26/11/17 13.02.30	18.5
8811	REGGIO EMILIA	26/11/17 12.58.00	26/11/17 13.20.30	22.5
