Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
20533	MANTOVA	08/01/18 11.29.00	08/01/18 11.32.30	3.5
20533	BORGOCHIESANUOVA	08/01/18 11.32.30	08/01/18 11.35.00	2.5
20533	LEVATA	08/01/18 11.35.30	08/01/18 11.37.00	1.5
20533	ROMANORE	08/01/18 11.42.00	08/01/18 11.44.30	2.5
20533	SUZZARA	08/01/18 11.51.00	08/01/18 11.53.30	2.5
20533	PALIDANO	08/01/18 11.58.30	08/01/18 12.00.00	1.5
20533	GONZAGA-REGGIOLO	08/01/18 12.04.00	08/01/18 12.04.00	0.0
20533	VILLANOVA DI REGGIOLO	08/01/18 12.08.30	08/01/18 12.09.30	1.0
20533	ROLO NOVI FABBRICO	08/01/18 12.14.00	08/01/18 12.14.30	0.5
20533	CARPI	08/01/18 12.24.00	08/01/18 12.23.00	-1.0
20533	MODENA	08/01/18 12.40.00	08/01/18 12.39.00	-1.0
20453	MANTOVA	08/01/18 05.37.00	08/01/18 05.38.30	1.5
20453	MANTOVA FRASSINE	08/01/18 05.43.00	08/01/18 05.44.30	1.5
20453	GAZZO DI BIGARELLO	08/01/18 05.50.00	08/01/18 05.50.30	0.5
20453	CASTEL D`ARIO	08/01/18 05.58.00	08/01/18 05.57.30	-0.5
20453	BONFERRARO	08/01/18 06.04.00	08/01/18 05.59.30	-4.5
20453	NOGARA	08/01/18 06.13.00	08/01/18 06.09.00	-4.0
20453	SANGUINETTO	08/01/18 06.21.00	08/01/18 06.20.00	-1.0
20453	CEREA	08/01/18 06.26.00	08/01/18 06.28.30	2.5
20453	LEGNAGO	08/01/18 06.33.00	08/01/18 06.36.00	3.0
20453	BOSCHI S.ANNA	08/01/18 06.39.00	08/01/18 06.44.00	5.0
20453	BEVILACQUA	08/01/18 06.43.00	08/01/18 06.46.00	3.0
20453	MONTAGNANA	08/01/18 06.49.00	08/01/18 06.51.00	2.0
20453	SALETTO	08/01/18 06.56.00	08/01/18 06.57.30	1.5
