station,mean_delay,std_dev
ARQUA`,4.16095890410959,3.274738700556149
TREVISO C.,11.714285714285714,10.39177612292581
CASTELMAGGIORE,5.091580976863754,7.418504703285367
PORTOGRUARO CAORLE,11.723404255319148,10.060074114310012
LECCE,-0.5,2.57390753524675
BOLOGNA C.LE,4.065896127289113,10.469751737336468
S. DONA` DI PIAVE,10.361702127659575,10.908729529106939
VARIGNANA,4.043701799485862,5.841165915384818
POGGIO RENATICO,7.207297008547009,6.977565406012863
MONSELICE,1.8028590425531892,7.970558670906297
RIMINI,3.897777777777779,15.577448914457708
ANCONA,6.0212765957446805,17.877147457461035
FIRENZE S.M.N.,10.378472222222221,7.542477966381398
TERONTOLA CORTONA,19.515625,20.528637333914826
TERME EUGANEE-ABANO-MONTEGR.,2.5683479532163744,6.049107708742109
UDINE,6.794117647058824,9.189087998016674
CHIUSI C.T.,19.32421875,20.279405581116652
CESENA,6.738372093023256,12.305122497223772
S.LAZZARO DI SAVENA,3.9160493827160496,5.547978331060039
CASTEL S.PIETRO TERME,2.7544987146529567,5.932677423426667
CASARSA,10.714285714285714,12.287758582793323
PONTELAGOSCURO,5.890410958904109,3.9108571909338603
BARLETTA,14.431818181818182,14.583197925476265
RHO FIERA MILANO,6.906896551724138,7.846174361259102
OCCHIOBELLO,6.02054794520548,3.870701937735436
FOGGIA,10.734939759036147,24.12092722469958
S.GIORGIO P.,5.17137355584082,7.181438075535371
SESTO CALENDE,1.2655172413793083,4.081655766120346
ORTE,11.411764705882355,17.183043358579166
PORDENONE,10.071428571428571,11.80263520584271
BOLOGNA C.LE/AV,7.291139240506329,8.304156973737076
PRATO CENTRALE,19.2593984962406,23.54288491112511
VENEZIA MESTRE,1.6364136413641373,7.237505865183412
ORVIETO,17.744,19.01162802076666
VERBANIA-PALLANZA,0.5896551724137937,2.763017777970188
VENEZIA SANTA LUCIA,2.0289139633286326,6.504507667086036
ROMA TERMINI,13.098290598290603,19.953136007915738
BOLOGNA SAN VITALE,3.998407643312103,5.835812430285516
BARI CENTRALE,11.303571428571427,12.017224741020303
DOMODOSSOLA,1.7034482758620688,2.537562637242879
IMOLA,2.2905759162303663,6.180730803331466
FORLI`,6.872093023255814,11.229212440696974
LATISANA LIGNANO B.,9.382978723404255,9.764666313125447
BUSTO ARSIZIO,3.9310344827586214,6.953870996724088
BOLOGNA CORTICELLA,5.1382087628866,7.6781277361181886
FIRENZE RIFREDI,14.678030303030303,23.35627909556473
STRESA,0.6206896551724145,3.0145917484730314
TRIESTE CENTRALE,1.7798165137614668,6.320952301911418
OZZANO DELL'EMILIA,4.508793969849247,5.847283858052264
ARONA,-0.13793103448275743,4.043806460459651
FERRARA,3.344425237683665,8.9084438400217
GALLIERA,8.483310626702997,7.019392803572725
PADOVA,4.779379157427937,6.559962465255918
GORIZIA CENTRALE,4.578947368421053,10.8975827568099
TERMOLI,9.688034188034191,19.17453035163359
CASTELBOLOGNESE,6.459302325581395,9.41001191356346
AREZZO,19.09615384615385,24.702422452360977
MONFALCONE,2.4857954545454555,7.541585467501934
CONEGLIANO,12.678571428571429,10.876239350877784
FIRENZE CAMPO MARTE,15.462121212121211,24.24010156147012
BRINDISI,14.0,7.102816342831906
S.PIETRO IN CASALE,5.343429328037075,7.873659710861057
POLESELLA,5.859589041095891,3.712858899723816
MILANO CENTRALE,7.503472222222222,8.227639017568698
PESCARA,7.373188405797102,17.88661180130735
GALLARATE,1.3103448275862073,7.053384964937156
FAENZA,6.848837209302326,10.200654467885256
ROVIGO,1.3238961038960981,9.766339812662332
PESARO,8.354609929078014,17.021051986866585
CERVIGNANO A.G.,5.698581560283689,9.296865722348143
SACILE,9.821428571428571,11.659606707407784
CORONELLA,4.175287356321841,9.016641812325599
FUNO CENTERGROSS,5.601446945337624,7.232190180251696
CODROIPO,11.071428571428571,11.694602869004841
