station,mean_delay,std_dev
TREVISO C.,-2.0,0.0
SUZZARA,3.657183499288762,4.898889522305042
CODOGNO,4.5681818181818175,5.674943528444724
GHEDI,5.753937007874017,6.376330695184832
GONZAGA-REGGIOLO,2.7110027855153214,4.599630553048677
ROMA TIBURTINA,6.84814814814815,24.14564591586454
BOLOGNA C.LE,4.855524079320115,17.331673275228738
ROLO NOVI FABBRICO,2.8278688524590163,3.5502321276378517
CASALMAGGIORE,5.929411764705883,4.4590125543334755
OSTIGLIA,11.11111111111111,8.435840129637976
CANNETO SULL`OGLIO,5.783216783216783,5.751166275034711
CASTEL S.GIOVANNI,3.8541666666666665,7.004712449736709
S. GIOVANNI IN CROCE,6.108910891089108,5.0532507444760215
MONSELICE,1.7847533632286987,3.383297715230998
RIMINI,3.7993431855500854,25.29764888972986
ISOLA DELLA SCALA,11.527777777777779,9.618414052685033
CASTELLUCCHIO,8.98943661971831,8.54098760003184
TERONTOLA CORTONA,6.5,12.288205727444508
CEREA,3.0342465753424666,3.7003552709952405
TERME EUGANEE-ABANO-MONTEGR.,3.5,0.0
UDINE,3.0,0.0
CHIUSI C.T.,10.463768115942027,28.561793534917225
COLORNO,5.9825174825174825,5.291307177420242
VILLANOVA DI REGGIOLO,2.5520661157024787,4.1715311395938945
VIPITENO,5.0,0.0
ASOLA,6.645669291338583,5.346163426633221
OSTERIA NUOVA,4.151079136690647,6.534372516879046
S. ZENO FOLZANO,4.409090909090908,6.243767699332401
PIACENZA,3.058510638297874,13.624830349062666
DOMEGLIARA,7.555555555555555,7.927778579313021
VISANO,5.206293706293707,6.461786008540628
MONTIRONE,5.097902097902098,6.195539837469504
CASTELFRANCO D'EMILIA,2.948275862068964,7.288713400719208
CHIUSA,11.0,0.0
BEVILACQUA,0.8918918918918913,3.4229762693153383
PRATO CENTRALE,6.286259541984733,33.60305792714702
VENEZIA MESTRE,2.0,0.0
MANTOVA,3.2457741717376627,6.055779907655869
ORVIETO,10.977443609022558,29.115812679037656
SAMOGGIA,2.6527777777777772,5.783167574524121
ROVERBELLA,3.9891696750902526,4.918711503919211
VENEZIA SANTA LUCIA,2.0,0.0
ROMA TERMINI,2.944099378881988,22.655503869701526
MIRANDOLA,11.705035971223023,7.881783471214017
COLLE ISARCO,6.0,0.0
MODENA,3.2162162162162145,8.906085630147178
PARMA,4.930402930402933,11.892064137324981
MAROTTA MONDOLFO,3.775193798449612,4.3020531255391585
GAMBETTOLA,6.5,2.1213203435596424
BRENNERO,5.0,0.0
CONEGLIANO,-2.0,0.0
FIRENZE CAMPO MARTE,9.760273972602743,34.31297227188746
RICCIONE,2.448717948717945,11.255149131080616
SENIGALLIA,3.631782945736435,4.263086185795378
NOGARA,4.47948103342183E10,6.881509337882883E11
MILANO CENTRALE,4.852982954545452,11.505118765289106
CARPI,1.687154696132598,3.532968718368592
PIADENA,7.4527777777777775,6.539879920563263
CAMPO DI TRENS,7.5,0.0
ANCONA TORRETTE,9.5,12.020815280171307
PONTE D`ADDA,5.255244755244756,6.852293029668694
PESCARA,1.4047619047619044,1.9848167968089596
LODI,4.657074340527579,10.051485446896477
ALA,6.666666666666666,8.511238245436925
ANZOLA,2.59375,5.80088272460454
POGGIO RUSCO,5.269784172661869,7.949857848298515
ROVERETO,5.946202531645568,14.185484803768793
REMEDELLO SOTTO,6.671328671328671,6.1073451780302035
S.ANTONIO MANTOVANO,3.061371841155234,5.066748907143984
S.FELICE SP,5.043165467625901,7.171926452330602
BORGOCHIESANUOVA,7.802857142857145,5.845506727957919
