station,mean_delay,std_dev
CASTELMAGGIORE,3.0473684210526315,7.910763501162994
PORTOGRUARO CAORLE,11.797872340425533,10.052536766445048
BOLOGNA C.LE,1.9537634408602123,9.472336740536413
S. DONA` DI PIAVE,10.439716312056738,10.898636083949901
VARIGNANA,3.498559077809798,5.340365772890724
CASTEL S.GIOVANNI,3.2279999999999998,4.589830975874467
LUGO,2.809643605870022,4.643276431816081
POGGIO RENATICO,5.129032258064516,3.1067101516458533
MONSELICE,6.360714285714286,15.110512308321594
RIMINI,1.9051539012168948,2.962115484931041
TERONTOLA CORTONA,18.948818897637796,19.495810971060486
CHIUSI C.T.,18.751968503937007,19.24362129070183
TORTONA,4.558333333333333,6.433624686803254
S.LAZZARO DI SAVENA,2.658555729984302,5.972966839790797
RAVENNA,2.0243863563914544,3.6826600216929113
RIMINI VISERBA,1.6147859922179,1.7386376477836674
PIACENZA,1.3155893536121666,5.661341411610636
S.GIORGIO P.,2.978947368421052,3.331758679955043
CASTELFRANCO D'EMILIA,-1.1179775280898874,4.351360390454167
MONTESANTO,0.5357142857142861,4.9075756320507775
RIMINI TORRE PEDRERA,2.03125,2.568056061961594
PRATO CENTRALE,19.329545454545453,23.615384229584226
VENEZIA MESTRE,3.542553191489362,10.769084282880941
BARBIANO,3.00381679389313,3.138488959028172
ORVIETO,16.991869918699184,17.820022784736107
SAMOGGIA,2.2711267605633805,3.7410049278693323
SALE MARASINO,0.3500000000000001,1.565247584249853
ROMA TERMINI,16.241228070175435,20.640379190091245
LIDO DI CLASSE-LIDO DI SAVIO,2.1261467889908268,4.234844681825488
IMOLA,3.626450116009282,5.774097394097334
MODENA,1.2434456928838948,5.394468076365534
ALFONSINE,0.15607734806629867,4.664040438593698
BOLOGNA CORTICELLA,4.205263157894738,7.686854881024235
CLASSE,1.548133595284872,4.4616852521445045
CASTELBOLOGNESE,1.9014084507042264,4.745600354632403
GODO,4.332527206771465,3.024962693322441
PARMA,1.9248120300751879,6.009739340908727
GAMBETTOLA,5.5,3.116774889895918
FORLIMPOPOLI,8.0,2.6457513110645907
FIRENZE CAMPO MARTE,15.404580152671754,24.341884961444922
MILANO CENTRALE,5.529411764705881,6.278052512931047
ARGENTA,1.6396648044692728,4.188826259651716
LODI,5.919708029197079,9.227762135630353
GENOVA BRIGNOLE,1.3319327731092434,6.3893042613883075
RUSSI,2.672594142259415,2.9531084947590664
VOLTANA,2.604748603351955,4.523923933019734
GENOVA P.PRINCIPE,0.5210084033613449,7.165830808628884
ISEO,1.35,2.277463963548745
ANZOLA,1.9510489510489513,3.9652161394806913
CERVIGNANO A.G.,5.7659574468085095,9.304291097485487
CERVIA-MILANO MARITTIMA,2.216129032258063,4.015320850656489
IGEA MARINA,1.2451171875,2.6603149295526434
CESENATICO,1.3341935483870986,3.889700816658112
S.ILARIO,2.4361702127659566,7.106549057994169
CASALPUSTERLENGO,3.1934306569343067,5.997011564344093
S.NICOLO',3.2919999999999994,4.561048266607424
BELLARIA,2.1801801801801823,3.8946789590796027
FIDENZA,2.740530303030305,6.041987537716572
FOLIGNO,5.126760563380282,6.715451807415827
GAIBANELLA,1.0113636363636365,4.052577730267349
SANTARCANGELO DI ROMAGNA,3.6942257217847767,2.4706845932740835
CESENA,3.4504950495049496,4.977200493497852
ARQUATA SCRIVIA,3.3529411764705883,6.682684728047296
PORTOMAGGIORE,0.7779329608938547,4.36149939216712
RUBIERA,2.2209737827715346,5.265850596705999
SAVIGNANO SUL RUBICONE,6.0625,2.178425053630653
CASTEL S.PIETRO TERME,2.357680250783698,5.620399605861286
SOLAROLO,2.654210526315791,4.583082217207518
VOGHERA,1.78225806451613,7.283526890551143
S.BIAGIO,3.736607142857143,4.6870339751182195
DARFO - CORNA,2.3,2.473012226755907
ORTE,10.623931623931623,15.712380631168932
TERNI,8.72695035460993,13.447712919901628
BRENO,0.04999999999999999,0.22360679774997888
BOLOGNA SAN VITALE,3.608173076923076,5.427430045519655
FIORENZUOLA,3.384469696969695,5.5001646452223145
FORLI`,2.1157894736842113,5.278646582452856
MILANO ROGOREDO,3.1617647058823524,6.465544677276325
LATISANA LIGNANO B.,9.460992907801417,9.765294034411905
FIRENZE RIFREDI,14.751908396946567,23.426018904513448
OZZANO DELL'EMILIA,3.653759398496241,5.661428522398463
TRIESTE CENTRALE,1.9577464788732393,7.3748405338563225
STRADELLA,3.288,4.786685161853625
FERRARA,2.7367972742759785,10.828722801263966
GALLIERA,5.419354838709678,3.083344389250234
PADOVA,6.632142857142857,11.592234239166492
LAVEZZOLA,1.8044692737430168,4.389257592183195
AREZZO,19.334615384615383,25.80152243431467
MONFALCONE,2.709219858156029,8.045441484017253
MILANO LAMBRATE,5.257352941176471,6.071178204683859
FALCONARA MARITTIMA,-0.14930555555555508,4.663157136469829
S.PIETRO IN CASALE,2.9421052631578943,3.146987040902822
REGGIO EMILIA,2.5280898876404505,5.396162422884015
BAGNACAVALLO,2.7702773417059148,3.4913994368667383
FABRIANO,5.1944444444444455,7.066396177257182
FAENZA,1.9028436018957344,4.267405977896302
JESI,0.25,4.9624463851888745
RONCO SCR.,5.882352941176471,6.602742715410185
PESARO,1.350694444444445,3.179413600500231
ROVIGO,7.898550724637682,17.109795655510347
MEZZANO,1.249011857707511,4.331415442322043
FUNO CENTERGROSS,2.7342105263157888,7.5820696353441095
GATTEO A MARE,2.760953608247425,3.6914735049631635
