station,mean_delay,std_dev
TREVISO C.,2.614583333333333,3.9408736518518497
CASTELMAGGIORE,43.5,0.0
ROMA TIBURTINA,343164.9975751747,1.9084291906307153E7
BOLOGNA C.LE,4.748150638870205,12.534996297426046
NAPOLI CENTRALE,9.90407138873397,23.491859583129493
MUSIANO-PIAN DI MACINA,3.2434456928838946,6.603108037864402
MILANO PORTA GARIBALDI,2.9005235602094253,5.488049506810889
NAPOLI AFRAGOLA,14.240196078431367,33.18015232137378
GRIZZANA,1.808851224105459,6.939203423270004
FIDENZA,3.9609929078014194,10.084831417598307
FIRENZE S.M.N.,6.615130023640659,13.312258591978036
PIANORO,1.411048689138575,6.702751362035203
TERONTOLA CORTONA,3.2749999999999995,5.151583813690086
UDINE,1.7689655172413794,1.162224713007301
VIAREGGIO,3.1507731958762877,4.137004423755645
PESCIA,3.8661417322834635,6.532544686000694
PIACENZA,-1.2296819787985886,8.42974105745052
RHO FIERA MILANO,1.375,8.988289706715724
MONZUNO,1.9090056285178256,6.744370636876522
BOLOGNA MAZZINI,2.8792134831460676,4.133662493373598
RASTIGNANO,2.4456928838951293,6.594162108202642
MONTECATINI TERME,5.1558265582655824,6.881625260845416
SALERNO,2.5396396396396455,19.5791980494554
PORDENONE,-4.079861111111111,2.682931802617811
BOLOGNA C.LE/AV,3.269878706199448,9.137184758844937
PRATO CENTRALE,2.4087003222341585,8.299516732101976
VENEZIA MESTRE,1.0370670995670979,6.640192417013589
MONTECATINI CENTRO,5.418882978723405,6.815037477197237
VENEZIA SANTA LUCIA,2.1596153846153836,6.262780685718022
ROMA TERMINI,10.450992751339385,21.49946940144728
VERNIO MONTEPIANO CANTAGALLO,2.2033073929961082,7.102837526697766
BOLOGNA SAN VITALE,3.6281800391389436,3.8780059074868465
MASSAROSA BOZZANO,2.7112676056338025,2.177678462988289
MODENA,2.2321428571428545,8.255965740123887
MILANO ROGOREDO,2.8396369137670225,8.086089956033105
FIRENZE RIFREDI,1.3873684210526327,8.275991433020131
TRIESTE CENTRALE,1.26551724137931,5.572768353918614
FERRARA,5.827464788732396,8.808433513995958
PADOVA,3.4834867352463457,6.986899455464612
TORINO PORTA SUSA,0.002497502497501099,6.510318253069017
FIRENZE CASTELLO,1.9014598540145988,3.87053320163005
TORINO P.NUOVA,2.580838323353294,6.311110993623397
PARMA,2.7049469964664303,7.946878836490557
BOLOGNA S.RUFFILLO,1.9541198501872648,5.385273843046027
AREZZO,6.338495575221232,15.93226706174131
MILANO LAMBRATE,4.652482269503545,10.543099175427388
CONEGLIANO,0.8645833333333333,4.049613099882661
MILANO CENTRALE,1.9906336088154273,7.259345221039583
REGGIO EMILIA,3.174911660777387,8.27852726837952
ZAMBRA,0.7153284671532849,3.820800087734722
ALTOPASCIO,5.5857142857142845,6.2976664470716
SESTO FIORENTINO,2.776141078838172,8.362667712709543
LODI,6.599290780141845,10.387014533636975
REGGIO EMILIA AV,5.467619047619045,7.385894014196884
LUCCA,3.151162790697674,4.9158480566345375
PISTOIA,6.013812154696136,8.69344500075988
IL NETO,1.7540145985401463,3.486381374436909
VAIANO,0.9781746031746014,6.838198163008333
PRATO PORTA AL SERRAGLIO,7.101428571428571,9.237730852637542
PERUGIA,2.5384615384615383,4.033513452218893
SAN BENEDETTO SAMBRO-CAST.PEPOLI,1.438212927756655,6.243891021310675
FIUMICINO AEROPORTO,5.864661654135338,9.486858498204654
