station,mean_delay,std_dev
CODOGNO,2.9811912225705344,7.650253242681281
ROMA TIBURTINA,10.47340425531915,16.2760643881875
BOLOGNA C.LE,2.9762330946698468,10.090133974896135
PALAZZOLO M.SE,2.3333333333333335,2.581988897471611
SEVESO,2.2,2.6832815729997477
VARIGNANA,7.477099236641221,5.8844196483398985
CASTEL S.GIOVANNI,1834.224806201556,36010.87696592201
LUGO,5.15625,9.67824089254827
PORTO S. GIORGIO FERMO,7.758771929824562,12.586131878612141
RIMINI,4.977383863080685,13.06640680020569
TERONTOLA CORTONA,15.125850340136061,27.523392512590195
CHIUSI C.T.,13.791666666666663,26.91611682134288
CADEO,2.7289156626506026,3.409900692749853
TORTONA,3.496031746031745,6.9692168948156725
S.LAZZARO DI SAVENA,4.554794520547945,5.320010471373634
RAVENNA,2.5238095238095233,9.674032497459615
POMEZIA - S.PALOMBA,35.5,0.0
BARLETTA,15.698295454545452,21.02060713398183
PIACENZA,2.190440904038546,7.717763521421694
CASTELFRANCO D'EMILIA,4.513812993321193,8.42451200504644
SALERNO,-2.9148936170212756,11.670903596093416
GIULIANOVA,5.96829268292683,12.467023935016316
PRATO CENTRALE,8.00422535211268,19.74378566768405
ASTI,3.8642857142857148,4.421108156090734
ORVIETO,13.844758064516123,26.90298007253724
PADERNO DUGNANO,2.1666666666666665,2.401388487243717
SAMOGGIA,5.331333333333344,8.349792267445652
ROMA TERMINI,8.005597014925375,16.6513871838912
M.N. BRUZZANO,1.6666666666666665,1.632993161855452
MODENA,4.600507709665311,9.999313768340684
IMOLA,3.6442701227830843,9.85427046142858
ROVATO,8.608695652173912,8.140136463470533
TORINO PORTA SUSA,0.3795620437956209,3.1909370439651012
GENOVA NERVI,-0.07299270072992727,3.7892747957739235
CASTELBOLOGNESE,3.916724496877169,9.591029769602768
GODO,5.58695652173913,11.024406986641711
VAREDO,2.833333333333333,2.7141603981096374
PARMA,3.4812078087939997,7.965929553443226
MAROTTA MONDOLFO,2.4315068493150678,5.5523531858390065
PONTENURE,2.68231046931408,6.255859696891857
FORLIMPOPOLI,11.0,0.0
GAMBETTOLA,8.0,0.0
CHIARI,8.130434782608695,7.949728992265094
BRINDISI,15.946004319654422,21.82144930073154
RICCIONE,3.8985401459853994,9.708447107242828
SENIGALLIA,6.559352517985611,8.718577180278912
MILANO CENTRALE,3.637976539589449,6.665956470294945
PESCARA,9.660965794768611,21.00991818421929
LODI,4.2709014479215375,8.10196056693277
GENOVA BRIGNOLE,2.832699619771863,6.012277128677848
RUSSI,3.8125,10.430736874216052
GENOVA P.PRINCIPE,0.6230158730158726,8.706936661751131
DESENZANO,8.857664233576642,9.043999657131609
TARANTO,10.567460317460318,19.384025662767613
ANZOLA,5.42295887047269,8.162567424807191
ROMANO,7.3920863309352525,7.474779476638558
CAMNAGO LENTATE,4.4,2.701851217221259
M.N. AFFORI,2.0,1.7888543819998317
LECCE,6.875592417061605,21.803223769670986
MILANO BOVISA,1.1666666666666667,1.4719601443879746
VASTO S.SALVO,10.259398496240598,16.798110633269854
S.ILARIO,3.415756181713633,7.411266742597488
MOLFETTA,11.40076335877863,19.766270790193637
NAPOLI CENTRALE,10.456140350877194,22.62352888137247
CASALPUSTERLENGO,3.6581843191196697,7.167881452873889
CASTELGUELFO,3.881481481481482,4.433256024962179
M N CADORNA,1.1666666666666667,0.983192080250175
S.NICOLO',3.296416938110748,9.081786351201096
GIOIA DEL COLLE,13.219844357976653,21.214798858360204
FIDENZA,3.0148371848739464,7.6416130831105535
