station,mean_delay,std_dev
CASTELMAGGIORE,0.75,0.3535533905932738
BOLOGNA C.LE,4.839689265536714,16.475940472752374
PALAZZOLO M.SE,2.6551724137931036,2.3945751497464536
SEVESO,2.0,1.7525491637693282
VARIGNANA,13.166666666666666,3.7527767497325675
CASTEL S.GIOVANNI,2.48,3.8957241517677637
LUGO,0.4136690647482012,2.446476361083512
PORTO S. GIORGIO FERMO,3.3450363196125923,8.697042562342787
RIMINI,3.807791537667678,13.860181158964247
CADEO,2.216417910447762,4.756652548077843
S.LAZZARO DI SAVENA,11.666666666666666,3.7527767497325675
RAVENNA,2.539568345323741,2.5545247921625913
BARLETTA,0.7012987012987018,5.560319369436284
PIACENZA,6.092012133468139,13.641136097266388
S.GIORGIO P.,0.5,0.7071067811865476
CASTELFRANCO D'EMILIA,1.5212121212121223,9.695493189722217
GIULIANOVA,4.01207729468599,7.822012091286917
MARZOCCA,14.0,0.0
ASTI,13.577380952380954,15.916289686836423
BARBIANO,2.514492753623189,2.4687403544932183
PADERNO DUGNANO,3.4827586206896552,2.898530288355172
SAMOGGIA,2.31021897810219,3.802636172901728
MONOPOLI,3.589928057553958,5.144735524589692
LIDO DI CLASSE-LIDO DI SAVIO,0.7733812949640292,4.315552856241007
M.N. BRUZZANO,4.379310344827585,3.529607354765928
MODENA,5.929850746268662,15.527584517683247
IMOLA,4.480654761904764,8.570188568947625
BOLOGNA CORTICELLA,1.25,0.3535533905932738
CASTELBOLOGNESE,3.2559523809523823,8.557790915821657
GODO,3.1762589928057556,2.090232035306646
VAREDO,2.4482758620689653,2.197176872010206
PARMA,8.57464929859719,14.662611129080044
MAROTTA MONDOLFO,3.910290237467016,5.6037472978332294
PONTENURE,2.75,4.843147848360721
GAMBETTOLA,9.428571428571429,14.615712354142975
FORLIMPOPOLI,7.0,3.605551275463989
BRINDISI,1.792114695340502,5.100586315687256
RICCIONE,4.300403225806445,14.18632546695648
SENIGALLIA,4.665822784810123,13.282147180814345
MILANO CENTRALE,7.730434782608703,15.960792460119507
OSTUNI,2.9892857142857148,5.466203507105221
PESCARA,7.548969072164953,12.048830986508914
LODI,6.1259259259259276,13.526405199287442
RUSSI,1.776978417266187,2.2280919420951553
TARANTO,1.9388489208633093,2.321497230248869
ANZOLA,2.0108695652173916,4.019781102777792
CAMNAGO LENTATE,0.4137931034482759,0.8667361346416772
CERVIA-MILANO MARITTIMA,0.9172661870503599,2.6923113301021186
M.N. AFFORI,4.655172413793103,3.7916813276751506
LECCE,2.0197132616487448,3.971635754316773
CESENATICO,-1.446043165467626,2.405225777676911
MILANO BOVISA,4.172413793103448,3.836562500815032
VASTO S.SALVO,2.801444043321301,7.929508140891149
S.ILARIO,2.4452554744525554,7.210255877842257
MOLFETTA,0.6780575539568352,5.513009278382794
CASALPUSTERLENGO,3.1603053435114505,5.952461409293224
M N CADORNA,5.148148148148148,4.663307704456006
GIOIA DEL COLLE,2.4028776978417263,3.3551159820563177
S.NICOLO',3.04,3.335166162777101
BELLARIA,3.539568345323741,2.361423628122342
FIDENZA,6.138828633405642,12.196187480508001
ANCONA,7.790773229369713,12.049209055725083
SANTARCANGELO DI ROMAGNA,3.110132158590308,4.289443048214158
CESANO MADERNO,2.413793103448276,2.044456640690877
FANO,4.867721518987338,13.273491832331981
CESENA,2.0766423357664157,12.376598262000645
RUBIERA,2.832116788321168,6.654630567226119
SAVIGNANO SUL RUBICONE,10.714285714285714,14.826376110548004
CASTEL S.PIETRO TERME,3.3434343434343416,10.633522909422371
SOLAROLO,2.804347826086956,2.56836082137827
VOGHERA,5.32,10.013407678374698
FOGGIA,0.7896634615384617,8.440290108690332
TRANI,0.9460431654676262,4.309208780718279
BOLOGNA SAN VITALE,12.666666666666666,2.0207259421636903
BARI CENTRALE,1.1804556354916058,6.5051084761704825
FIORENZUOLA,4.495327102803735,9.65016887654275
S.BENEDETTO DEL TRONTO,8.310395314787703,11.836477255998384
FORLI`,3.0140750670241325,13.524380282632439
MILANO ROGOREDO,6.716216216216215,14.034657399018158
STRADELLA,3.2199999999999998,4.869291529575941
OZZANO DELL'EMILIA,12.5,4.0
BISCEGLIE,1.9712230215827338,4.555224629258796
TERMOLI,4.7301682692307665,11.17143904215091
TORINO P.NUOVA,11.550847457627118,15.577031863716083
MILANO LAMBRATE,5.173076923076923,6.101757129840252
MILANO NORD DOMODOSSOLA,4.206896551724137,4.345599665546974
FALCONARA MARITTIMA,2.842824601366742,4.391293507621456
CATTOLICA S.GIOVANNI GABICCE,5.464460784313735,8.235662052213032
S.PIETRO IN CASALE,0.75,1.7677669529663689
ALESSANDRIA,12.755555555555555,16.545688267632986
REGGIO EMILIA,7.741999999999994,15.018888207953452
BAGNACAVALLO,1.4748201438848925,2.3860431597460665
FASANO,2.856115107913669,5.3291122123822285
FAENZA,4.450402144772122,13.53336244866441
BOVISIO M. - MOMBELLO,2.5517241379310347,2.0630457182205104
RIMINIFIERA,9.681818181818182,5.321055944418961
CIVITANOVA MARCHE,5.589588377723972,8.347967200675503
PESARO,7.6284540702016335,15.220352246127774
SAN SEVERO,2.8140794223826715,5.973272320182678
TORINO LINGOTTO,10.419117647058822,16.289271786339505
FUNO CENTERGROSS,1.0,0.7071067811865476
GATTEO A MARE,2.6510791366906474,2.3356520644470513
