station,mean_delay,std_dev
TREVISO C.,1.3375000000000006,10.22245449729991
ARQUA`,8.491007194244604,10.719213748509247
CASTELMAGGIORE,3.465683494044243,6.018637052534508
LECCE,1.6386986301369868,2.932594821990203
PORTOGRUARO CAORLE,9.205882352941176,17.22123167585399
ROMA TIBURTINA,1.9055944055944058,9.233336414307765
BOLOGNA C.LE,4.471308686777052,8.997455283380045
S. DONA` DI PIAVE,9.635483870967743,24.205512793618126
VARIGNANA,5.8421875,6.805004720331235
NAPOLI CENTRALE,2.879432624113475,2.6443340433704785
POGGIO RENATICO,3.1018033740546773,6.834339627419791
MONSELICE,2.820597165991906,12.279037435893523
RIMINI,10.296491228070172,16.463916636859256
ANCONA,14.376306620209064,15.261572347142147
TERONTOLA CORTONA,4.776255707762556,11.565536539964297
FIRENZE S.M.N.,5.278551532033427,12.951903383211105
TERME EUGANEE-ABANO-MONTEGR.,4.695865633074928,10.418635532167988
UDINE,6.10625,11.58340523761187
CHIUSI C.T.,7.7320916905444115,22.685423732489664
S.LAZZARO DI SAVENA,4.395104895104897,7.098270890722701
CASTEL S.PIETRO TERME,3.699376947040499,6.424134152599233
CASARSA,2.7624999999999997,11.516079842407695
PONTELAGOSCURO,7.440860215053765,9.614470170916347
BARLETTA,2.5896551724137913,7.1591326158605515
OCCHIOBELLO,7.939068100358422,9.748171597184328
FOGGIA,3.3385416666666696,10.025619132045469
S.GIORGIO P.,2.757454128440364,6.011339595056782
ORTE,7.962406015037591,24.86902476334391
PORDENONE,3.1750000000000003,11.751137838793701
PRATO CENTRALE,4.3448275862068995,14.074180604273115
BOLOGNA C.LE/AV,7.694767441860466,16.831070768684146
VENEZIA MESTRE,5.999391974057557,14.632546424922767
ORVIETO,7.169172932330827,25.23746744598123
VENEZIA SANTA LUCIA,4.322486535008977,12.516133161804463
ROMA TERMINI,4.277777777777781,11.036520016905053
BOLOGNA SAN VITALE,5.173076923076926,6.940140726695878
BARI CENTRALE,-0.5996563573883166,7.224625026813104
IMOLA,4.04968944099379,6.21341754074611
LATISANA LIGNANO B.,9.685810810810812,17.5735848856365
BOLOGNA CORTICELLA,4.537436188315372,6.021434905955327
FIRENZE RIFREDI,4.7775665399239555,15.165843709788005
OZZANO DELL'EMILIA,5.163009404388713,6.80721119463316
TRIESTE CENTRALE,3.821256038647343,13.651858309692223
FERRARA,4.7832799634034755,10.400028023004474
GALLIERA,3.9513325608342904,47.60956189391468
PADOVA,3.440957238132599,14.887587204530652
GORIZIA CENTRALE,-0.26249999999999984,12.746053000384379
TERMOLI,7.286458333333335,12.158809368215842
AREZZO,4.722701149425285,12.720900075648679
MONFALCONE,5.063084112149532,16.0971082412333
CONEGLIANO,3.2750000000000004,10.45299908511513
FIRENZE CAMPO MARTE,0.6867469879518076,12.704836519852583
BRINDISI,0.8316151202749147,3.756947192865171
RICCIONE,3.0,0.0
S.PIETRO IN CASALE,3.2334918858421933,6.474830189165086
POLESELLA,7.021505376344086,9.895564548103886
PESCARA,13.666666666666663,13.130675311892439
ROVIGO,5.522247794399697,12.620914947073972
PESARO,11.629370629370634,16.409850837676235
CERVIGNANO A.G.,7.078014184397163,18.090080518649604
SACILE,4.525,11.732217893853692
FUNO CENTERGROSS,3.97993119266055,6.369831613618512
CORONELLA,4.041021671826624,6.579291322278232
CODROIPO,3.6125,11.626022481234806
