station,mean_delay,std_dev
BOLOGNA C.LE,3.126742385131645,6.9848655965771345
VARIGNANA,4.545747422680413,6.048686977379135
CASTEL S.GIOVANNI,3.118881118881118,10.076460863220841
LUGO,3.8108108108108008,7.842526149476091
PORTO S. GIORGIO FERMO,3.9751773049645385,11.024862526051672
MONSELICE,-0.29621848739495726,6.251368321654881
RIMINI,2.970654627539501,10.372891496061142
TERONTOLA CORTONA,9.0,16.46207763315433
TERME EUGANEE-ABANO-MONTEGR.,2.8961864406779667,6.042652146975472
CHIUSI C.T.,2.375,15.755290116867625
CADEO,0.4178082191780821,1.6856671627744668
S.LAZZARO DI SAVENA,4.166465984346774,5.699382874821828
RAVENNA,2.1197809719370353,7.56690067644946
RIMINI VISERBA,2.1269841269841274,8.06952767663944
BARLETTA,11.76073619631902,17.40036339759172
PIACENZA,2.7402826855123656,8.259784244703443
CASTELFRANCO D'EMILIA,5.13022813688213,11.725984931532231
GIULIANOVA,5.217857142857143,9.145941175157702
MONTESANTO,3.26304347826087,4.67331730432702
RIMINI TORRE PEDRERA,3.386904761904762,8.082992519517447
VENEZIA MESTRE,2.802966101694915,6.619792348652003
BARBIANO,5.985042735042733,9.289039563202936
SAMOGGIA,5.0632653061224495,9.036077368643488
VENEZIA SANTA LUCIA,2.2690677966101678,7.000353849693314
ROMA TERMINI,8.177631578947375,54.05553950008105
LIDO DI CLASSE-LIDO DI SAVIO,1.3446601941747567,6.3789606755575425
IMOLA,2.262863913337843,7.498213720484845
MODENA,5.061811505507954,10.617550936581235
ALFONSINE,1.5623306233062326,4.073731596294979
CLASSE,2.98905109489051,8.312898128015108
CASTELBOLOGNESE,3.7654344512195146,9.689594839454053
GODO,4.10259301014656,7.521030041004735
PARMA,3.0342384887839433,9.69901697901038
MAROTTA MONDOLFO,13.25,13.284389334854652
PONTENURE,1.4794520547945207,1.4830963792347405
FORLIMPOPOLI,5.75,5.315072906367325
GAMBETTOLA,5.25,4.699290726623895
BRINDISI,11.493589743589743,14.75723322309884
FIRENZE CAMPO MARTE,-2.3333333333333335,17.960605038064095
RICCIONE,3.272108843537415,6.988305126138749
SENIGALLIA,5.503401360544219,7.838152345235541
MILANO CENTRALE,3.5592417061611377,6.850718872303119
ARGENTA,1.6554054054054053,4.153332873060166
PESCARA,2.6377551020408188,18.538279824029473
LODI,7.967625899280574,10.840277924583985
RUSSI,2.880663241475943,7.296787779314552
VOLTANA,1.933604336043361,4.170165551085401
ANZOLA,4.370901639344261,9.031308916623708
CERVIA-MILANO MARITTIMA,4.042475728155341,7.023943526512939
IGEA MARINA,3.0402010050251262,6.631513343801445
LECCE,3.4791666666666674,13.270892133318858
CESENATICO,2.785888077858881,7.227852319217544
VASTO S.SALVO,8.846153846153847,11.87783219635803
S.ILARIO,2.682624113475179,8.375494856183986
MOLFETTA,10.666666666666666,9.260325220444788
GRANAROLO,2.2483870967741932,5.633386715317518
CASTELGUELFO,1.2876712328767124,2.4053357471845773
S.NICOLO',2.7167832167832193,10.77189212728989
FIDENZA,3.163716814159293,8.961808861814221
BELLARIA,3.238271604938272,6.594750535768462
FOLIGNO,13.638297872340425,14.981039512192234
ANCONA,3.9970674486803492,14.755108493974774
GAIBANELLA,3.0131578947368416,2.6834963706531836
SANTARCANGELO DI ROMAGNA,4.333333333333333,4.752192476461085
FANO,3.370748299319727,7.142168916615822
CESENA,4.297658862876252,8.795224522966627
PORTOMAGGIORE,2.813513513513514,3.883511260250047
RUBIERA,1.9157303370786518,8.405568762000753
SAVIGNANO SUL RUBICONE,8.11111111111111,9.515703395498996
CASTEL S.PIETRO TERME,2.907744874715261,15.964200859385427
SOLAROLO,4.73413705583757,7.01124282741746
VOGHERA,3.2762237762237776,6.826233139817962
FOGGIA,8.78108108108108,17.61235420277603
S.BIAGIO,2.8097345132743365,1.9148370222409596
TRANI,12.178571428571429,9.65537106879847
TERNI,11.946808510638299,12.837290298254736
BOLOGNA SAN VITALE,3.336459114778693,5.419340856652842
BARI CENTRALE,7.029629629629631,19.314344194221214
FIORENZUOLA,3.680212014134278,9.03538945534932
FORLI`,5.2449160035366935,9.990467060888998
S.BENEDETTO DEL TRONTO,4.8293413173652695,11.037282445438777
MILANO ROGOREDO,6.14388489208633,9.841910642151928
OZZANO DELL'EMILIA,4.355011655011658,5.71782483237841
STRADELLA,1.4510489510489506,8.667633391547144
FERRARA,1.6260229132569564,3.84116961262019
BISCEGLIE,12.296296296296296,9.75789548091822
PADOVA,-0.04872881355932221,6.0647883682513495
TERMOLI,32.627615062761514,372.35555745413177
LAVEZZOLA,1.3766937669376689,3.8195149527003096
AREZZO,10.666666666666666,14.091959882618646
MILANO LAMBRATE,3.5179856115107917,9.2697908282653
CATTOLICA S.GIOVANNI GABICCE,10.833333333333334,12.170905980285623
FALCONARA MARITTIMA,9.679487179487179,15.44876386618853
S.PIETRO IN CASALE,2.3070539419087144,4.034888478580065
REGGIO EMILIA,4.398092967818835,10.123434906511854
BAGNACAVALLO,4.051509769094139,7.280049616797805
FABRIANO,14.706521739130434,14.954960561988388
FAENZA,4.524937655860347,8.809766120493457
RIMINIFIERA,5.5,0.0
CIVITANOVA MARCHE,5.769503546099292,10.920903568467821
JESI,12.939024390243903,15.191772083084656
MEZZANO,2.925764192139738,5.641029982187673
ROVIGO,2.2175732217573225,5.388747298523759
PESARO,5.539024390243906,12.809577293552687
SAN SEVERO,10.978571428571428,17.902399587013043
GATTEO A MARE,4.212406015037594,7.890584085358611
