station,mean_delay,std_dev
TREVISO C.,-0.75,1.7677669529663689
BOLOGNA C.LE,3.3764084507042313,8.143301332539034
VARIGNANA,4.072319201995011,4.295609020599436
LUGO,0.25367647058823506,3.7347201409999133
PORTO S. GIORGIO FERMO,6.902077151335302,17.459464285969066
MONSELICE,1.0,4.949747468305833
RIMINI,4.142570281124498,12.284036143220069
TERONTOLA CORTONA,9.7,12.255610959882823
TERME EUGANEE-ABANO-MONTEGR.,0.75,3.8890872965260113
UDINE,4.0,1.4142135623730951
CHIUSI C.T.,6.2142857142857135,12.615655429059638
CADEO,0.4007092198581562,1.6852509967318863
RAVENNA,0.5785536159600989,6.19460966508327
RIMINI VISERBA,1.4923664122137401,3.928683833640643
BARLETTA,14.288841807909611,19.2892042839648
PIACENZA,2.3485069191551355,6.275298039173518
CASTELFRANCO D'EMILIA,3.1931540342298277,4.731838559707727
GIULIANOVA,7.641255605381169,17.780258065174714
RIMINI TORRE PEDRERA,2.7251908396946565,3.9619409289940863
VENEZIA MESTRE,0.646853146853147,2.92020171490722
ASTI,3.9051094890510947,4.457945998404277
SAMOGGIA,4.688405797101449,4.386526691822169
MONOPOLI,6.473684210526317,17.688015453641462
VENEZIA SANTA LUCIA,1.7202797202797204,2.3260787120660122
ROMA TERMINI,7.076923076923077,8.341278263966686
LIDO DI CLASSE-LIDO DI SAVIO,0.4736842105263162,2.4171679900978176
IMOLA,1.7354202401372216,5.915399786160995
MODENA,5.311487481590573,9.15309245796514
ALFONSINE,0.3481481481481482,2.152986535644024
CLASSE,1.6136363636363638,2.1344063560422115
CASTELBOLOGNESE,2.430901287553649,5.985929058682034
PARMA,4.608965014577257,7.733831619409279
MAROTTA MONDOLFO,1.7135922330097086,6.257780232633541
PONTENURE,1.4539007092198581,1.480710144804872
FORLIMPOPOLI,6.3,6.01941303893771
GAMBETTOLA,8.8,6.596295256514153
CONEGLIANO,-1.25,1.0606601717798212
BRINDISI,11.217105263157878,20.95608928304542
FIRENZE CAMPO MARTE,-2.0,13.290033860002012
RICCIONE,4.623409669211198,11.010072357959274
SENIGALLIA,6.801668806161746,12.021676428534503
MILANO CENTRALE,3.672081829121542,5.525013470891917
OSTUNI,7.910614525139666,17.50370263115815
ARGENTA,1.5148148148148148,2.322778782282264
PESCARA,7.901129943502817,19.88796633023537
LODI,1.9464285714285718,6.578987815638094
RUSSI,-0.12592592592592577,2.9350675184321866
VOLTANA,0.9444444444444443,2.203852348531851
TARANTO,10.843373493975905,19.461178432792924
ANZOLA,3.630434782608696,4.364047018413908
CERVIA-MILANO MARITTIMA,3.0943396226415096,3.33095076371299
IGEA MARINA,2.979166666666667,3.2151231381409606
LECCE,5.036827195467442,19.555287779314266
CESENATICO,4.243396226415094,2.64077220068199
VASTO S.SALVO,10.17595541401274,16.934191365511094
S.ILARIO,0.7553191489361704,3.0715381333395926
MOLFETTA,11.353965183752418,17.47746191923531
CASTELGUELFO,1.2765957446808514,2.4049246586913617
GIOIA DEL COLLE,13.01581027667984,19.657023135943987
BELLARIA,3.2727272727272725,2.9929344149227592
FIDENZA,2.482820976491862,4.363174867711117
ANCONA,5.91676470588236,17.10361168839646
SANTARCANGELO DI ROMAGNA,6.7857142857142865,5.376314900074391
FANO,4.9392583120204625,11.566562074359048
CESENA,3.526424442609411,9.837823552297827
PORTOMAGGIORE,2.748148148148148,2.1853259551213737
RUBIERA,0.7907801418439719,3.063119341670698
SAVIGNANO SUL RUBICONE,8.035714285714286,8.376855215216706
CASTEL S.PIETRO TERME,2.8728668941979505,5.913015732529995
CASARSA,-0.5,2.1213203435596424
FOGGIA,11.79284750337382,17.998216285383936
PORDENONE,0.0,4.242640687119285
TRANI,12.770321361058603,17.050995485766276
BARI CENTRALE,8.820014936519797,20.148618656908937
FIORENZUOLA,1.7009685230024203,2.6433740265335923
FORLI`,4.480186480186479,7.816549175612472
S.BENEDETTO DEL TRONTO,7.295226130653267,17.8992857402661
MILANO ROGOREDO,4.071428571428572,7.423366624734425
OZZANO DELL'EMILIA,4.25872093023256,4.0425433587539565
BISCEGLIE,12.955938697318011,17.296582300844896
FERRARA,3.580935251798561,4.778648720996408
PADOVA,3.2657342657342654,3.2678567920573047
GORIZIA CENTRALE,-3.0,1.4142135623730951
TERMOLI,10.629126213592228,19.287192207228966
LAVEZZOLA,1.003703703703704,2.2925058767940887
TORINO P.NUOVA,3.1285714285714286,2.7966908944125435
AREZZO,11.7,10.407929669247386
MONFALCONE,-1.0,0.0
CATTOLICA S.GIOVANNI GABICCE,2.3417721518987324,9.269683585870096
FALCONARA MARITTIMA,1.56060606060606,5.042812994177815
ALESSANDRIA,6.4694656488549604,5.224850283166324
REGGIO EMILIA,6.1771137026239105,8.916909635070665
BAGNACAVALLO,1.3639705882352944,4.116573058658949
FASANO,6.756281407035174,17.386998748955143
FAENZA,4.710664335664337,7.499624668651482
RIMINIFIERA,3.25,3.181980515339464
CIVITANOVA MARCHE,9.39513108614232,16.96043893193936
PESARO,6.309760374050267,13.312545791080732
ROVIGO,4.237762237762238,4.110203795293567
SAN SEVERO,12.87310924369748,14.804544173837858
SACILE,-0.5,1.4142135623730951
TORINO LINGOTTO,3.0071428571428576,3.08919311150411
CODROIPO,1.25,1.7677669529663689
GATTEO A MARE,5.152671755725191,3.197290397154219
