Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
8464	ROMA TERMINI	07/01/18 19.50.00	07/01/18 20.04.00	14.0
8464	ROMA TIBURTINA	07/01/18 19.58.00	07/01/18 20.11.00	13.0
8464	FIRENZE S.M.N.	07/01/18 21.22.00	07/01/18 21.31.30	9.5
6422	BOLOGNA C.LE	07/01/18 13.28.00	07/01/18 13.31.00	3.0
6422	BOLOGNA CORTICELLA	07/01/18 13.35.00	07/01/18 13.38.00	3.0
6422	CASTELMAGGIORE	07/01/18 13.39.00	07/01/18 13.41.30	2.5
6422	FUNO CENTERGROSS	07/01/18 13.47.00	07/01/18 13.50.00	3.0
6422	S.GIORGIO P.	07/01/18 13.52.00	07/01/18 13.53.00	1.0
6422	S.PIETRO IN CASALE	07/01/18 13.57.00	07/01/18 13.58.00	1.0
6422	GALLIERA	07/01/18 14.02.00	07/01/18 14.04.30	2.5
6422	POGGIO RENATICO	07/01/18 14.07.00	07/01/18 14.07.30	0.5
6422	FERRARA	07/01/18 14.18.00	07/01/18 14.18.00	0.0
2231	VENEZIA SANTA LUCIA	07/01/18 10.42.00	07/01/18 10.42.00	0.0
2231	VENEZIA MESTRE	07/01/18 10.52.00	07/01/18 10.51.00	-1.0
2231	PADOVA	07/01/18 11.08.00	07/01/18 11.09.30	1.5
2231	TERME EUGANEE-ABANO-MONTEGR.	07/01/18 11.20.00	07/01/18 11.20.00	0.0
2231	MONSELICE	07/01/18 11.29.00	07/01/18 11.28.00	-1.0
2231	ROVIGO	07/01/18 11.48.00	07/01/18 11.44.30	-3.5
2231	FERRARA	07/01/18 12.09.00	07/01/18 12.08.00	-1.0
2231	S.PIETRO IN CASALE	07/01/18 12.22.00	07/01/18 12.24.00	2.0
2231	BOLOGNA C.LE	07/01/18 12.40.00	07/01/18 12.41.30	1.5
2242	BOLOGNA C.LE	07/01/18 17.20.00	07/01/18 17.22.00	2.0
2242	S.PIETRO IN CASALE	07/01/18 17.34.00	07/01/18 17.36.00	2.0
2242	FERRARA	07/01/18 17.49.00	07/01/18 17.50.30	1.5
2242	ROVIGO	07/01/18 18.08.00	07/01/18 18.08.30	0.5
2242	MONSELICE	07/01/18 18.26.00	07/01/18 18.22.30	-3.5
2242	TERME EUGANEE-ABANO-MONTEGR.	07/01/18 18.34.00	07/01/18 18.34.00	0.0
2242	PADOVA	07/01/18 18.49.00	07/01/18 18.44.30	-4.5
2242	VENEZIA MESTRE	07/01/18 19.06.00	07/01/18 19.06.00	0.0
2242	VENEZIA SANTA LUCIA	07/01/18 19.18.00	07/01/18 19.19.00	1.0
2230	BOLOGNA C.LE	07/01/18 10.20.00	07/01/18 10.22.00	2.0
2230	S.PIETRO IN CASALE	07/01/18 10.34.00	07/01/18 10.35.00	1.0
2230	FERRARA	07/01/18 10.49.00	07/01/18 10.48.30	-0.5
2230	ROVIGO	07/01/18 11.08.00	07/01/18 11.07.00	-1.0
2230	MONSELICE	07/01/18 11.26.00	07/01/18 11.20.30	-5.5
2230	TERME EUGANEE-ABANO-MONTEGR.	07/01/18 11.34.00	07/01/18 11.34.30	0.5
2230	PADOVA	07/01/18 11.45.00	07/01/18 11.45.00	0.0
2230	VENEZIA MESTRE	07/01/18 12.03.00	07/01/18 12.04.30	1.5
2230	VENEZIA SANTA LUCIA	07/01/18 12.18.00	07/01/18 12.16.00	-2.0
