Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
11480	BOLOGNA C.LE	05/04/18 12.28.00	05/04/18 12.31.00	3.0
11480	BOLOGNA CORTICELLA	05/04/18 12.35.00	05/04/18 12.44.00	9.0
11480	CASTELMAGGIORE	05/04/18 12.39.00	05/04/18 12.47.00	8.0
11480	FUNO CENTERGROSS	05/04/18 12.42.00	05/04/18 12.49.30	7.5
11480	S.GIORGIO P.	05/04/18 12.47.00	05/04/18 12.54.00	7.0
11480	S.PIETRO IN CASALE	05/04/18 12.53.00	05/04/18 12.59.00	6.0
11480	GALLIERA	05/04/18 12.58.00	05/04/18 13.05.00	7.0
11480	POGGIO RENATICO	05/04/18 13.03.00	05/04/18 13.08.00	5.0
11480	FERRARA	05/04/18 13.13.00	05/04/18 13.18.30	5.5
6412	BOLOGNA C.LE	05/04/18 06.52.00	05/04/18 06.54.00	2.0
6412	BOLOGNA CORTICELLA	05/04/18 06.59.00	05/04/18 07.02.00	3.0
6412	CASTELMAGGIORE	05/04/18 07.03.00	05/04/18 07.04.30	1.5
6412	FUNO CENTERGROSS	05/04/18 07.07.00	05/04/18 07.08.30	1.5
6412	S.GIORGIO P.	05/04/18 07.12.00	05/04/18 07.11.00	-1.0
6412	S.PIETRO IN CASALE	05/04/18 07.17.00	05/04/18 07.17.00	0.0
6412	GALLIERA	05/04/18 07.22.00	05/04/18 07.25.00	3.0
6412	POGGIO RENATICO	05/04/18 07.27.00	05/04/18 07.28.00	1.0
6412	FERRARA	05/04/18 07.38.00	05/04/18 07.39.30	1.5
2232	BOLOGNA C.LE	05/04/18 12.20.00	05/04/18 12.21.30	1.5
2232	S.PIETRO IN CASALE	05/04/18 12.34.00	05/04/18 12.35.30	1.5
2232	FERRARA	05/04/18 12.49.00	05/04/18 12.52.00	3.0
2232	ROVIGO	05/04/18 13.08.00	05/04/18 13.13.00	5.0
2232	MONSELICE	05/04/18 13.26.00	05/04/18 13.25.00	-1.0
2232	TERME EUGANEE-ABANO-MONTEGR.	05/04/18 13.34.00	05/04/18 13.33.30	-0.5
2232	PADOVA	05/04/18 13.45.00	05/04/18 13.43.00	-2.0
2232	VENEZIA MESTRE	05/04/18 14.03.00	05/04/18 14.04.00	1.0
2232	VENEZIA SANTA LUCIA	05/04/18 14.18.00	05/04/18 14.18.00	0.0
2231	VENEZIA SANTA LUCIA	05/04/18 10.42.00	05/04/18 10.42.00	0.0
2231	VENEZIA MESTRE	05/04/18 10.52.00	05/04/18 10.51.30	-0.5
2231	PADOVA	05/04/18 11.08.00	05/04/18 11.10.30	2.5
2231	TERME EUGANEE-ABANO-MONTEGR.	05/04/18 11.20.00	05/04/18 11.20.30	0.5
2231	MONSELICE	05/04/18 11.29.00	05/04/18 11.27.00	-2.0
2231	ROVIGO	05/04/18 11.48.00	05/04/18 11.46.30	-1.5
2231	FERRARA	05/04/18 12.09.00	05/04/18 12.13.30	4.5
2231	S.PIETRO IN CASALE	05/04/18 12.22.00	05/04/18 12.28.00	6.0
2231	BOLOGNA C.LE	05/04/18 12.40.00	05/04/18 12.45.00	5.0
2230	BOLOGNA C.LE	05/04/18 10.20.00	05/04/18 10.22.00	2.0
2230	S.PIETRO IN CASALE	05/04/18 10.34.00	05/04/18 10.36.00	2.0
2230	FERRARA	05/04/18 10.49.00	05/04/18 10.48.30	-0.5
2230	ROVIGO	05/04/18 11.08.00	05/04/18 11.07.00	-1.0
2230	MONSELICE	05/04/18 11.26.00	05/04/18 11.25.30	-0.5
2230	TERME EUGANEE-ABANO-MONTEGR.	05/04/18 11.34.00	05/04/18 11.39.00	5.0
2230	PADOVA	05/04/18 11.45.00	05/04/18 11.49.30	4.5
2230	VENEZIA MESTRE	05/04/18 12.03.00	05/04/18 12.08.00	5.0
2230	VENEZIA SANTA LUCIA	05/04/18 12.18.00	05/04/18 12.19.30	1.5
2228	BOLOGNA C.LE	05/04/18 09.20.00	05/04/18 09.21.30	1.5
2228	S.PIETRO IN CASALE	05/04/18 09.34.00	05/04/18 09.34.30	0.5
2228	FERRARA	05/04/18 09.49.00	05/04/18 09.50.30	1.5
2228	ROVIGO	05/04/18 10.08.00	05/04/18 10.08.00	0.0
2228	MONSELICE	05/04/18 10.26.00	05/04/18 10.26.00	0.0
2228	TERME EUGANEE-ABANO-MONTEGR.	05/04/18 10.34.00	05/04/18 10.34.00	0.0
2228	PADOVA	05/04/18 10.49.00	05/04/18 10.44.00	-5.0
2228	VENEZIA MESTRE	05/04/18 11.06.00	05/04/18 11.06.30	0.5
2228	VENEZIA SANTA LUCIA	05/04/18 11.18.00	05/04/18 11.17.30	-0.5
2226	BOLOGNA C.LE	05/04/18 08.20.00	05/04/18 08.22.00	2.0
2226	S.PIETRO IN CASALE	05/04/18 08.34.00	05/04/18 08.35.00	1.0
2226	FERRARA	05/04/18 08.49.00	05/04/18 08.47.30	-1.5
2226	ROVIGO	05/04/18 09.08.00	05/04/18 09.06.30	-1.5
2226	MONSELICE	05/04/18 09.26.00	05/04/18 09.26.00	0.0
2226	TERME EUGANEE-ABANO-MONTEGR.	05/04/18 09.34.00	05/04/18 09.35.00	1.0
2226	PADOVA	05/04/18 09.49.00	05/04/18 09.57.30	8.5
2226	VENEZIA MESTRE	05/04/18 10.06.00	05/04/18 10.13.00	7.0
2226	VENEZIA SANTA LUCIA	05/04/18 10.18.00	05/04/18 10.22.00	4.0
11428	IMOLA	05/04/18 09.08.00	05/04/18 09.10.00	2.0
11428	CASTEL S.PIETRO TERME	05/04/18 09.14.00	05/04/18 09.15.00	1.0
11428	VARIGNANA	05/04/18 09.19.00	05/04/18 09.22.00	3.0
11428	OZZANO DELL'EMILIA	05/04/18 09.23.00	05/04/18 09.25.30	2.5
11428	S.LAZZARO DI SAVENA	05/04/18 09.29.00	05/04/18 09.31.00	2.0
11428	BOLOGNA SAN VITALE	05/04/18 09.33.00	05/04/18 09.35.00	2.0
11428	BOLOGNA C.LE	05/04/18 09.39.00	05/04/18 09.39.00	0.0
11428	BOLOGNA CORTICELLA	05/04/18 09.49.00	05/04/18 09.50.30	1.5
11428	CASTELMAGGIORE	05/04/18 09.53.00	05/04/18 09.53.00	0.0
11428	FUNO CENTERGROSS	05/04/18 09.56.00	05/04/18 09.56.30	0.5
11428	S.GIORGIO P.	05/04/18 10.01.00	05/04/18 10.01.00	0.0
11428	S.PIETRO IN CASALE	05/04/18 10.07.00	05/04/18 10.06.00	-1.0
11428	GALLIERA	05/04/18 10.12.00	05/04/18 10.13.00	1.0
11428	POGGIO RENATICO	05/04/18 10.17.00	05/04/18 10.16.00	-1.0
11428	CORONELLA	05/04/18 10.22.00	05/04/18 10.22.30	0.5
11428	FERRARA	05/04/18 10.28.00	05/04/18 10.29.30	1.5
2224	BOLOGNA C.LE	05/04/18 07.20.00	05/04/18 07.26.00	6.0
2224	S.PIETRO IN CASALE	05/04/18 07.34.00	05/04/18 07.39.00	5.0
2224	FERRARA	05/04/18 07.49.00	05/04/18 07.52.30	3.5
2224	ROVIGO	05/04/18 08.08.00	05/04/18 08.11.00	3.0
2224	MONSELICE	05/04/18 08.26.00	05/04/18 08.25.30	-0.5
2224	TERME EUGANEE-ABANO-MONTEGR.	05/04/18 08.34.00	05/04/18 08.34.00	0.0
2224	PADOVA	05/04/18 08.45.00	05/04/18 08.59.00	14.0
2224	VENEZIA MESTRE	05/04/18 09.03.00	05/04/18 09.19.00	16.0
2224	VENEZIA SANTA LUCIA	05/04/18 09.18.00	05/04/18 09.36.30	18.5
2222	BOLOGNA C.LE	05/04/18 06.20.00	05/04/18 06.22.00	2.0
2222	S.PIETRO IN CASALE	05/04/18 06.34.00	05/04/18 06.35.30	1.5
