Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
8810	BARI CENTRALE	07/11/17 05.30.00	07/11/17 05.31.00	1.0
8810	BARLETTA	07/11/17 06.00.00	07/11/17 05.57.00	-3.0
8810	FOGGIA	07/11/17 06.33.00	07/11/17 06.29.30	-3.5
8810	TERMOLI	07/11/17 07.20.00	07/11/17 07.16.30	-3.5
8810	PESCARA	07/11/17 08.08.00	07/11/17 08.10.30	2.5
8810	S.BENEDETTO DEL TRONTO	07/11/17 08.38.00	07/11/17 08.41.30	3.5
8810	ANCONA	07/11/17 09.19.00	07/11/17 09.30.30	11.5
8810	PESARO	07/11/17 09.53.00	07/11/17 09.59.00	6.0
8810	RIMINI	07/11/17 10.15.00	07/11/17 10.18.30	3.5
8810	BOLOGNA C.LE	07/11/17 11.14.00	07/11/17 11.12.00	-2.0
8810	MODENA	07/11/17 11.39.00	07/11/17 11.41.00	2.0
8810	REGGIO EMILIA	07/11/17 11.52.00	07/11/17 11.58.00	6.0
8810	PARMA	07/11/17 12.08.00	07/11/17 12.14.00	6.0
8810	PIACENZA	07/11/17 12.39.00	07/11/17 12.40.30	1.5
8810	MILANO CENTRALE	07/11/17 13.25.00	07/11/17 13.21.30	-3.5
2276	RIMINI	07/11/17 05.20.00	07/11/17 05.20.30	0.5
2276	BELLARIA	07/11/17 05.29.00	07/11/17 05.32.00	3.0
2276	GATTEO A MARE	07/11/17 05.35.00	07/11/17 05.37.30	2.5
2276	CESENATICO	07/11/17 05.44.00	07/11/17 05.43.00	-1.0
2276	CERVIA-MILANO MARITTIMA	07/11/17 05.53.00	07/11/17 05.54.00	1.0
2276	LIDO DI CLASSE-LIDO DI SAVIO	07/11/17 06.02.00	07/11/17 06.03.00	1.0
2276	RAVENNA	07/11/17 06.20.00	07/11/17 06.21.30	1.5
2276	GODO	07/11/17 06.37.00	07/11/17 06.49.00	12.0
2276	RUSSI	07/11/17 06.41.00	07/11/17 06.52.30	11.5
2276	BAGNACAVALLO	07/11/17 06.48.00	07/11/17 06.58.00	10.0
2276	LUGO	07/11/17 06.55.00	07/11/17 07.03.30	8.5
2276	BARBIANO	07/11/17 07.01.00	07/11/17 07.12.30	11.5
2276	SOLAROLO	07/11/17 07.05.00	07/11/17 07.16.30	11.5
2276	CASTELBOLOGNESE	07/11/17 07.12.00	07/11/17 07.22.30	10.5
2276	IMOLA	07/11/17 07.19.00	07/11/17 07.29.30	10.5
2276	BOLOGNA C.LE	07/11/17 07.43.00	07/11/17 07.52.00	9.0
2276	ANZOLA	07/11/17 08.03.00	07/11/17 08.06.30	3.5
2276	SAMOGGIA	07/11/17 08.08.00	07/11/17 08.11.00	3.0
2276	CASTELFRANCO D'EMILIA	07/11/17 08.14.00	07/11/17 08.16.00	2.0
2276	MODENA	07/11/17 08.23.00	07/11/17 08.24.30	1.5
2276	RUBIERA	07/11/17 08.32.00	07/11/17 08.35.30	3.5
2276	REGGIO EMILIA	07/11/17 08.40.00	07/11/17 08.45.00	5.0
2276	S.ILARIO	07/11/17 08.53.00	07/11/17 08.56.30	3.5
2276	PARMA	07/11/17 09.03.00	07/11/17 09.04.00	1.0
2276	FIDENZA	07/11/17 09.21.00	07/11/17 09.22.30	1.5
2276	FIORENZUOLA	07/11/17 09.31.00	07/11/17 09.33.00	2.0
2276	PIACENZA	07/11/17 09.48.00	07/11/17 09.45.30	-2.5
2276	CASALPUSTERLENGO	07/11/17 10.02.00	07/11/17 10.03.00	1.0
2276	LODI	07/11/17 10.13.00	07/11/17 10.23.00	10.0
2276	MILANO ROGOREDO	07/11/17 10.32.00	07/11/17 10.40.00	8.0
2276	MILANO LAMBRATE	07/11/17 10.38.00	07/11/17 10.47.30	9.5
2276	MILANO CENTRALE	07/11/17 10.45.00	07/11/17 10.55.00	10.0
2130	ANCONA	07/11/17 10.40.00	07/11/17 10.44.30	4.5
2130	FALCONARA MARITTIMA	07/11/17 10.50.00	07/11/17 10.51.00	1.0
2130	SENIGALLIA	07/11/17 11.00.00	07/11/17 11.00.00	0.0
2130	MAROTTA MONDOLFO	07/11/17 11.07.00	07/11/17 11.08.30	1.5
2130	FANO	07/11/17 11.14.00	07/11/17 11.16.00	2.0
2130	PESARO	07/11/17 11.23.00	07/11/17 11.24.30	1.5
2130	CATTOLICA S.GIOVANNI GABICCE	07/11/17 11.34.00	07/11/17 11.35.30	1.5
2130	RICCIONE	07/11/17 11.43.00	07/11/17 11.43.30	0.5
2130	RIMINI	07/11/17 11.55.00	07/11/17 11.53.00	-2.0
11416	RIMINI	07/11/17 05.25.00	07/11/17 05.26.00	1.0
11416	CESENA	07/11/17 05.41.00	07/11/17 05.42.30	1.5
2128	ANCONA	07/11/17 08.25.00	07/11/17 08.26.00	1.0
2128	FALCONARA MARITTIMA	07/11/17 08.33.00	07/11/17 08.33.00	0.0
2128	SENIGALLIA	07/11/17 08.43.00	07/11/17 08.43.00	0.0
2128	MAROTTA MONDOLFO	07/11/17 08.50.00	07/11/17 08.50.30	0.5
2128	FANO	07/11/17 08.57.00	07/11/17 08.57.30	0.5
2128	PESARO	07/11/17 09.05.00	07/11/17 09.06.30	1.5
2128	CATTOLICA S.GIOVANNI GABICCE	07/11/17 09.16.00	07/11/17 09.17.30	1.5
2128	RICCIONE	07/11/17 09.25.00	07/11/17 09.26.30	1.5
2128	RIMINI	07/11/17 09.38.00	07/11/17 09.36.30	-1.5
610	LECCE	07/11/17 08.20.00	07/11/17 08.21.00	1.0
