Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
8810	BARI CENTRALE	26/01/18 05.30.00	26/01/18 05.31.30	1.5
8810	BARLETTA	26/01/18 06.00.00	26/01/18 06.00.30	0.5
8810	FOGGIA	26/01/18 06.33.00	26/01/18 06.32.00	-1.0
8810	TERMOLI	26/01/18 07.20.00	26/01/18 07.19.00	-1.0
8810	PESCARA	26/01/18 08.08.00	26/01/18 08.14.30	6.5
8810	S.BENEDETTO DEL TRONTO	26/01/18 08.38.00	26/01/18 08.50.00	12.0
8810	ANCONA	26/01/18 09.19.00	26/01/18 09.33.00	14.0
8810	PESARO	26/01/18 09.53.00	26/01/18 10.04.00	11.0
8810	RIMINI	26/01/18 10.15.00	26/01/18 10.22.00	7.0
8810	BOLOGNA C.LE	26/01/18 11.14.00	26/01/18 11.42.00	28.0
8810	MODENA	26/01/18 11.39.00	26/01/18 12.05.30	26.5
8810	REGGIO EMILIA	26/01/18 11.52.00	26/01/18 12.20.30	28.5
8810	PARMA	26/01/18 12.08.00	26/01/18 12.38.00	30.0
8810	PIACENZA	26/01/18 12.39.00	26/01/18 13.06.00	27.0
8810	MILANO CENTRALE	26/01/18 13.25.00	26/01/18 13.56.30	31.5
8830	LECCE	26/01/18 14.03.00	26/01/18 14.04.00	1.0
8830	BRINDISI	26/01/18 14.24.00	26/01/18 14.24.00	0.0
8830	BARI CENTRALE	26/01/18 15.26.00	26/01/18 15.25.30	-0.5
8830	BARLETTA	26/01/18 16.00.00	26/01/18 15.57.30	-2.5
8830	FOGGIA	26/01/18 16.33.00	26/01/18 16.31.30	-1.5
8830	TERMOLI	26/01/18 17.20.00	26/01/18 17.26.30	6.5
8830	PESCARA	26/01/18 18.08.00	26/01/18 18.28.30	20.5
8830	ANCONA	26/01/18 19.19.00	26/01/18 19.34.30	15.5
8830	PESARO	26/01/18 19.53.00	26/01/18 20.04.00	11.0
8830	RIMINI	26/01/18 20.15.00	26/01/18 20.23.00	8.0
8830	BOLOGNA C.LE	26/01/18 21.14.00	26/01/18 21.15.30	1.5
2276	RIMINI	26/01/18 05.20.00	26/01/18 05.21.00	1.0
2276	BELLARIA	26/01/18 05.29.00	26/01/18 05.32.30	3.5
2276	GATTEO A MARE	26/01/18 05.35.00	26/01/18 05.37.00	2.0
2276	CESENATICO	26/01/18 05.44.00	26/01/18 05.42.00	-2.0
2276	CERVIA-MILANO MARITTIMA	26/01/18 05.53.00	26/01/18 05.54.30	1.5
2276	LIDO DI CLASSE-LIDO DI SAVIO	26/01/18 06.02.00	26/01/18 06.02.00	0.0
2276	RAVENNA	26/01/18 06.20.00	26/01/18 06.21.00	1.0
2276	GODO	26/01/18 06.37.00	26/01/18 06.39.30	2.5
2276	RUSSI	26/01/18 06.41.00	26/01/18 06.42.00	1.0
2276	BAGNACAVALLO	26/01/18 06.48.00	26/01/18 06.48.00	0.0
2276	LUGO	26/01/18 06.55.00	26/01/18 06.55.30	0.5
2276	BARBIANO	26/01/18 07.01.00	26/01/18 07.02.00	1.0
2276	SOLAROLO	26/01/18 07.05.00	26/01/18 07.06.30	1.5
2276	CASTELBOLOGNESE	26/01/18 07.12.00	26/01/18 07.13.00	1.0
2276	IMOLA	26/01/18 07.19.00	26/01/18 07.20.30	1.5
2276	BOLOGNA C.LE	26/01/18 07.43.00	26/01/18 07.42.00	-1.0
2276	ANZOLA	26/01/18 08.03.00	26/01/18 08.03.30	0.5
2276	SAMOGGIA	26/01/18 08.08.00	26/01/18 08.09.30	1.5
2276	CASTELFRANCO D'EMILIA	26/01/18 08.14.00	26/01/18 08.14.00	0.0
2276	MODENA	26/01/18 08.23.00	26/01/18 08.23.00	0.0
2276	RUBIERA	26/01/18 08.32.00	26/01/18 08.35.00	3.0
2276	REGGIO EMILIA	26/01/18 08.40.00	26/01/18 08.43.30	3.5
2276	S.ILARIO	26/01/18 08.53.00	26/01/18 08.55.30	2.5
2276	PARMA	26/01/18 09.03.00	26/01/18 09.04.00	1.0
2276	FIDENZA	26/01/18 09.21.00	26/01/18 09.17.00	-4.0
2276	FIORENZUOLA	26/01/18 09.31.00	26/01/18 09.36.00	5.0
2276	PIACENZA	26/01/18 09.48.00	26/01/18 09.49.00	1.0
2276	CASALPUSTERLENGO	26/01/18 10.02.00	26/01/18 10.09.00	7.0
2276	LODI	26/01/18 10.13.00	26/01/18 10.21.00	8.0
2276	MILANO ROGOREDO	26/01/18 10.32.00	26/01/18 10.37.00	5.0
2276	MILANO LAMBRATE	26/01/18 10.38.00	26/01/18 10.48.00	10.0
2276	MILANO CENTRALE	26/01/18 10.45.00	26/01/18 10.54.30	9.5
2132	ANCONA	26/01/18 12.45.00	26/01/18 12.52.30	7.5
2130	ANCONA	26/01/18 10.45.00	26/01/18 10.46.30	1.5
