Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
8810	BARI CENTRALE	07/02/18 05.30.00	07/02/18 05.32.00	2.0
8810	BARLETTA	07/02/18 06.00.00	07/02/18 05.59.00	-1.0
8810	FOGGIA	07/02/18 06.33.00	07/02/18 06.31.00	-2.0
8810	TERMOLI	07/02/18 07.20.00	07/02/18 07.26.00	6.0
8810	PESCARA	07/02/18 08.08.00	07/02/18 08.17.30	9.5
8810	S.BENEDETTO DEL TRONTO	07/02/18 08.38.00	07/02/18 08.49.00	11.0
8810	ANCONA	07/02/18 09.19.00	07/02/18 09.35.00	16.0
8810	PESARO	07/02/18 09.53.00	07/02/18 10.06.30	13.5
8810	RIMINI	07/02/18 10.15.00	07/02/18 10.24.30	9.5
8810	BOLOGNA C.LE	07/02/18 11.14.00	07/02/18 11.17.00	3.0
8810	MODENA	07/02/18 11.39.00	07/02/18 11.41.00	2.0
8810	REGGIO EMILIA	07/02/18 11.52.00	07/02/18 11.56.00	4.0
8810	PARMA	07/02/18 12.08.00	07/02/18 12.17.00	9.0
8810	PIACENZA	07/02/18 12.39.00	07/02/18 12.45.00	6.0
8810	MILANO CENTRALE	07/02/18 13.25.00	07/02/18 13.28.30	3.5
8830	LECCE	07/02/18 14.03.00	07/02/18 14.03.30	0.5
8830	BRINDISI	07/02/18 14.24.00	07/02/18 14.24.00	0.0
8830	BARI CENTRALE	07/02/18 15.26.00	07/02/18 15.28.00	2.0
8830	BARLETTA	07/02/18 16.00.00	07/02/18 15.59.30	-0.5
8830	FOGGIA	07/02/18 16.33.00	07/02/18 16.30.00	-3.0
8830	TERMOLI	07/02/18 17.20.00	07/02/18 17.28.00	8.0
8830	PESCARA	07/02/18 18.08.00	07/02/18 18.20.00	12.0
8830	ANCONA	07/02/18 19.19.00	07/02/18 19.28.30	9.5
8830	PESARO	07/02/18 19.53.00	07/02/18 19.57.00	4.0
8830	RIMINI	07/02/18 20.15.00	07/02/18 20.17.30	2.5
8830	BOLOGNA C.LE	07/02/18 21.14.00	07/02/18 21.07.30	-6.5
8830	MODENA	07/02/18 21.39.00	07/02/18 21.38.00	-1.0
2276	RIMINI	07/02/18 05.20.00	07/02/18 05.21.00	1.0
2276	BELLARIA	07/02/18 05.29.00	07/02/18 05.32.00	3.0
2276	GATTEO A MARE	07/02/18 05.35.00	07/02/18 05.37.30	2.5
2276	CESENATICO	07/02/18 05.44.00	07/02/18 05.42.30	-1.5
2276	CERVIA-MILANO MARITTIMA	07/02/18 05.53.00	07/02/18 05.52.30	-0.5
2276	LIDO DI CLASSE-LIDO DI SAVIO	07/02/18 06.02.00	07/02/18 06.00.30	-1.5
2276	RAVENNA	07/02/18 06.20.00	07/02/18 06.24.00	4.0
2276	GODO	07/02/18 06.37.00	07/02/18 06.41.30	4.5
2276	RUSSI	07/02/18 06.41.00	07/02/18 06.44.00	3.0
2276	BAGNACAVALLO	07/02/18 06.48.00	07/02/18 06.51.00	3.0
2276	LUGO	07/02/18 06.55.00	07/02/18 06.56.30	1.5
2276	BARBIANO	07/02/18 07.01.00	07/02/18 07.03.00	2.0
2276	SOLAROLO	07/02/18 07.05.00	07/02/18 07.07.00	2.0
2276	CASTELBOLOGNESE	07/02/18 07.12.00	07/02/18 07.14.00	2.0
2276	IMOLA	07/02/18 07.19.00	07/02/18 07.22.30	3.5
2276	BOLOGNA C.LE	07/02/18 07.43.00	07/02/18 07.46.30	3.5
2276	ANZOLA	07/02/18 08.03.00	07/02/18 08.05.00	2.0
2276	SAMOGGIA	07/02/18 08.08.00	07/02/18 08.10.00	2.0
2276	CASTELFRANCO D'EMILIA	07/02/18 08.14.00	07/02/18 08.15.30	1.5
2276	MODENA	07/02/18 08.23.00	07/02/18 08.25.00	2.0
2276	RUBIERA	07/02/18 08.32.00	07/02/18 08.34.00	2.0
2276	REGGIO EMILIA	07/02/18 08.40.00	07/02/18 08.42.30	2.5
2276	S.ILARIO	07/02/18 08.53.00	07/02/18 08.55.00	2.0
2276	PARMA	07/02/18 09.03.00	07/02/18 09.03.00	0.0
2276	FIDENZA	07/02/18 09.21.00	07/02/18 09.22.00	1.0
2276	FIORENZUOLA	07/02/18 09.31.00	07/02/18 09.33.00	2.0
2276	PIACENZA	07/02/18 09.48.00	07/02/18 09.49.00	1.0
2276	CASALPUSTERLENGO	07/02/18 10.02.00	07/02/18 10.04.30	2.5
2276	LODI	07/02/18 10.13.00	07/02/18 10.16.30	3.5
2276	MILANO ROGOREDO	07/02/18 10.32.00	07/02/18 10.33.30	1.5
2276	MILANO LAMBRATE	07/02/18 10.38.00	07/02/18 10.40.00	2.0
2276	MILANO CENTRALE	07/02/18 10.45.00	07/02/18 10.46.30	1.5
2132	ANCONA	07/02/18 12.45.00	07/02/18 12.46.30	1.5
2130	ANCONA	07/02/18 10.45.00	07/02/18 10.47.00	2.0
2130	FALCONARA MARITTIMA	07/02/18 10.53.00	07/02/18 10.55.30	2.5
2130	SENIGALLIA	07/02/18 11.03.00	07/02/18 11.07.00	4.0
2130	MAROTTA MONDOLFO	07/02/18 11.10.00	07/02/18 11.14.00	4.0
2130	FANO	07/02/18 11.19.00	07/02/18 11.22.30	3.5
2130	PESARO	07/02/18 11.27.00	07/02/18 11.32.30	5.5
2130	CATTOLICA S.GIOVANNI GABICCE	07/02/18 11.38.00	07/02/18 11.44.00	6.0
2130	RICCIONE	07/02/18 11.48.00	07/02/18 11.52.00	4.0
2130	RIMINI	07/02/18 11.58.00	07/02/18 12.00.30	2.5
2130	CESENA	07/02/18 12.16.00	07/02/18 12.17.30	1.5
2130	FORLI`	07/02/18 12.27.00	07/02/18 12.28.30	1.5
2130	FAENZA	07/02/18 12.37.00	07/02/18 12.38.30	1.5
2130	CASTELBOLOGNESE	07/02/18 12.44.00	07/02/18 12.45.00	1.0
2130	IMOLA	07/02/18 12.50.00	07/02/18 12.52.00	2.0
2130	CASTEL S.PIETRO TERME	07/02/18 13.04.00	07/02/18 13.05.00	1.0
2130	BOLOGNA C.LE	07/02/18 13.21.00	07/02/18 13.23.00	2.0
2130	CASTELFRANCO D'EMILIA	07/02/18 13.45.00	07/02/18 13.43.00	-2.0
2130	MODENA	07/02/18 13.54.00	07/02/18 13.54.30	0.5
2130	REGGIO EMILIA	07/02/18 14.08.00	07/02/18 14.09.00	1.0
2130	PARMA	07/02/18 14.23.00	07/02/18 14.28.30	5.5
2130	FIDENZA	07/02/18 14.35.00	07/02/18 14.42.00	7.0
2130	FIORENZUOLA	07/02/18 14.46.00	07/02/18 14.50.30	4.5
2130	CADEO	07/02/18 14.52.00	07/02/18 14.55.00	3.0
2130	PIACENZA	07/02/18 15.05.00	07/02/18 15.06.00	1.0
590	NAPOLI CENTRALE	07/02/18 10.31.00	07/02/18 10.44.00	13.0
590	AVERSA	07/02/18 10.47.00	07/02/18 11.01.00	14.0
590	FORMIA-GAETA	07/02/18 11.20.00	07/02/18 11.32.30	12.5
590	LATINA	07/02/18 11.58.00	07/02/18 12.09.00	11.0
590	ROMA TIBURTINA	07/02/18 12.37.00	07/02/18 12.46.30	9.5
590	ORTE	07/02/18 13.12.00	07/02/18 13.38.00	26.0
590	ORVIETO	07/02/18 13.43.00	07/02/18 14.07.00	24.0
590	CHIUSI C.T.	07/02/18 14.08.00	07/02/18 14.31.00	23.0
590	AREZZO	07/02/18 14.53.00	07/02/18 15.08.00	15.0
590	FIRENZE RIFREDI	07/02/18 15.36.00	07/02/18 15.44.30	8.5
590	PRATO CENTRALE	07/02/18 15.50.00	07/02/18 15.56.00	6.0
590	BOLOGNA C.LE	07/02/18 16.40.00	07/02/18 16.54.30	14.5
590	MODENA	07/02/18 17.05.00	07/02/18 17.16.30	11.5
590	REGGIO EMILIA	07/02/18 17.19.00	07/02/18 17.35.30	16.5
590	PARMA	07/02/18 17.34.00	07/02/18 17.56.30	22.5
590	FIDENZA	07/02/18 17.52.00	07/02/18 18.15.30	23.5
590	PIACENZA	07/02/18 18.17.00	07/02/18 18.35.30	18.5
590	LODI	07/02/18 18.43.00	07/02/18 18.55.30	12.5
590	MILANO ROGOREDO	07/02/18 19.04.00	07/02/18 19.11.30	7.5
590	MILANO CENTRALE	07/02/18 19.17.00	07/02/18 19.22.30	5.5
9560	ROMA TERMINI	07/02/18 19.35.00	07/02/18 19.36.00	1.0
9560	ROMA TIBURTINA	07/02/18 19.43.00	07/02/18 19.43.30	0.5
9560	FIRENZE S.M.N.	07/02/18 21.07.00	07/02/18 21.16.00	9.0
11526	ANCONA	07/02/18 05.30.00	07/02/18 05.30.30	0.5
11526	FALCONARA MARITTIMA	07/02/18 05.39.00	07/02/18 05.38.30	-0.5
11526	SENIGALLIA	07/02/18 05.49.00	07/02/18 05.49.00	0.0
11526	MAROTTA MONDOLFO	07/02/18 05.56.00	07/02/18 05.55.00	-1.0
11526	FANO	07/02/18 06.04.00	07/02/18 06.03.00	-1.0
11526	PESARO	07/02/18 06.13.00	07/02/18 06.12.30	-0.5
11526	CATTOLICA S.GIOVANNI GABICCE	07/02/18 06.24.00	07/02/18 06.23.30	-0.5
11526	RICCIONE	07/02/18 06.32.00	07/02/18 06.30.00	-2.0
11526	RIMINI	07/02/18 06.43.00	07/02/18 06.38.30	-4.5
11526	CESENA	07/02/18 07.04.00	07/02/18 06.59.00	-5.0
11526	FORLI`	07/02/18 07.16.00	07/02/18 07.15.00	-1.0
11526	FAENZA	07/02/18 07.27.00	07/02/18 07.29.00	2.0
11526	CASTELBOLOGNESE	07/02/18 07.42.00	07/02/18 07.41.30	-0.5
11526	IMOLA	07/02/18 07.50.00	07/02/18 07.50.00	0.0
11526	CASTEL S.PIETRO TERME	07/02/18 08.04.00	07/02/18 08.04.30	0.5
11526	BOLOGNA C.LE	07/02/18 08.21.00	07/02/18 08.22.00	1.0
11526	CASTELFRANCO D'EMILIA	07/02/18 08.45.00	07/02/18 08.42.00	-3.0
11526	MODENA	07/02/18 08.54.00	07/02/18 08.52.30	-1.5
11526	REGGIO EMILIA	07/02/18 09.08.00	07/02/18 09.07.30	-0.5
11526	PARMA	07/02/18 09.23.00	07/02/18 09.27.00	4.0
11526	FIDENZA	07/02/18 09.35.00	07/02/18 09.38.00	3.0
11526	FIORENZUOLA	07/02/18 09.46.00	07/02/18 09.46.00	0.0
11526	PIACENZA	07/02/18 10.05.00	07/02/18 10.00.30	-4.5
2986	BOLOGNA C.LE	07/02/18 07.00.00	07/02/18 07.01.30	1.5
2986	MODENA	07/02/18 07.35.00	07/02/18 07.36.30	1.5
2986	REGGIO EMILIA	07/02/18 07.53.00	07/02/18 07.55.00	2.0
2986	PARMA	07/02/18 08.14.00	07/02/18 08.14.00	0.0
2986	FIDENZA	07/02/18 08.29.00	07/02/18 08.30.00	1.0
2986	FIORENZUOLA	07/02/18 08.40.00	07/02/18 08.38.30	-1.5
2986	PIACENZA	07/02/18 08.56.00	07/02/18 08.53.00	-3.0
2986	LODI	07/02/18 09.19.00	07/02/18 09.29.30	10.5
2986	MILANO ROGOREDO	07/02/18 09.35.00	07/02/18 09.44.30	9.5
2986	MILANO LAMBRATE	07/02/18 09.42.00	07/02/18 09.49.30	7.5
2986	MILANO CENTRALE	07/02/18 09.50.00	07/02/18 09.55.30	5.5
11528	ANCONA	07/02/18 07.40.00	07/02/18 07.42.00	2.0
2128	ANCONA	07/02/18 08.45.00	07/02/18 08.54.00	9.0
2128	FALCONARA MARITTIMA	07/02/18 08.53.00	07/02/18 09.00.30	7.5
2128	SENIGALLIA	07/02/18 09.03.00	07/02/18 09.10.30	7.5
2128	MAROTTA MONDOLFO	07/02/18 09.10.00	07/02/18 09.17.00	7.0
2128	FANO	07/02/18 09.19.00	07/02/18 09.24.00	5.0
2128	PESARO	07/02/18 09.27.00	07/02/18 09.32.00	5.0
2128	CATTOLICA S.GIOVANNI GABICCE	07/02/18 09.38.00	07/02/18 09.42.30	4.5
2128	RICCIONE	07/02/18 09.48.00	07/02/18 09.48.30	0.5
2128	RIMINI	07/02/18 09.58.00	07/02/18 09.56.00	-2.0
2128	CESENA	07/02/18 10.16.00	07/02/18 10.15.30	-0.5
596	NAPOLI CENTRALE	07/02/18 14.31.00	07/02/18 14.33.00	2.0
596	AVERSA	07/02/18 14.47.00	07/02/18 14.50.00	3.0
596	FORMIA-GAETA	07/02/18 15.20.00	07/02/18 15.29.30	9.5
596	LATINA	07/02/18 15.58.00	07/02/18 16.00.30	2.5
596	ROMA TIBURTINA	07/02/18 16.37.00	07/02/18 16.38.30	1.5
596	ORTE	07/02/18 17.13.00	07/02/18 17.18.00	5.0
596	ORVIETO	07/02/18 17.43.00	07/02/18 17.46.00	3.0
596	CHIUSI C.T.	07/02/18 18.08.00	07/02/18 18.12.00	4.0
596	TERONTOLA CORTONA	07/02/18 18.28.00	07/02/18 18.39.00	11.0
596	AREZZO	07/02/18 18.53.00	07/02/18 19.04.30	11.5
596	FIRENZE RIFREDI	07/02/18 19.36.00	07/02/18 19.47.00	11.0
596	PRATO CENTRALE	07/02/18 19.50.00	07/02/18 20.07.30	17.5
596	BOLOGNA C.LE	07/02/18 20.38.00	07/02/18 21.01.00	23.0
596	MODENA	07/02/18 21.06.00	07/02/18 21.29.30	23.5
596	REGGIO EMILIA	07/02/18 21.20.00	07/02/18 21.44.00	24.0
752	LECCE	07/02/18 19.20.00	07/02/18 19.22.00	2.0
752	BRINDISI	07/02/18 19.47.00	07/02/18 19.43.00	-4.0
752	OSTUNI	07/02/18 20.11.00	07/02/18 20.10.00	-1.0
752	FASANO	07/02/18 20.26.00	07/02/18 20.23.30	-2.5
752	MONOPOLI	07/02/18 20.37.00	07/02/18 20.36.30	-0.5
752	BARI CENTRALE	07/02/18 21.08.00	07/02/18 21.06.00	-2.0
752	MOLFETTA	07/02/18 21.28.00	07/02/18 21.27.00	-1.0
752	BISCEGLIE	07/02/18 21.37.00	07/02/18 21.36.30	-0.5
752	TRANI	07/02/18 21.46.00	07/02/18 21.46.30	0.5
2126	ANCONA	07/02/18 06.40.00	07/02/18 06.41.30	1.5
2124	ANCONA	07/02/18 04.35.00	07/02/18 04.36.30	1.5
2124	FALCONARA MARITTIMA	07/02/18 04.43.00	07/02/18 04.43.00	0.0
754	LECCE	07/02/18 20.20.00	07/02/18 20.27.00	7.0
754	BRINDISI	07/02/18 20.46.00	07/02/18 20.47.30	1.5
754	OSTUNI	07/02/18 21.09.00	07/02/18 21.13.00	4.0
754	FASANO	07/02/18 21.24.00	07/02/18 21.25.30	1.5
754	MONOPOLI	07/02/18 21.35.00	07/02/18 21.36.00	1.0
2882	RAVENNA	07/02/18 05.03.00	07/02/18 05.04.00	1.0
2882	RUSSI	07/02/18 05.15.00	07/02/18 05.17.00	2.0
2882	BAGNACAVALLO	07/02/18 05.21.00	07/02/18 05.23.00	2.0
2882	LUGO	07/02/18 05.27.00	07/02/18 05.29.00	2.0
2882	SOLAROLO	07/02/18 05.35.00	07/02/18 05.35.30	0.5
2882	CASTELBOLOGNESE	07/02/18 05.43.00	07/02/18 05.41.30	-1.5
2882	IMOLA	07/02/18 05.50.00	07/02/18 05.49.30	-0.5
2882	CASTEL S.PIETRO TERME	07/02/18 05.58.00	07/02/18 05.57.00	-1.0
2882	S.LAZZARO DI SAVENA	07/02/18 06.09.00	07/02/18 06.15.00	6.0
2882	BOLOGNA C.LE	07/02/18 06.21.00	07/02/18 06.22.00	1.0
2882	CASTELFRANCO D'EMILIA	07/02/18 06.48.00	07/02/18 06.43.30	-4.5
2882	MODENA	07/02/18 06.56.00	07/02/18 06.56.30	0.5
2882	RUBIERA	07/02/18 07.05.00	07/02/18 07.06.30	1.5
2882	REGGIO EMILIA	07/02/18 07.13.00	07/02/18 07.14.30	1.5
2882	PARMA	07/02/18 07.29.00	07/02/18 07.33.30	4.5
2882	FIDENZA	07/02/18 07.41.00	07/02/18 07.47.00	6.0
2882	FIORENZUOLA	07/02/18 07.51.00	07/02/18 07.56.00	5.0
2882	PIACENZA	07/02/18 08.07.00	07/02/18 08.11.00	4.0
2882	S.NICOLO'	07/02/18 08.17.00	07/02/18 08.22.30	5.5
2882	CASTEL S.GIOVANNI	07/02/18 08.28.00	07/02/18 08.32.00	4.0
2882	STRADELLA	07/02/18 08.37.00	07/02/18 08.40.00	3.0
2882	VOGHERA	07/02/18 08.55.00	07/02/18 08.54.00	-1.0
2882	TORTONA	07/02/18 09.06.00	07/02/18 09.11.00	5.0
2882	ARQUATA SCRIVIA	07/02/18 09.23.00	07/02/18 09.28.30	5.5
2882	RONCO SCR.	07/02/18 09.32.00	07/02/18 09.40.00	8.0
2882	GENOVA P.PRINCIPE	07/02/18 09.58.00	07/02/18 10.01.30	3.5
2882	GENOVA BRIGNOLE	07/02/18 10.09.00	07/02/18 10.10.30	1.5
612	TARANTO	07/02/18 10.25.00	07/02/18 10.27.30	2.5
612	GIOIA DEL COLLE	07/02/18 10.57.00	07/02/18 10.56.00	-1.0
612	BARI CENTRALE	07/02/18 11.30.00	07/02/18 11.25.00	-5.0
612	MOLFETTA	07/02/18 12.14.00	07/02/18 12.10.30	-3.5
612	BISCEGLIE	07/02/18 12.22.00	07/02/18 12.22.00	0.0
612	TRANI	07/02/18 12.31.00	07/02/18 12.31.00	0.0
612	BARLETTA	07/02/18 12.41.00	07/02/18 12.41.00	0.0
612	FOGGIA	07/02/18 13.15.00	07/02/18 13.13.00	-2.0
612	SAN SEVERO	07/02/18 13.33.00	07/02/18 13.32.30	-0.5
612	TERMOLI	07/02/18 14.05.00	07/02/18 14.07.30	2.5
612	VASTO S.SALVO	07/02/18 14.20.00	07/02/18 14.23.30	3.5
612	PESCARA	07/02/18 15.00.00	07/02/18 15.08.30	8.5
612	GIULIANOVA	07/02/18 15.22.00	07/02/18 15.29.00	7.0
612	S.BENEDETTO DEL TRONTO	07/02/18 15.38.00	07/02/18 15.43.00	5.0
612	PORTO S. GIORGIO FERMO	07/02/18 16.01.00	07/02/18 16.01.00	0.0
612	CIVITANOVA MARCHE	07/02/18 16.11.00	07/02/18 16.17.30	6.5
612	ANCONA	07/02/18 16.35.00	07/02/18 16.41.00	6.0
612	SENIGALLIA	07/02/18 16.54.00	07/02/18 17.00.30	6.5
612	FANO	07/02/18 17.07.00	07/02/18 17.14.00	7.0
612	PESARO	07/02/18 17.17.00	07/02/18 17.24.00	7.0
612	RICCIONE	07/02/18 17.36.00	07/02/18 17.39.00	3.0
